Test Case: A100SXM_aten_fill_
|   M   |   N   |  B  | _val |    input_shape     | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
|  512  | 6144  | N/A |  1   |   [[512, 6144]]    | bf16  |       8.45       |       8.48        |       8.5        |        5.86        | 0.00e+00 | 3.15e+06 |        0%        |    36.52%     |
| 1024  | 6144  | N/A |  1   |   [[1024, 6144]]   | bf16  |      14.23       |       14.23       |      14.23       |        9.71        | 0.00e+00 | 6.29e+06 |        0%        |    43.37%     |
| 2048  | 6144  | N/A |  1   |   [[2048, 6144]]   | bf16  |       25.7       |       25.76       |       25.8       |       17.43        | 0.00e+00 | 1.26e+07 |        0%        |    48.02%     |
| 4096  | 6144  | N/A |  1   |   [[4096, 6144]]   | bf16  |      48.84       |       48.87       |       48.9       |       32.86        | 0.00e+00 | 2.52e+07 |        0%        |    50.54%     |
| 8192  | 6144  | N/A |  1   |   [[8192, 6144]]   | bf16  |      94.89       |       94.97       |      95.03       |       63.71        | 0.00e+00 | 5.03e+07 |        0%        |    52.03%     |
| 16384 | 6144  | N/A |  1   |  [[16384, 6144]]   | bf16  |      187.32      |      187.33       |      187.34      |       125.42       | 0.00e+00 | 1.01e+08 |        0%        |    52.71%     |
| 32768 | 6144  | N/A |  1   |  [[32768, 6144]]   | bf16  |      371.97      |       372.0       |      372.02      |       248.84       | 0.00e+00 | 2.01e+08 |        0%        |    53.09%     |
|   1   | 7168  | N/A |  1   |    [[1, 7168]]     | bf16  |       2.51       |       2.56        |       2.61       |        2.01        | 0.00e+00 | 7.17e+03 |        0%        |     0.28%     |
|   2   | 7168  | N/A |  1   |    [[2, 7168]]     | bf16  |       2.56       |       2.61        |       2.66       |        2.02        | 0.00e+00 | 1.43e+04 |        0%        |     0.55%     |
|   4   | 7168  | N/A |  1   |    [[4, 7168]]     | bf16  |       2.61       |       2.64        |       2.66       |        2.04        | 0.00e+00 | 2.87e+04 |        0%        |     1.08%     |
|   8   | 7168  | N/A |  1   |    [[8, 7168]]     | bf16  |       2.76       |       2.82        |       2.87       |        2.07        | 0.00e+00 | 5.73e+04 |        0%        |     2.04%     |
|  16   | 7168  | N/A |  1   |    [[16, 7168]]    | bf16  |       2.82       |       2.84        |       2.87       |        2.14        | 0.00e+00 | 1.15e+05 |        0%        |     3.99%     |
|  32   | 7168  | N/A |  1   |    [[32, 7168]]    | bf16  |       3.02       |       3.04        |       3.07       |        2.28        | 0.00e+00 | 2.29e+05 |        0%        |     7.45%     |
|  64   | 7168  | N/A |  1   |    [[64, 7168]]    | bf16  |       3.48       |        3.5        |       3.53       |        2.56        | 0.00e+00 | 4.59e+05 |        0%        |    12.93%     |
|  128  | 7168  | N/A |  1   |   [[128, 7168]]    | bf16  |       4.3        |       4.35        |       4.4        |        3.12        | 0.00e+00 | 9.18e+05 |        0%        |    20.93%     |
|  256  | 7168  | N/A |  1   |   [[256, 7168]]    | bf16  |       6.04       |       6.07        |       6.09       |        4.25        | 0.00e+00 | 1.84e+06 |        0%        |     29.8%     |
|  512  | 7168  | N/A |  1   |   [[512, 7168]]    | bf16  |       9.42       |       9.47        |       9.52       |        6.5         | 0.00e+00 | 3.67e+06 |        0%        |    38.21%     |
| 1024  | 7168  | N/A |  1   |   [[1024, 7168]]   | bf16  |      16.13       |       16.16       |      16.18       |        11.0        | 0.00e+00 | 7.34e+06 |        0%        |    44.64%     |
| 2048  | 7168  | N/A |  1   |   [[2048, 7168]]   | bf16  |      29.64       |       29.67       |       29.7       |        20.0        | 0.00e+00 | 1.47e+07 |        0%        |    48.58%     |
| 4096  | 7168  | N/A |  1   |   [[4096, 7168]]   | bf16  |      56.52       |       56.55       |      56.58       |        38.0        | 0.00e+00 | 2.94e+07 |        0%        |    50.95%     |
| 8192  | 7168  | N/A |  1   |   [[8192, 7168]]   | bf16  |      110.34      |      110.39       |      110.44      |        74.0        | 0.00e+00 | 5.87e+07 |        0%        |     52.2%     |
| 16384 | 7168  | N/A |  1   |  [[16384, 7168]]   | bf16  |      218.11      |      218.13       |      218.16      |       145.99       | 0.00e+00 | 1.17e+08 |        0%        |    52.81%     |
| 32768 | 7168  | N/A |  1   |  [[32768, 7168]]   | bf16  |      433.51      |      433.54       |      433.56      |       289.99       | 0.00e+00 | 2.35e+08 |        0%        |    53.14%     |
|   1   | 8192  | N/A |  1   |    [[1, 8192]]     | bf16  |       2.56       |       2.56        |       2.56       |        2.01        | 0.00e+00 | 8.19e+03 |        0%        |     0.31%     |
|   2   | 8192  | N/A |  1   |    [[2, 8192]]     | bf16  |       2.56       |       2.58        |       2.61       |        2.02        | 0.00e+00 | 1.64e+04 |        0%        |     0.63%     |
|   4   | 8192  | N/A |  1   |    [[4, 8192]]     | bf16  |       2.66       |       2.69        |       2.71       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     1.21%     |
|   8   | 8192  | N/A |  1   |    [[8, 8192]]     | bf16  |       2.82       |       2.84        |       2.87       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     2.28%     |
|  16   | 8192  | N/A |  1   |    [[16, 8192]]    | bf16  |       2.87       |       2.89        |       2.92       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     4.48%     |
|  32   | 8192  | N/A |  1   |    [[32, 8192]]    | bf16  |       3.07       |        3.1        |       3.12       |        2.32        | 0.00e+00 | 2.62e+05 |        0%        |     8.38%     |
|  64   | 8192  | N/A |  1   |    [[64, 8192]]    | bf16  |       3.53       |       3.58        |       3.64       |        2.64        | 0.00e+00 | 5.24e+05 |        0%        |    14.57%     |
|  128  | 8192  | N/A |  1   |   [[128, 8192]]    | bf16  |       4.56       |       4.61        |       4.66       |        3.29        | 0.00e+00 | 1.05e+06 |        0%        |    22.56%     |
|  256  | 8192  | N/A |  1   |   [[256, 8192]]    | bf16  |       6.55       |        6.6        |       6.66       |        4.57        | 0.00e+00 | 2.10e+06 |        0%        |    31.41%     |
|  512  | 8192  | N/A |  1   |   [[512, 8192]]    | bf16  |      10.39       |       10.42       |      10.44       |        7.14        | 0.00e+00 | 4.19e+06 |        0%        |     39.6%     |
| 1024  | 8192  | N/A |  1   |   [[1024, 8192]]   | bf16  |      18.02       |       18.04       |      18.07       |       12.29        | 0.00e+00 | 8.39e+06 |        0%        |    45.66%     |
| 2048  | 8192  | N/A |  1   |   [[2048, 8192]]   | bf16  |      33.43       |       33.46       |      33.48       |       22.57        | 0.00e+00 | 1.68e+07 |        0%        |    49.23%     |
| 4096  | 8192  | N/A |  1   |   [[4096, 8192]]   | bf16  |      64.26       |       64.26       |      64.26       |       43.14        | 0.00e+00 | 3.36e+07 |        0%        |    51.22%     |
| 8192  | 8192  | N/A |  1   |   [[8192, 8192]]   | bf16  |      125.72      |      125.76       |      125.8       |       84.28        | 0.00e+00 | 6.71e+07 |        0%        |    52.36%     |
| 16384 | 8192  | N/A |  1   |  [[16384, 8192]]   | bf16  |      248.8       |      248.86       |      248.93      |       166.56       | 0.00e+00 | 1.34e+08 |        0%        |    52.91%     |
| 32768 | 8192  | N/A |  1   |  [[32768, 8192]]   | bf16  |      495.05      |      495.05       |      495.05      |       331.13       | 0.00e+00 | 2.68e+08 |        0%        |    53.19%     |
|   1   | 13824 | N/A |  1   |    [[1, 13824]]    | bf16  |       2.41       |       2.41        |       2.41       |        2.02        | 0.00e+00 | 1.38e+04 |        0%        |     0.56%     |
|   2   | 13824 | N/A |  1   |    [[2, 13824]]    | bf16  |       2.41       |       2.41        |       2.41       |        2.03        | 0.00e+00 | 2.76e+04 |        0%        |     1.13%     |
|   4   | 13824 | N/A |  1   |    [[4, 13824]]    | bf16  |       2.56       |       2.59        |       2.61       |        2.07        | 0.00e+00 | 5.53e+04 |        0%        |     2.12%     |
|   8   | 13824 | N/A |  1   |    [[8, 13824]]    | bf16  |       2.61       |       2.63        |       2.66       |        2.14        | 0.00e+00 | 1.11e+05 |        0%        |     4.16%     |
|  16   | 13824 | N/A |  1   |   [[16, 13824]]    | bf16  |       2.76       |       2.79        |       2.82       |        2.27        | 0.00e+00 | 2.21e+05 |        0%        |     7.86%     |
|  32   | 13824 | N/A |  1   |   [[32, 13824]]    | bf16  |       3.12       |       3.17        |       3.23       |        2.54        | 0.00e+00 | 4.42e+05 |        0%        |    13.91%     |
|  64   | 13824 | N/A |  1   |   [[64, 13824]]    | bf16  |       4.25       |       4.27        |       4.3        |        3.08        | 0.00e+00 | 8.85e+05 |        0%        |    20.42%     |
|  128  | 13824 | N/A |  1   |   [[128, 13824]]   | bf16  |       5.89       |       5.94        |       5.99       |        4.17        | 0.00e+00 | 1.77e+06 |        0%        |    29.47%     |
|  256  | 13824 | N/A |  1   |   [[256, 13824]]   | bf16  |       9.16       |       9.24        |       9.32       |        6.34        | 0.00e+00 | 3.54e+06 |        0%        |     37.9%     |
|  512  | 13824 | N/A |  1   |   [[512, 13824]]   | bf16  |      15.67       |       15.69       |      15.72       |       10.68        | 0.00e+00 | 7.08e+06 |        0%        |     44.3%     |
| 1024  | 13824 | N/A |  1   |  [[1024, 13824]]   | bf16  |      28.62       |       28.65       |      28.67       |       19.36        | 0.00e+00 | 1.42e+07 |        0%        |    48.52%     |
| 2048  | 13824 | N/A |  1   |  [[2048, 13824]]   | bf16  |      54.58       |       54.63       |      54.68       |       36.71        | 0.00e+00 | 2.83e+07 |        0%        |    50.88%     |
| 4096  | 13824 | N/A |  1   |  [[4096, 13824]]   | bf16  |      106.46      |      106.53       |      106.6       |       71.43        | 0.00e+00 | 5.66e+07 |        0%        |    52.17%     |
| 8192  | 13824 | N/A |  1   |  [[8192, 13824]]   | bf16  |      210.26      |      210.36       |      210.43      |       140.85       | 0.00e+00 | 1.13e+08 |        0%        |    52.83%     |
| 16384 | 13824 | N/A |  1   |  [[16384, 13824]]  | bf16  |      418.1       |      418.13       |      418.15      |       279.7        | 0.00e+00 | 2.26e+08 |        0%        |    53.14%     |
| 32768 | 13824 | N/A |  1   |  [[32768, 13824]]  | bf16  |      833.43      |      833.49       |      833.54      |       557.4        | 0.00e+00 | 4.53e+08 |        0%        |    53.31%     |
|   1   | 16384 | N/A |  1   |    [[1, 16384]]    | bf16  |       2.2        |       2.22        |       2.25       |        2.02        | 0.00e+00 | 1.64e+04 |        0%        |     0.73%     |
|   2   | 16384 | N/A |  1   |    [[2, 16384]]    | bf16  |       2.25       |       2.31        |       2.36       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     1.43%     |
|   4   | 16384 | N/A |  1   |    [[4, 16384]]    | bf16  |       2.36       |       2.41        |       2.46       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     2.72%     |
|   8   | 16384 | N/A |  1   |    [[8, 16384]]    | bf16  |       2.41       |       2.44        |       2.46       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     5.33%     |
|  16   | 16384 | N/A |  1   |   [[16, 16384]]    | bf16  |       2.61       |       2.63        |       2.66       |        2.32        | 0.00e+00 | 2.62e+05 |        0%        |     9.85%     |
|  32   | 16384 | N/A |  1   |   [[32, 16384]]    | bf16  |       2.97       |       3.02        |       3.07       |        2.64        | 0.00e+00 | 5.24e+05 |        0%        |    17.32%     |
|  64   | 16384 | N/A |  1   |   [[64, 16384]]    | bf16  |       4.56       |       4.59        |       4.61       |        3.29        | 0.00e+00 | 1.05e+06 |        0%        |    22.56%     |
|  128  | 16384 | N/A |  1   |   [[128, 16384]]   | bf16  |       6.5        |       6.55        |       6.6        |        4.57        | 0.00e+00 | 2.10e+06 |        0%        |    31.65%     |
|  256  | 16384 | N/A |  1   |   [[256, 16384]]   | bf16  |      10.39       |       10.42       |      10.44       |        7.14        | 0.00e+00 | 4.19e+06 |        0%        |     39.6%     |
|  512  | 16384 | N/A |  1   |   [[512, 16384]]   | bf16  |      18.02       |       18.04       |      18.07       |       12.29        | 0.00e+00 | 8.39e+06 |        0%        |    45.66%     |
| 1024  | 16384 | N/A |  1   |  [[1024, 16384]]   | bf16  |      33.43       |       33.48       |      33.54       |       22.57        | 0.00e+00 | 1.68e+07 |        0%        |    49.23%     |
| 2048  | 16384 | N/A |  1   |  [[2048, 16384]]   | bf16  |       64.2       |       64.24       |      64.26       |       43.14        | 0.00e+00 | 3.36e+07 |        0%        |    51.27%     |
| 4096  | 16384 | N/A |  1   |  [[4096, 16384]]   | bf16  |      125.72      |      125.76       |      125.8       |       84.28        | 0.00e+00 | 6.71e+07 |        0%        |    52.36%     |
| 8192  | 16384 | N/A |  1   |  [[8192, 16384]]   | bf16  |      248.81      |      248.85       |      248.88      |       166.56       | 0.00e+00 | 1.34e+08 |        0%        |    52.91%     |
| 16384 | 16384 | N/A |  1   |  [[16384, 16384]]  | bf16  |      495.0       |      495.05       |      495.1       |       331.13       | 0.00e+00 | 2.68e+08 |        0%        |    53.19%     |
| 32768 | 16384 | N/A |  1   |  [[32768, 16384]]  | bf16  |      987.21      |      987.34       |      987.44      |       660.25       | 0.00e+00 | 5.37e+08 |        0%        |    53.34%     |
|  128  |  768  |  1  |  1   |  [[1, 128, 768]]   | bf16  |       2.26       |       2.34        |       2.41       |        2.12        | 0.00e+00 | 9.83e+04 |        0%        |     4.27%     |
|  128  |  768  |  2  |  1   |  [[2, 128, 768]]   | bf16  |       2.51       |       2.54        |       2.56       |        2.24        | 0.00e+00 | 1.97e+05 |        0%        |     7.68%     |
|  128  |  768  |  4  |  1   |  [[4, 128, 768]]   | bf16  |       2.82       |       2.84        |       2.87       |        2.48        | 0.00e+00 | 3.93e+05 |        0%        |    13.68%     |
|  128  |  768  |  8  |  1   |  [[8, 128, 768]]   | bf16  |       3.33       |       3.38        |       3.43       |        2.96        | 0.00e+00 | 7.86e+05 |        0%        |    23.16%     |
|  128  |  768  | 16  |  1   |  [[16, 128, 768]]  | bf16  |       4.56       |       4.58        |       4.61       |        3.93        | 0.00e+00 | 1.57e+06 |        0%        |    33.83%     |
|  128  |  768  | 32  |  1   |  [[32, 128, 768]]  | bf16  |       8.5        |       8.52        |       8.55       |        5.86        | 0.00e+00 | 3.15e+06 |        0%        |     36.3%     |
| 1024  |  768  |  1  |  1   |  [[1, 1024, 768]]  | bf16  |       4.04       |       4.07        |       4.1        |        2.96        | 0.00e+00 | 7.86e+05 |        0%        |    19.09%     |
| 1024  |  768  |  2  |  1   |  [[2, 1024, 768]]  | bf16  |       5.58       |       5.58        |       5.58       |        3.93        | 0.00e+00 | 1.57e+06 |        0%        |    27.65%     |
| 1024  |  768  |  4  |  1   |  [[4, 1024, 768]]  | bf16  |       8.5        |       8.52        |       8.55       |        5.86        | 0.00e+00 | 3.15e+06 |        0%        |     36.3%     |
| 1024  |  768  |  8  |  1   |  [[8, 1024, 768]]  | bf16  |      14.23       |       14.25       |      14.28       |        9.71        | 0.00e+00 | 6.29e+06 |        0%        |    43.37%     |
| 1024  |  768  | 16  |  1   | [[16, 1024, 768]]  | bf16  |      25.75       |       25.78       |       25.8       |       17.43        | 0.00e+00 | 1.26e+07 |        0%        |    47.93%     |
| 1024  |  768  | 32  |  1   | [[32, 1024, 768]]  | bf16  |      48.84       |       48.87       |       48.9       |       32.86        | 0.00e+00 | 2.52e+07 |        0%        |    50.54%     |
| 4096  |  768  |  1  |  1   |  [[1, 4096, 768]]  | bf16  |       8.45       |       8.48        |       8.5        |        5.86        | 0.00e+00 | 3.15e+06 |        0%        |    36.52%     |
| 4096  |  768  |  2  |  1   |  [[2, 4096, 768]]  | bf16  |      14.23       |       14.26       |      14.28       |        9.71        | 0.00e+00 | 6.29e+06 |        0%        |    43.37%     |
| 4096  |  768  |  4  |  1   |  [[4, 4096, 768]]  | bf16  |      25.75       |       25.78       |       25.8       |       17.43        | 0.00e+00 | 1.26e+07 |        0%        |    47.93%     |
| 4096  |  768  |  8  |  1   |  [[8, 4096, 768]]  | bf16  |      48.84       |       48.86       |       48.9       |       32.86        | 0.00e+00 | 2.52e+07 |        0%        |    50.54%     |
| 4096  |  768  | 16  |  1   | [[16, 4096, 768]]  | bf16  |      94.92       |       95.0        |      95.08       |       63.71        | 0.00e+00 | 5.03e+07 |        0%        |    52.01%     |
| 4096  |  768  | 32  |  1   | [[32, 4096, 768]]  | bf16  |      187.29      |      187.35       |      187.39      |       125.42       | 0.00e+00 | 1.01e+08 |        0%        |    52.72%     |
|  128  | 4096  |  1  |  1   |  [[1, 128, 4096]]  | bf16  |       3.5        |       3.55        |       3.58       |        2.64        | 0.00e+00 | 5.24e+05 |        0%        |    14.69%     |
|  128  | 4096  |  2  |  1   |  [[2, 128, 4096]]  | bf16  |       4.56       |       4.58        |       4.61       |        3.29        | 0.00e+00 | 1.05e+06 |        0%        |    22.56%     |
|  128  | 4096  |  4  |  1   |  [[4, 128, 4096]]  | bf16  |       6.55       |       6.55        |       6.55       |        4.57        | 0.00e+00 | 2.10e+06 |        0%        |    31.41%     |
|  128  | 4096  |  8  |  1   |  [[8, 128, 4096]]  | bf16  |      10.39       |       10.44       |       10.5       |        7.14        | 0.00e+00 | 4.19e+06 |        0%        |     39.6%     |
|  128  | 4096  | 16  |  1   | [[16, 128, 4096]]  | bf16  |      18.02       |       18.04       |      18.07       |       12.29        | 0.00e+00 | 8.39e+06 |        0%        |    45.66%     |
|  128  | 4096  | 32  |  1   | [[32, 128, 4096]]  | bf16  |      33.43       |       33.46       |      33.48       |       22.57        | 0.00e+00 | 1.68e+07 |        0%        |    49.23%     |
| 1024  | 4096  |  1  |  1   | [[1, 1024, 4096]]  | bf16  |      10.39       |       10.42       |      10.44       |        7.14        | 0.00e+00 | 4.19e+06 |        0%        |     39.6%     |
| 1024  | 4096  |  2  |  1   | [[2, 1024, 4096]]  | bf16  |      18.02       |       18.07       |      18.12       |       12.29        | 0.00e+00 | 8.39e+06 |        0%        |    45.66%     |
| 1024  | 4096  |  4  |  1   | [[4, 1024, 4096]]  | bf16  |      33.43       |       33.46       |      33.48       |       22.57        | 0.00e+00 | 1.68e+07 |        0%        |    49.23%     |
| 1024  | 4096  |  8  |  1   | [[8, 1024, 4096]]  | bf16  |       64.2       |       64.26       |      64.31       |       43.14        | 0.00e+00 | 3.36e+07 |        0%        |    51.27%     |
| 1024  | 4096  | 16  |  1   | [[16, 1024, 4096]] | bf16  |      125.8       |      125.82       |      125.85      |       84.28        | 0.00e+00 | 6.71e+07 |        0%        |    52.33%     |
| 1024  | 4096  | 32  |  1   | [[32, 1024, 4096]] | bf16  |      248.76      |      248.83       |      248.88      |       166.56       | 0.00e+00 | 1.34e+08 |        0%        |    52.92%     |
| 4096  | 4096  |  1  |  1   | [[1, 4096, 4096]]  | bf16  |      33.46       |       33.47       |      33.48       |       22.57        | 0.00e+00 | 1.68e+07 |        0%        |    49.18%     |
| 4096  | 4096  |  2  |  1   | [[2, 4096, 4096]]  | bf16  |       64.2       |       64.25       |      64.31       |       43.14        | 0.00e+00 | 3.36e+07 |        0%        |    51.27%     |
| 4096  | 4096  |  4  |  1   | [[4, 4096, 4096]]  | bf16  |      125.67      |      125.74       |      125.8       |       84.28        | 0.00e+00 | 6.71e+07 |        0%        |    52.38%     |
| 4096  | 4096  |  8  |  1   | [[8, 4096, 4096]]  | bf16  |      248.78      |      248.84       |      248.88      |       166.56       | 0.00e+00 | 1.34e+08 |        0%        |    52.92%     |
| 4096  | 4096  | 16  |  1   | [[16, 4096, 4096]] | bf16  |      495.05      |      495.08       |      495.1       |       331.13       | 0.00e+00 | 2.68e+08 |        0%        |    53.19%     |
| 4096  | 4096  | 32  |  1   | [[32, 4096, 4096]] | bf16  |      987.31      |      987.36       |      987.39      |       660.25       | 0.00e+00 | 5.37e+08 |        0%        |    53.34%     |
|  128  | 8192  |  1  |  1   |  [[1, 128, 8192]]  | bf16  |       3.74       |       3.77        |       3.79       |        3.29        | 0.00e+00 | 1.05e+06 |        0%        |     27.5%     |
|  128  | 8192  |  2  |  1   |  [[2, 128, 8192]]  | bf16  |       5.27       |        5.3        |       5.32       |        4.57        | 0.00e+00 | 2.10e+06 |        0%        |    39.03%     |
|  128  | 8192  |  4  |  1   |  [[4, 128, 8192]]  | bf16  |       8.29       |       8.36        |       8.45       |        7.14        | 0.00e+00 | 4.19e+06 |        0%        |    49.63%     |
|  128  | 8192  |  8  |  1   |  [[8, 128, 8192]]  | bf16  |      14.39       |       14.42       |      14.44       |       12.29        | 0.00e+00 | 8.39e+06 |        0%        |    57.18%     |
|  128  | 8192  | 16  |  1   | [[16, 128, 8192]]  | bf16  |      33.43       |       33.46       |      33.48       |       22.57        | 0.00e+00 | 1.68e+07 |        0%        |    49.23%     |
|  128  | 8192  | 32  |  1   | [[32, 128, 8192]]  | bf16  |      64.26       |       64.28       |      64.31       |       43.14        | 0.00e+00 | 3.36e+07 |        0%        |    51.22%     |
| 1024  | 8192  |  1  |  1   | [[1, 1024, 8192]]  | bf16  |      18.02       |       18.07       |      18.12       |       12.29        | 0.00e+00 | 8.39e+06 |        0%        |    45.66%     |
| 1024  | 8192  |  2  |  1   | [[2, 1024, 8192]]  | bf16  |      33.43       |       33.46       |      33.48       |       22.57        | 0.00e+00 | 1.68e+07 |        0%        |    49.23%     |
| 1024  | 8192  |  4  |  1   | [[4, 1024, 8192]]  | bf16  |       64.2       |       64.26       |      64.31       |       43.14        | 0.00e+00 | 3.36e+07 |        0%        |    51.27%     |
| 1024  | 8192  |  8  |  1   | [[8, 1024, 8192]]  | bf16  |      125.75      |       125.8       |      125.85      |       84.28        | 0.00e+00 | 6.71e+07 |        0%        |    52.35%     |
| 1024  | 8192  | 16  |  1   | [[16, 1024, 8192]] | bf16  |      248.81      |      248.85       |      248.88      |       166.56       | 0.00e+00 | 1.34e+08 |        0%        |    52.91%     |
| 1024  | 8192  | 32  |  1   | [[32, 1024, 8192]] | bf16  |      495.0       |      495.05       |      495.1       |       331.13       | 0.00e+00 | 2.68e+08 |        0%        |    53.19%     |
| 4096  | 8192  |  1  |  1   | [[1, 4096, 8192]]  | bf16  |      51.97       |       51.99       |      52.02       |       43.14        | 0.00e+00 | 3.36e+07 |        0%        |    63.33%     |
| 4096  | 8192  |  2  |  1   | [[2, 4096, 8192]]  | bf16  |      125.75      |      125.78       |      125.8       |       84.28        | 0.00e+00 | 6.71e+07 |        0%        |    52.35%     |
| 4096  | 8192  |  4  |  1   | [[4, 4096, 8192]]  | bf16  |      248.88      |      248.88       |      248.88      |       166.56       | 0.00e+00 | 1.34e+08 |        0%        |     52.9%     |
| 4096  | 8192  |  8  |  1   | [[8, 4096, 8192]]  | bf16  |      491.52      |       493.7       |      495.05      |       331.13       | 0.00e+00 | 2.68e+08 |        0%        |    53.57%     |
| 4096  | 8192  | 16  |  1   | [[16, 4096, 8192]] | bf16  |      987.17      |      987.33       |      987.44      |       660.25       | 0.00e+00 | 5.37e+08 |        0%        |    53.34%     |
| 4096  | 8192  | 32  |  1   | [[32, 4096, 8192]] | bf16  |      1557.4      |      1737.44      |     1972.02      |      1318.51       | 0.00e+00 | 1.07e+09 |        0%        |    67.63%     |
