Test Case: H20SXM_vllm.ops.NATIVE_C-silu_mul_per_token_group_quant
| output |    _tensor     |  strides   |  _tensor_1   | precision_1 | strides_1 | ulp_dtype |   _tensor_2    | precision_2 | strides_2  | distributions |  dtype   | status | b_device | b_dtype | rtol  | atol  |     cosine_sim     |      max_abs_err       | rel_err_hundredth | rel_err_thousandth | rel_err_ten_thousandth | error_rate |           eb           |          rmse          | small_value_err_ratio  |     max_rel_error     |    mean_rel_error     | max_ulp_error | mean_ulp_error | ulp_error_proportion |                      message                       |
| [0, 1] | [1438, 18432]  | [18432, 1] | [1438, 144]  |    Float    | [144, 1]  |   bf16    | [1438, 36864]  |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998216368494911 |          32.0          |                   | 0.9498455322907008 |   0.9498455322907008   |            | 1.5581838684129193e-05 |   2.041836851550427    | 0.0004861448711716091  |      0.99993896       |     0.0044192905      |      1.0      |  0.049783427   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [1438, 18432]  | [18432, 1] | [1438, 144]  |    Float    | [144, 1]  |   bf16    | [1438, 36864]  |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999941246871176 |  8.82249651112943e-09  |                   |                    |                        |            |  0.14371812702828002   |  3.52938990702352e-09  |  0.35998048912413555   | 0.005324124979125431  | 0.0028790459674986734 |   2.6636353   |   0.50896496   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [1438, 18432]  | [18432, 1] | [1438, 144]  |    Float    | [144, 1]  |   bf16    | [1438, 36864]  |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998217615213921 |          32.0          |                   | 0.9498077284108909 |   0.9498077284108909   |            | 3.3314197477205995e-05 |   2.0434004558891585   | 0.0009601536245799327  |      0.99993896       |     0.0044241245      |      1.0      |   0.04981987   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [1438, 18432]  | [18432, 1] | [1438, 144]  |    Float    | [144, 1]  |   bf16    | [1438, 36864]  |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999941495527918 | 7.491394171665888e-09  |                   |                    |                        |            |   0.1456305053314789   | 3.897029813612109e-09  |   0.3575819919541396   | 0.006674063735269094  | 0.0030626998375670013 |   2.6636353   |   0.5080971    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [1438, 18432]  | [18432, 1] | [1438, 144]  |    Float    | [144, 1]  |   bf16    | [1438, 36864]  |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.999822265446015  |          32.0          |                   | 0.9497777343146345 |   0.9497777343146345   |            | 1.4336800726317416e-06 |   2.0400135793976335   | 0.0004911591355599214  |      0.99993896       |      0.00442561       |      1.0      |  0.049855847   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [1438, 18432]  | [18432, 1] | [1438, 144]  |    Float    | [144, 1]  |   bf16    | [1438, 36864]  |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999941438078707 | 7.441656180162681e-09  |                   |                    |                        |            |  0.14413344150826765   | 1.7586727384693797e-09 |   0.3605855137975332   | 0.0025699941864377194 | 0.0012974015270482283 |   2.6636353   |   0.5094535    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [1438, 18432]  | [18432, 1] | [1438, 144]  |    Float    | [144, 1]  |   bf16    | [1438, 36864]  |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998219435359079 |          32.0          |                   | 0.9497838840475776 |   0.9497838840475776   |            | 3.361602486091794e-05  |   2.043126543202597    |          0.0           |      0.99993896       |     0.0044246702      |      1.0      |  0.049843095   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [1438, 18432]  | [18432, 1] | [1438, 144]  |    Float    | [144, 1]  |   bf16    | [1438, 36864]  |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999941455195678 | 8.088932190730702e-09  |                   |                    |                        |            |  0.14736903106165972   | 3.047165576626032e-09  |  0.35969517112818555   | 0.005201545346341062  | 0.0020183064945556413 |   2.6636353   |   0.5087592    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [1438, 2048]  | [2048, 1]  |  [1438, 16]  |    Float    |  [16, 1]  |   bf16    |  [1438, 4096]  |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998217118124288 |          32.0          |                   | 0.9496285938586578 |   0.9496285938586578   |            | 0.00014499032945062586 |   2.0430141340246157   |          0.0           |      0.99993896       |      0.004440846      |      1.0      |  0.050007742   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [1438, 2048]  | [2048, 1]  |  [1438, 16]  |    Float    |  [16, 1]  |   bf16    |  [1438, 4096]  |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999941619354422 | 1.0789108273456804e-08 |                   |                    |                        |            |  0.16072670375521558   | 1.0788568881946517e-08 |  0.35610901030121267   | 0.008406116156222011  | 0.008406116156222011  |   2.6447906   |   0.5092295    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [1438, 2048]  | [2048, 1]  |  [1438, 16]  |    Float    |  [16, 1]  |   bf16    |  [1438, 4096]  |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998212761228434 |          32.0          |                   | 0.9494428568324061 |   0.9494428568324061   |            | 6.112004520166898e-05  |   2.0416582678269704   |          0.0           |      0.99993896       |      0.004453199      |      1.0      |   0.05018431   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [1438, 2048]  | [2048, 1]  |  [1438, 16]  |    Float    |  [16, 1]  |   bf16    |  [1438, 4096]  |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.999994105080254  | 6.525169737869874e-09  |                   |                    |                        |            |  0.13977746870653684   | 4.2428080315694915e-09 |  0.36301995044986307   | 0.003970591113187373  | 0.003970591113187373  |   2.6636353   |   0.5115809    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [1438, 2048]  | [2048, 1]  |  [1438, 16]  |    Float    |  [16, 1]  |   bf16    |  [1438, 4096]  |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998213567603942 |          32.0          |                   | 0.9496791876738526 |   0.9496791876738526   |            | 6.247826842837274e-05  |   2.047340416731835    |          0.0           |      0.99993896       |     0.0044372426      |      1.0      |  0.049959354   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [1438, 2048]  | [2048, 1]  |  [1438, 16]  |    Float    |  [16, 1]  |   bf16    |  [1438, 4096]  |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999940501555153 | 6.525169737869874e-09  |                   |                    |                        |            |  0.13247566063977748   | 4.5527028575182205e-09 |   0.359238492632677    | 0.004004191362130888  | 0.004004191362130888  |   2.5633087   |   0.5092656    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [1438, 2048]  | [2048, 1]  |  [1438, 16]  |    Float    |  [16, 1]  |   bf16    |  [1438, 4096]  |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998237012091541 |          32.0          |                   | 0.9499766385605007 |   0.9499766385605007   |            | 7.945605876216968e-05  |   2.033257631854669    |          0.0           |      0.99993896       |      0.004406083      |      1.0      |  0.049637288   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [1438, 2048]  | [2048, 1]  |  [1438, 16]  |    Float    |  [16, 1]  |   bf16    |  [1438, 4096]  |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.999994160477582  | 6.525169737869874e-09  |                   |                    |                        |            |   0.1435152990264256   |  2.97242966649166e-09  |  0.35369034165000435   |  0.00309350215058202  | 0.002895564470202022  |   2.6636353   |   0.5044205    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [1438, 2048]  | [2048, 1]  |  [1438, 16]  |    Float    |  [16, 1]  |   bf16    |  [1438, 4096]  |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998208968980601 |          32.0          |                   | 0.9495216337795549 |   0.9495216337795549   |            | 0.0002397263995132128  |   2.047286616156263    |          0.0           |      0.99993896       |      0.004445175      |      1.0      |   0.05011674   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [1438, 2048]  | [2048, 1]  |  [1438, 16]  |    Float    |  [16, 1]  |   bf16    |  [1438, 4096]  |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999942217301374 | 7.335643203987274e-09  |                   |                    |                        |            |  0.14368915159944368   |          0.0           |  0.35748435326842837   |           0           |           0           |   2.6636353   |   0.5059296    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [1438, 2048]  | [2048, 1]  |  [1438, 16]  |    Float    |  [16, 1]  |   bf16    |  [1438, 4096]  |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998193464931118 |          32.0          |                   | 0.9494713795201669 |   0.9494713795201669   |            | 0.00015280011300417245 |   2.052653822558873    |          0.0           |      0.99993896       |     0.0044529582      |      1.0      |  0.050172765   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [1438, 2048]  | [2048, 1]  |  [1438, 16]  |    Float    |  [16, 1]  |   bf16    |  [1438, 4096]  |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999940860684533 | 7.355367870331975e-09  |                   |                    |                        |            |  0.14586230876216968   |          0.0           |   0.3628303198887344   |           0           |           0           |   2.6636353   |   0.51213324   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [1438, 2048]  | [2048, 1]  |  [1438, 16]  |    Float    |  [16, 1]  |   bf16    |  [1438, 4096]  |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.999822320845128  |          32.0          |                   | 0.9497124641429068 |   0.9497124641429068   |            | 0.00024855485048678723 |   2.039440445798689    |          0.0           |      0.99993896       |     0.0044257883      |      1.0      |  0.049915724   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [1438, 2048]  | [2048, 1]  |  [1438, 16]  |    Float    |  [16, 1]  |   bf16    |  [1438, 4096]  |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999941256325245 | 6.416712494683452e-09  |                   |                    |                        |            |  0.15516342141863698   | 4.4126476757248105e-09 |   0.3591080975355327   | 0.004266068783068911  | 0.004266068783068911  |   2.5633087   |   0.5098688    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [1438, 2048]  | [2048, 1]  |  [1438, 16]  |    Float    |  [16, 1]  |   bf16    |  [1438, 4096]  |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998227108047449 |          32.0          |                   | 0.9496051645079973 |   0.9496051645079973   |            | 7.470227746870654e-06  |   2.0330287392093602   |  0.004484304932735426  |      0.49998474       |     0.0044357413      |      1.0      |   0.05002965   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [1438, 2048]  | [2048, 1]  |  [1438, 16]  |    Float    |  [16, 1]  |   bf16    |  [1438, 4096]  |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999941993835338 | 6.341792868624907e-09  |                   |                    |                        |            |   0.1482962447844228   |          0.0           |  0.36004867872044505   |           0           |           0           |   2.5651855   |   0.5095773    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [1438, 2048]  | [2048, 1]  |  [1438, 16]  |    Float    |  [16, 1]  |   bf16    |  [1438, 4096]  |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998228974965943 |          32.0          |                   | 0.9498343646775035 |   0.9498343646775035   |            | 8.590761908901252e-05  |   2.0350421238253364   |          0.0           |      0.99993896       |     0.0044197286      |      1.0      |  0.049804516   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [1438, 2048]  | [2048, 1]  |  [1438, 16]  |    Float    |  [16, 1]  |   bf16    |  [1438, 4096]  |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999941317250762 | 7.239123078761622e-09  |                   |                    |                        |            |   0.1411682892906815   |  6.7617550430779e-10   |  0.35962967792411005   | 0.000620809885404578  | 0.000620809885404578  |   2.6447906   |   0.50904256   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [1438, 2048]  | [2048, 1]  |  [1438, 16]  |    Float    |  [16, 1]  |   bf16    |  [1438, 4096]  |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998222297563906 |          32.0          |                   | 0.9499056713969054 |   0.9499056713969054   |            | 0.00017894591011821976 |   2.0396004776158865   |          0.0           |      0.99993896       |     0.0044146352      |      1.0      |  0.049720477   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [1438, 2048]  | [2048, 1]  |  [1438, 16]  |    Float    |  [16, 1]  |   bf16    |  [1438, 4096]  |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999941751065976 | 7.160565473895986e-09  |                   |                    |                        |            |  0.15038247566063978   | 8.059993822364208e-10  |   0.3575433563698005   | 0.0007343505900093437 | 0.0007343505900093437 |   2.5651855   |   0.50773335   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [32, 18432]   | [18432, 1] |  [32, 144]   |    Float    | [144, 1]  |   bf16    |  [32, 36864]   |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 |  0.99982545552127  |          32.0          |                   | 0.9498104519314237 |   0.9498104519314237   |            |   0.0001068115234375   |   2.022243058222995    |          0.0           |      0.99993896       |     0.0044193477      |      1.0      |  0.049803838   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [32, 18432]   | [18432, 1] |  [32, 144]   |    Float    | [144, 1]  |   bf16    |  [32, 36864]   |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999939927796605 | 5.532797331397887e-09  |                   |                    |                        |            |  0.13411458333333334   |          0.0           |   0.3663194444444444   |           0           |           0           |   2.554367    |   0.5127303    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [32, 18432]   | [18432, 1] |  [32, 144]   |    Float    | [144, 1]  |   bf16    |  [32, 36864]   |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998217039292556 |          32.0          |                   | 0.9491950141059028 |   0.9491950141059028   |            | 5.0862630208333336e-05 |   2.0501616184742937   |          0.0           |      0.19999756       |     0.0044810297      |      1.0      |   0.0504481    |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [32, 18432]   | [18432, 1] |  [32, 144]   |    Float    | [144, 1]  |   bf16    |  [32, 36864]   |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999939675824147 | 5.900574251427315e-09  |                   |                    |                        |            |  0.13975694444444445   |          0.0           |   0.3604600694444444   |           0           |           0           |   2.554367    |   0.51167715   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [32, 18432]   | [18432, 1] |  [32, 144]   |    Float    | [144, 1]  |   bf16    |  [32, 36864]   |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998251842670415 |          32.0          |                   | 0.9501258002387153 |   0.9501258002387153   |            | 1.1867947048611111e-05 |   2.0129807404923654   |          0.0           |      0.33332655       |      0.004385627      |      1.0      |  0.049484253   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [32, 18432]   | [18432, 1] |  [32, 144]   |    Float    | [144, 1]  |   bf16    |  [32, 36864]   |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999941348536924 | 6.341792868624907e-09  |                   |                    |                        |            |  0.16710069444444445   |          0.0           |   0.3680555555555556   |           0           |           0           |   2.4833984   |   0.5073809    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [32, 18432]   | [18432, 1] |  [32, 144]   |    Float    | [144, 1]  |   bf16    |  [32, 36864]   |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998226383197468 |          32.0          |                   | 0.9502343071831597 |   0.9502343071831597   |            | 5.9339735243055555e-05 |   2.031289078098213    |          0.0           |      0.33332655       |      0.004388361      |      1.0      |   0.04940711   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [32, 18432]   | [18432, 1] |  [32, 144]   |    Float    | [144, 1]  |   bf16    |  [32, 36864]   |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 |  0.99999449545963  | 6.752486569894245e-09  |                   |                    |                        |            |   0.1310763888888889   | 3.1352125748388627e-09 |  0.34968526155849794   | 0.003027328613188133  | 0.003027328613188133  |   2.4434204   |   0.49491915   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [32, 18432]   | [18432, 1] |  [32, 144]   |    Float    | [144, 1]  |   bf16    |  [32, 36864]   |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998214476973033 |          32.0          |                   | 0.9501020643446181 |   0.9501020643446181   |            | 0.00036790635850694444 |   2.050089187950769    |  0.018867924528301886  |      0.99993896       |     0.0044017965      |      1.0      |  0.049565658   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [32, 18432]   | [18432, 1] |  [32, 144]   |    Float    | [144, 1]  |   bf16    |  [32, 36864]   |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999941475146619 | 5.957986104476731e-09  |                   |                    |                        |            |  0.11805555555555555   |          0.0           |   0.3559027777777778   |           0           |           0           |   2.554367    |   0.50253737   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [32, 18432]   | [18432, 1] |  [32, 144]   |    Float    | [144, 1]  |   bf16    |  [32, 36864]   |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.999822944515849  |          32.0          |                   | 0.9501630995008681 |   0.9501630995008681   |            | 5.086263020833333e-06  |   2.0401072868386096   |          0.0           |      0.33332655       |      0.004394746      |      1.0      |  0.049501207   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [32, 18432]   | [18432, 1] |  [32, 144]   |    Float    | [144, 1]  |   bf16    |  [32, 36864]   |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999943422992589 | 5.622212029265938e-09  |                   |                    |                        |            |   0.1427951388888889   |          0.0           |   0.3524305555555556   |           0           |           0           |   2.3682709   |   0.49763033   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [32, 18432]   | [18432, 1] |  [32, 144]   |    Float    | [144, 1]  |   bf16    |  [32, 36864]   |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998212180486574 |          32.0          |                   | 0.9499070909288194 |   0.9499070909288194   |            | 0.00034247504340277775 |   2.0513487117574596   |          0.0           |      0.33332655       |      0.004415489      |      1.0      |  0.049709745   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [32, 18432]   | [18432, 1] |  [32, 144]   |    Float    | [144, 1]  |   bf16    |  [32, 36864]   |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999941966953982 | 6.107256922405213e-09  |                   |                    |                        |            |   0.1467013888888889   |          0.0           |   0.3563368055555556   |           0           |           0           |   2.5255585   |   0.5118739    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [32, 18432]   | [18432, 1] |  [32, 144]   |    Float    | [144, 1]  |   bf16    |  [32, 36864]   |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.999821683011861  |          32.0          |                   | 0.9505818684895834 |   0.9505818684895834   |            | 0.00013563368055555556 |   2.0395257274171747   |          0.0           |      0.19999756       |      0.004346392      |      1.0      |  0.049043443   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [32, 18432]   | [18432, 1] |  [32, 144]   |    Float    | [144, 1]  |   bf16    |  [32, 36864]   |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999942920321252 |  5.27342081113602e-09  |                   |                    |                        |            |       0.1328125        | 1.8299255526734533e-09 |  0.35424354243542433   | 0.0018180288325852798 | 0.0018180288325852798 |   2.4434204   |   0.5024092    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [32, 18432]   | [18432, 1] |  [32, 144]   |    Float    | [144, 1]  |   bf16    |  [32, 36864]   |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998263695537748 |          32.0          |                   | 0.9500139024522569 |   0.9500139024522569   |            | 0.00028313530815972225 |   2.021361410682918    |          0.0           |      0.99993896       |     0.0044044275      |      1.0      |  0.049624972   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [32, 18432]   | [18432, 1] |  [32, 144]   |    Float    | [144, 1]  |   bf16    |  [32, 36864]   |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999942930918839 | 5.531205715669785e-09  |                   |                    |                        |            |   0.1462673611111111   |          0.0           |   0.3480902777777778   |           0           |           0           |   2.5255585   |   0.5029786    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [32, 18432]   | [18432, 1] |  [32, 144]   |    Float    | [144, 1]  |   bf16    |  [32, 36864]   |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998203013261661 |          32.0          |                   | 0.9491644965277778 |   0.9491644965277778   |            | 0.00011189778645833333 |   2.057789299791081    |          0.0           |      0.19999756       |      0.004468701      |      1.0      |   0.05044386   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [32, 18432]   | [18432, 1] |  [32, 144]   |    Float    | [144, 1]  |   bf16    |  [32, 36864]   |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999940893382885 | 6.596906132472213e-09  |                   |                    |                        |            |   0.1362847222222222   |          0.0           |       0.35546875       |           0           |           0           |   2.4434204   |   0.50596166   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |   [32, 2048]   | [2048, 1]  |   [32, 16]   |    Float    |  [16, 1]  |   bf16    |   [32, 4096]   |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998252930962422 |          32.0          |                   |  0.9488525390625   |    0.9488525390625     |            |   0.000762939453125    |   2.0081843395670242   |          0.0           |         0.125         |     0.0045120777      |      1.0      |   0.05078888   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |   [32, 2048]   | [2048, 1]  |   [32, 16]   |    Float    |  [16, 1]  |   bf16    |   [32, 4096]   |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999939498624667 | 5.7719944379641674e-09 |                   |                    |                        |            |        0.171875        |          0.0           |       0.37109375       |           0           |           0           |   2.0600586   |   0.51102537   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |   [32, 2048]   | [2048, 1]  |   [32, 16]   |    Float    |  [16, 1]  |   bf16    |   [32, 4096]   |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998257151713771 |          32.0          |                   | 0.9478912353515625 |   0.9478912353515625   |            |   0.0019073486328125   |   2.0398083586560642   |          0.0           |         0.125         |      0.004612514      |      1.0      |  0.051765442   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |   [32, 2048]   | [2048, 1]  |   [32, 16]   |    Float    |  [16, 1]  |   bf16    |   [32, 4096]   |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999940572160821 | 3.663245706775342e-09  |                   |                    |                        |            |        0.234375        |          0.0           |       0.36328125       |           0           |           0           |   2.5633087   |   0.5290938    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |   [32, 2048]   | [2048, 1]  |   [32, 16]   |    Float    |  [16, 1]  |   bf16    |   [32, 4096]   |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998206208892519 |          32.0          |                   | 0.950103759765625  |   0.950103759765625    |            |   0.001190185546875    |   2.0541539877817945   |          0.0           |         0.125         |      0.004380512      |      1.0      |   0.04950714   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |   [32, 2048]   | [2048, 1]  |   [32, 16]   |    Float    |  [16, 1]  |   bf16    |   [32, 4096]   |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999943520346644 | 4.757879423777922e-09  |                   |                    |                        |            |       0.1171875        |          0.0           |       0.36328125       |           0           |           0           |   2.554367    |   0.50198716   |         0.0          | Max abs error is less than 0.001, consider as pass |
