Test Case: H20SXM_vllm.ops.NATIVE_C-paged_attention_v1
| B | H  |  S  |  D  | BS | MS  | BT | output  | out__tensor  | out_precision | query__tensor | query_precision |  key_cache__tensor   | key_cache_precision | value_cache__tensor | value_cache_precision | num_kv_heads | scale | block_tables__tensor | block_tables_precision | block_tables_high | block_tables_low | seq_lens__tensor | seq_lens_precision | seq_lens_high | seq_lens_low | block_size | max_seq_len | alibi_slopes | kv_cache_dtype | k_scale | v_scale | tp_rank | blocksparse_local_blocks | blocksparse_vert_stride | blocksparse_block_size | blocksparse_head_sliding_step | k_zero | v_zero | out_scales | dtype | status  | b_device | b_dtype |  rtol  | atol  |     cosine_sim     |  max_abs_err   | rel_err_hundredth | rel_err_thousandth | rel_err_ten_thousandth | error_rate | eb  |          rmse          | small_value_err_ratio | max_rel_error | mean_rel_error | max_ulp_error | mean_ulp_error | ulp_error_proportion |                      message                       |
| 1 | 16 | 128 | 64  | 32 | 256 | 8  | ['out'] | [1, 16, 64]  |     fp16      |  [1, 16, 64]  |      fp16       |  [8, 16, 1, 32, 64]  |        fp16         |   [8, 16, 64, 32]   |         fp16          |      16      | 0.125 |        [1, 8]        |         int32          |         8         |        0         |       [1]        |       int32        |      129      |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999795185898 | 0.00022912025  |                   |                    |                        |            | 0.0 | 3.786514710664909e-05  |          0.0          | 0.00046536123 | 0.00017523512  |      0.5      |   0.25015914   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 1 | 16 | 128 | 64  | 32 | 256 | 8  | ['out'] | [1, 16, 64]  |     fp16      |  [1, 16, 64]  |      fp16       |  [8, 16, 1, 32, 64]  |        fp16         |   [8, 16, 64, 32]   |         fp16          |      16      | 0.125 |        [1, 8]        |         int32          |         8         |        0         |       [1]        |       int32        |      129      |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999781615272 |  0.0002360344  |                   |                    |                        |            | 0.0 | 4.378042126458059e-05  |          0.0          | 0.0004792482  | 0.00017443122  |   0.4987793   |   0.24812436   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 1 | 16 | 128 | 64  | 32 | 256 | 8  | ['out'] | [1, 16, 64]  |     fp16      |  [1, 16, 64]  |      fp16       |  [8, 16, 1, 32, 64]  |        fp16         |   [8, 16, 64, 32]   |         fp16          |      16      | 0.125 |        [1, 8]        |         int32          |         8         |        0         |       [1]        |       int32        |      129      |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999782985095 | 0.00023752451  |                   |                    |                        |            | 0.0 | 5.771052342174531e-05  |          0.0          | 0.00046681962 | 0.00017043881  |  0.49926758   |   0.24386251   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 1 | 16 | 128 | 64  | 32 | 256 | 8  | ['out'] | [1, 16, 64]  |     fp16      |  [1, 16, 64]  |      fp16       |  [8, 16, 1, 32, 64]  |        fp16         |   [8, 16, 64, 32]   |         fp16          |      16      | 0.125 |        [1, 8]        |         int32          |         8         |        0         |       [1]        |       int32        |      129      |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999768548749 | 0.00023937225  |                   |                    |                        |            | 0.0 | 4.492143364685332e-05  |          0.0          | 0.00046272954 | 0.00017556878  |  0.49987793   |   0.24962246   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 1 | 16 | 128 | 64  | 32 | 256 | 8  | ['out'] | [1, 16, 64]  |     fp16      |  [1, 16, 64]  |      fp16       |  [8, 16, 1, 32, 64]  |        fp16         |   [8, 16, 64, 32]   |         fp16          |      16      | 0.125 |        [1, 8]        |         int32          |         8         |        0         |       [1]        |       int32        |      129      |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999784247237 | 0.00048708916  |                   |                    |                        |            | 0.0 | 0.0001061227584405841  |           0           | 0.0004844863  | 0.00017670334  |  0.49975586   |   0.25335455   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 1 | 16 | 128 | 64  | 32 | 256 | 8  | ['out'] | [1, 16, 64]  |     fp16      |  [1, 16, 64]  |      fp16       |  [8, 16, 1, 32, 64]  |        fp16         |   [8, 16, 64, 32]   |         fp16          |      16      | 0.125 |        [1, 8]        |         int32          |         8         |        0         |       [1]        |       int32        |      129      |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999802002478 | 0.00023901463  |                   |                    |                        |            | 0.0 | 4.7365325989027084e-05 |          0.0          | 0.00046714392 | 0.00017028178  |   0.4996338   |   0.24440849   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 1 | 16 | 128 | 64  | 32 | 256 | 8  | ['out'] | [1, 16, 64]  |     fp16      |  [1, 16, 64]  |      fp16       |  [8, 16, 1, 32, 64]  |        fp16         |   [8, 16, 64, 32]   |         fp16          |      16      | 0.125 |        [1, 8]        |         int32          |         8         |        0         |       [1]        |       int32        |      129      |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999786307951 | 0.00045883656  |                   |                    |                        |            | 0.0 | 6.698933861858642e-05  |          0.0          | 0.00044896957 | 0.00017434423  |  0.49951172   |   0.24875152   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 4 | 16 | 128 | 64  | 32 | 256 | 8  | ['out'] | [4, 16, 64]  |     fp16      |  [4, 16, 64]  |      fp16       |  [8, 16, 1, 32, 64]  |        fp16         |   [8, 16, 64, 32]   |         fp16          |      16      | 0.125 |        [4, 8]        |         int32          |         8         |        0         |       [4]        |       int32        |      129      |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999779538342 | 0.00044047832  |                   |                    |                        |            | 0.0 | 3.687862006572574e-05  |          0.0          | 0.00048272862 | 0.00017654603  |      0.5      |    0.250426    |         0.0          | Max abs error is less than 0.001, consider as pass |
| 4 | 16 | 128 | 64  | 32 | 256 | 8  | ['out'] | [4, 16, 64]  |     fp16      |  [4, 16, 64]  |      fp16       |  [8, 16, 1, 32, 64]  |        fp16         |   [8, 16, 64, 32]   |         fp16          |      16      | 0.125 |        [4, 8]        |         int32          |         8         |        0         |       [4]        |       int32        |      129      |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999784674954 |  0.000477314   |                   |                    |                        |            | 0.0 | 5.355204243616509e-05  |          0.0          | 0.0004720079  | 0.00017391412  |      0.5      |   0.24742687   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 4 | 16 | 128 | 64  | 32 | 256 | 8  | ['out'] | [4, 16, 64]  |     fp16      |  [4, 16, 64]  |      fp16       |  [8, 16, 1, 32, 64]  |        fp16         |   [8, 16, 64, 32]   |         fp16          |      16      | 0.125 |        [4, 8]        |         int32          |         8         |        0         |       [4]        |       int32        |      129      |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999793622948 | 0.00024199486  |                   |                    |                        |            | 0.0 | 4.0324994117901716e-05 |          0.0          | 0.0004771685  | 0.00017707203  |  0.49975586   |   0.24975404   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 4 | 16 | 128 | 64  | 32 | 256 | 8  | ['out'] | [4, 16, 64]  |     fp16      |  [4, 16, 64]  |      fp16       |  [8, 16, 1, 32, 64]  |        fp16         |   [8, 16, 64, 32]   |         fp16          |      16      | 0.125 |        [4, 8]        |         int32          |         8         |        0         |       [4]        |       int32        |      129      |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999780275682 |  0.000243783   |                   |                    |                        |            | 0.0 | 4.476836192129002e-05  |          0.0          | 0.0004746861  | 0.00017957028  |      0.5      |   0.25474796   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 4 | 16 | 128 | 64  | 32 | 256 | 8  | ['out'] | [4, 16, 64]  |     fp16      |  [4, 16, 64]  |      fp16       |  [8, 16, 1, 32, 64]  |        fp16         |   [8, 16, 64, 32]   |         fp16          |      16      | 0.125 |        [4, 8]        |         int32          |         8         |        0         |       [4]        |       int32        |      129      |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.999999978230034  | 0.00044226646  |                   |                    |                        |            | 0.0 | 4.228681192948889e-05  |          0.0          | 0.00048188592 | 0.00017646552  |      0.5      |   0.2519373    |         0.0          | Max abs error is less than 0.001, consider as pass |
| 4 | 16 | 128 | 64  | 32 | 256 | 8  | ['out'] | [4, 16, 64]  |     fp16      |  [4, 16, 64]  |      fp16       |  [8, 16, 1, 32, 64]  |        fp16         |   [8, 16, 64, 32]   |         fp16          |      16      | 0.125 |        [4, 8]        |         int32          |         8         |        0         |       [4]        |       int32        |      129      |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999790000871 | 0.00048041344  |                   |                    |                        |            | 0.0 | 6.552518529112479e-05  |          0.0          | 0.00047850618 | 0.00017497833  |      0.5      |   0.24911577   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 4 | 16 | 128 | 64  | 32 | 256 | 8  | ['out'] | [4, 16, 64]  |     fp16      |  [4, 16, 64]  |      fp16       |  [8, 16, 1, 32, 64]  |        fp16         |   [8, 16, 64, 32]   |         fp16          |      16      | 0.125 |        [4, 8]        |         int32          |         8         |        0         |       [4]        |       int32        |      129      |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999792019697 | 0.00036489964  |                   |                    |                        |            | 0.0 | 4.2481771137196973e-05 |          0.0          | 0.0004748073  | 0.00017219248  |  0.49987793   |   0.24531743   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 4 | 16 | 128 | 64  | 32 | 256 | 8  | ['out'] | [4, 16, 64]  |     fp16      |  [4, 16, 64]  |      fp16       |  [8, 16, 1, 32, 64]  |        fp16         |   [8, 16, 64, 32]   |         fp16          |      16      | 0.125 |        [4, 8]        |         int32          |         8         |        0         |       [4]        |       int32        |      129      |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.999999979412438  | 0.00023853779  |                   |                    |                        |            | 0.0 | 4.660420775271879e-05  |          0.0          | 0.00048106737 | 0.00017701699  |  0.49987793   |   0.25075513   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 4 | 16 | 128 | 64  | 32 | 256 | 8  | ['out'] | [4, 16, 64]  |     fp16      |  [4, 16, 64]  |      fp16       |  [8, 16, 1, 32, 64]  |        fp16         |   [8, 16, 64, 32]   |         fp16          |      16      | 0.125 |        [4, 8]        |         int32          |         8         |        0         |       [4]        |       int32        |      129      |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999777242448 | 0.00045835972  |                   |                    |                        |            | 0.0 | 4.615083762692237e-05  |          0.0          | 0.0004808752  | 0.00017828953  |      0.5      |   0.25270015   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 4 | 16 | 128 | 64  | 32 | 256 | 8  | ['out'] | [4, 16, 64]  |     fp16      |  [4, 16, 64]  |      fp16       |  [8, 16, 1, 32, 64]  |        fp16         |   [8, 16, 64, 32]   |         fp16          |      16      | 0.125 |        [4, 8]        |         int32          |         8         |        0         |       [4]        |       int32        |      129      |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999779560004 | 0.00044226646  |                   |                    |                        |            | 0.0 | 4.9813181246084295e-05 |          0.0          | 0.0004849463  | 0.00017576342  |      0.5      |   0.2508524    |         0.0          | Max abs error is less than 0.001, consider as pass |
| 1 | 4  | 64  | 128 | 32 | 256 | 8  | ['out'] | [1, 4, 128]  |     fp16      |  [1, 4, 128]  |      fp16       |  [8, 4, 1, 32, 128]  |        fp16         |   [8, 4, 128, 32]   |         fp16          |      4       | 0.125 |        [1, 8]        |         int32          |         8         |        0         |       [1]        |       int32        |      65       |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999787206622 | 0.00048351288  |                   |                    |                        |            | 0.0 | 0.00012279329173497074 |          0.0          | 0.0004688051  | 0.00017687895  |  0.49987793   |   0.25094104   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 1 | 4  | 64  | 128 | 32 | 256 | 8  | ['out'] | [1, 4, 128]  |     fp16      |  [1, 4, 128]  |      fp16       |  [8, 4, 1, 32, 128]  |        fp16         |   [8, 4, 128, 32]   |         fp16          |      4       | 0.125 |        [1, 8]        |         int32          |         8         |        0         |       [1]        |       int32        |      65       |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.999999978297715  |  0.0004377365  |                   |                    |                        |            | 0.0 | 7.959939859752671e-05  |          0.0          | 0.0004506031  |   0.00018263   |  0.49975586   |   0.25640607   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 1 | 4  | 64  | 128 | 32 | 256 | 8  | ['out'] | [1, 4, 128]  |     fp16      |  [1, 4, 128]  |      fp16       |  [8, 4, 1, 32, 128]  |        fp16         |   [8, 4, 128, 32]   |         fp16          |      4       | 0.125 |        [1, 8]        |         int32          |         8         |        0         |       [1]        |       int32        |      65       |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999776241675 |  0.0004762411  |                   |                    |                        |            | 0.0 | 8.352025366506211e-05  |          0.0          | 0.00047215115 | 0.00017610785  |  0.49804688   |   0.24734306   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 1 | 4  | 64  | 128 | 32 | 256 | 8  | ['out'] | [1, 4, 128]  |     fp16      |  [1, 4, 128]  |      fp16       |  [8, 4, 1, 32, 128]  |        fp16         |   [8, 4, 128, 32]   |         fp16          |      4       | 0.125 |        [1, 8]        |         int32          |         8         |        0         |       [1]        |       int32        |      65       |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999747006403 |  0.0002438426  |                   |                    |                        |            | 0.0 | 5.451409399151297e-05  |          0.0          |  0.000465441  | 0.00017778929  |  0.49938965   |   0.2511902    |         0.0          | Max abs error is less than 0.001, consider as pass |
| 1 | 4  | 64  | 128 | 32 | 256 | 8  | ['out'] | [1, 4, 128]  |     fp16      |  [1, 4, 128]  |      fp16       |  [8, 4, 1, 32, 128]  |        fp16         |   [8, 4, 128, 32]   |         fp16          |      4       | 0.125 |        [1, 8]        |         int32          |         8         |        0         |       [1]        |       int32        |      65       |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999798024599 |  0.000238657   |                   |                    |                        |            | 0.0 | 5.858575599618327e-05  |           0           | 0.00044670366 | 0.00017159752  |   0.4975586   |   0.24079323   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 1 | 4  | 64  | 128 | 32 | 256 | 8  | ['out'] | [1, 4, 128]  |     fp16      |  [1, 4, 128]  |      fp16       |  [8, 4, 1, 32, 128]  |        fp16         |   [8, 4, 128, 32]   |         fp16          |      4       | 0.125 |        [1, 8]        |         int32          |         8         |        0         |       [1]        |       int32        |      65       |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999747619454 | 0.00044763088  |                   |                    |                        |            | 0.0 | 6.159788584016975e-05  |          0.0          | 0.00045351827 | 0.00017647012  |  0.49975586   |   0.24991989   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 1 | 4  | 64  | 128 | 32 | 256 | 8  | ['out'] | [1, 4, 128]  |     fp16      |  [1, 4, 128]  |      fp16       |  [8, 4, 1, 32, 128]  |        fp16         |   [8, 4, 128, 32]   |         fp16          |      4       | 0.125 |        [1, 8]        |         int32          |         8         |        0         |       [1]        |       int32        |      65       |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999773749172 |  0.0004787445  |                   |                    |                        |            | 0.0 | 9.349129648235686e-05  |          0.0          | 0.00045284515 | 0.00017396508  |  0.49975586   |   0.24269128   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 1 | 4  | 64  | 128 | 32 | 256 | 8  | ['out'] | [1, 4, 128]  |     fp16      |  [1, 4, 128]  |      fp16       |  [8, 4, 1, 32, 128]  |        fp16         |   [8, 4, 128, 32]   |         fp16          |      4       | 0.125 |        [1, 8]        |         int32          |         8         |        0         |       [1]        |       int32        |      65       |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999776311098 |  0.0004386902  |                   |                    |                        |            | 0.0 | 6.562779238695262e-05  |           0           | 0.00045511758 |  0.0001839498  |  0.49829102   |   0.26028585   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 1 | 4  | 64  | 128 | 32 | 256 | 8  | ['out'] | [1, 4, 128]  |     fp16      |  [1, 4, 128]  |      fp16       |  [8, 4, 1, 32, 128]  |        fp16         |   [8, 4, 128, 32]   |         fp16          |      4       | 0.125 |        [1, 8]        |         int32          |         8         |        0         |       [1]        |       int32        |      65       |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999770530168 | 0.00022268295  |                   |                    |                        |            | 0.0 | 5.6860265415443504e-05 |          0.0          | 0.00046679232 | 0.00018128584  |   0.4970703   |   0.2539668    |         0.0          | Max abs error is less than 0.001, consider as pass |
| 1 | 4  | 64  | 128 | 32 | 256 | 8  | ['out'] | [1, 4, 128]  |     fp16      |  [1, 4, 128]  |      fp16       |  [8, 4, 1, 32, 128]  |        fp16         |   [8, 4, 128, 32]   |         fp16          |      4       | 0.125 |        [1, 8]        |         int32          |         8         |        0         |       [1]        |       int32        |      65       |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999798736753 | 0.00024092197  |                   |                    |                        |            | 0.0 | 4.9728993691678125e-05 |           0           | 0.00048059798 | 0.00016757064  |  0.49816895   |   0.23857427   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 4 | 4  | 64  | 128 | 32 | 256 | 8  | ['out'] | [4, 4, 128]  |     fp16      |  [4, 4, 128]  |      fp16       |  [8, 4, 1, 32, 128]  |        fp16         |   [8, 4, 128, 32]   |         fp16          |      4       | 0.125 |        [4, 8]        |         int32          |         8         |        0         |       [4]        |       int32        |      65       |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.999999981262084  | 0.00038790703  |                   |                    |                        |            | 0.0 | 6.814535249970176e-05  |          0.0          | 0.00048578874 |  0.0001761012  |  0.49987793   |   0.2516955    |         0.0          | Max abs error is less than 0.001, consider as pass |
| 4 | 4  | 64  | 128 | 32 | 256 | 8  | ['out'] | [4, 4, 128]  |     fp16      |  [4, 4, 128]  |      fp16       |  [8, 4, 1, 32, 128]  |        fp16         |   [8, 4, 128, 32]   |         fp16          |      4       | 0.125 |        [4, 8]        |         int32          |         8         |        0         |       [4]        |       int32        |      65       |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999923797274 |  0.0004811287  |                   |                    |                        |            | 0.0 | 7.178222511623891e-05  |          0.0          | 0.00047603244 | 0.00013544562  |      0.5      |   0.18969941   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 4 | 4  | 64  | 128 | 32 | 256 | 8  | ['out'] | [4, 4, 128]  |     fp16      |  [4, 4, 128]  |      fp16       |  [8, 4, 1, 32, 128]  |        fp16         |   [8, 4, 128, 32]   |         fp16          |      4       | 0.125 |        [4, 8]        |         int32          |         8         |        0         |       [4]        |       int32        |      65       |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999775867998 | 0.00046682358  |                   |                    |                        |            | 0.0 | 6.523191700610432e-05  |          0.0          | 0.0004673199  | 0.00017759835  |  0.49987793   |   0.25338328   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 4 | 4  | 64  | 128 | 32 | 256 | 8  | ['out'] | [4, 4, 128]  |     fp16      |  [4, 4, 128]  |      fp16       |  [8, 4, 1, 32, 128]  |        fp16         |   [8, 4, 128, 32]   |         fp16          |      4       | 0.125 |        [4, 8]        |         int32          |         8         |        0         |       [4]        |       int32        |      65       |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999781328307 | 0.00048661232  |                   |                    |                        |            | 0.0 | 8.195311045224494e-05  |          0.0          | 0.00048555402 | 0.00017863842  |      0.5      |   0.25498044   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 4 | 4  | 64  | 128 | 32 | 256 | 8  | ['out'] | [4, 4, 128]  |     fp16      |  [4, 4, 128]  |      fp16       |  [8, 4, 1, 32, 128]  |        fp16         |   [8, 4, 128, 32]   |         fp16          |      4       | 0.125 |        [4, 8]        |         int32          |         8         |        0         |       [4]        |       int32        |      65       |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999793990969 | 0.00047659874  |                   |                    |                        |            | 0.0 | 7.549020264737331e-05  |          0.0          | 0.0004859039  | 0.00017507191  |   0.4996338   |   0.24986637   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 4 | 4  | 64  | 128 | 32 | 256 | 8  | ['out'] | [4, 4, 128]  |     fp16      |  [4, 4, 128]  |      fp16       |  [8, 4, 1, 32, 128]  |        fp16         |   [8, 4, 128, 32]   |         fp16          |      4       | 0.125 |        [4, 8]        |         int32          |         8         |        0         |       [4]        |       int32        |      65       |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.999999978585833  |  0.0004785061  |                   |                    |                        |            | 0.0 |  7.07584207189544e-05  |          0.0          | 0.00046754515 | 0.00017368008  |  0.49975586   |   0.24882406   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 4 | 4  | 64  | 128 | 32 | 256 | 8  | ['out'] | [4, 4, 128]  |     fp16      |  [4, 4, 128]  |      fp16       |  [8, 4, 1, 32, 128]  |        fp16         |   [8, 4, 128, 32]   |         fp16          |      4       | 0.125 |        [4, 8]        |         int32          |         8         |        0         |       [4]        |       int32        |      65       |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999794344872 |  0.0004633665  |                   |                    |                        |            | 0.0 | 6.801003158496371e-05  |          0.0          | 0.00048341614 | 0.00017480153  |  0.49975586   |   0.24949855   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 4 | 4  | 64  | 128 | 32 | 256 | 8  | ['out'] | [4, 4, 128]  |     fp16      |  [4, 4, 128]  |      fp16       |  [8, 4, 1, 32, 128]  |        fp16         |   [8, 4, 128, 32]   |         fp16          |      4       | 0.125 |        [4, 8]        |         int32          |         8         |        0         |       [4]        |       int32        |      65       |      1       |     32     |     256     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999777300047 | 0.00048792362  |                   |                    |                        |            | 0.0 | 9.543692707101051e-05  |          0.0          | 0.0004797387  | 0.00017829452  |  0.49975586   |   0.25397247   |         0.0          | Max abs error is less than 0.001, consider as pass |
