Test Case: H20SXM_vllm.ops.NATIVE_C-rms_norm_per_token_group_quant_fp8
| output |    _tensor    |  strides  |  _tensor_1  | precision_1 | strides_1 | ulp_dtype |   _tensor_2   | precision_2 | strides_2 | distributions | _tensor_3 | precision_3 | strides_3 | distributions_1 |  dtype   | status | b_device | b_dtype | rtol  | atol  |     cosine_sim     |      max_abs_err       | rel_err_hundredth | rel_err_thousandth | rel_err_ten_thousandth | error_rate |           eb           |          rmse          | small_value_err_ratio  |     max_rel_error     |    mean_rel_error     | max_ulp_error | mean_ulp_error | ulp_error_proportion |                      message                       |
| [0, 1] | [1438, 7168]  | [7168, 1] | [1438, 56]  |    Float    |  [56, 1]  |   bf16    | [1438, 7168]  |  bfloat16   | [7168, 1] | _input_normal |  [7168]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 |  0.99999715556624  | 1.045467797666788e-06  |                   |                    |                        |            |  0.00512865090403338   | 1.9457951866669623e-07 |           0            | 0.006755937529619996  | 0.0019473980596853475 |  0.99993896   |   0.3424067    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [1438, 7168]  | [7168, 1] | [1438, 56]  |    Float    |  [56, 1]  |   bf16    | [1438, 7168]  |  bfloat16   | [7168, 1] | _input_normal |  [7168]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998688092229893 |          32.0          |                   | 0.9625529124962746 |   0.9625529124962746   |            | 0.00010759068274389032 |   1.7461804305062094   |          0.0           |      0.99993896       |     0.0033013981      |      1.0      |  0.037142556   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [1438, 7168]  | [7168, 1] | [1438, 56]  |    Float    |  [56, 1]  |   bf16    | [1438, 7168]  |  bfloat16   | [7168, 1] | _input_normal |  [7168]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.999997186532467  | 9.939249139279127e-07  |                   |                    |                        |            |  0.004383568448241605  | 1.9452954241566314e-07 |           0            | 0.0067530200949045644 | 0.0019379493807517693 |   0.9999237   |   0.34151965   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [1438, 7168]  | [7168, 1] | [1438, 56]  |    Float    |  [56, 1]  |   bf16    | [1438, 7168]  |  bfloat16   | [7168, 1] | _input_normal |  [7168]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.999867571583631  |          32.0          |                   | 0.962432030629098  |   0.962432030629098    |            |  6.50976989370157e-05  |   1.7544054970978398   |          0.0           |      0.99993896       |     0.0033131074      |      1.0      |  0.037263583   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [1438, 7168]  | [7168, 1] | [1438, 56]  |    Float    |  [56, 1]  |   bf16    | [1438, 7168]  |  bfloat16   | [7168, 1] | _input_normal |  [7168]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999971981383236 | 9.528157534077764e-07  |                   |                    |                        |            |  0.011275581164315518  | 1.9438149737492328e-07 |           0            |  0.00675634157071784  |  0.00193562700694253  |  0.99993896   |    0.341502    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [1438, 7168]  | [7168, 1] | [1438, 56]  |    Float    |  [56, 1]  |   bf16    | [1438, 7168]  |  bfloat16   | [7168, 1] | _input_normal |  [7168]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998679727014163 |          32.0          |                   | 0.9623344325886648 |   0.9623344325886648   |            | 0.00011574002210411285 |   1.7435629869451086   |          0.0           |      0.99993896       |      0.003323133      |      1.0      |   0.03735992   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [1438, 7168]  | [7168, 1] | [1438, 56]  |    Float    |  [56, 1]  |   bf16    | [1438, 7168]  |  bfloat16   | [7168, 1] | _input_normal |  [7168]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999971903109122 | 1.2273958418518305e-06 |                   |                    |                        |            |  0.00560053645936817   | 1.921324499593007e-07  |           0            | 0.006756551950083315  | 0.0019364763777180115 |  0.99998474   |   0.34172472   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [1438, 7168]  | [7168, 1] | [1438, 56]  |    Float    |  [56, 1]  |   bf16    | [1438, 7168]  |  bfloat16   | [7168, 1] | _input_normal |  [7168]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998669710854918 |          32.0          |                   | 0.9624747176447943 |   0.9624747176447943   |            | 5.1418450725213594e-06 |   1.7642483514647893   |          0.0           |      0.99993896       |     0.0033082948      |      1.0      |  0.037223417   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [1438, 7168]  | [7168, 1] | [1438, 56]  |    Float    |  [56, 1]  |   bf16    | [1438, 7168]  |  bfloat16   | [7168, 1] | _input_normal |  [7168]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999971863915637 | 1.2615637388080359e-06 |                   |                    |                        |            |  0.004358732366381879  | 1.9187386692835145e-07 |           0            | 0.006755937529619996  | 0.0019354956898274072 |  0.99990845   |   0.34142858   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [1438, 7168]  | [7168, 1] | [1438, 56]  |    Float    |  [56, 1]  |   bf16    | [1438, 7168]  |  bfloat16   | [7168, 1] | _input_normal |  [7168]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998672453006783 |          32.0          |                   | 0.9623542238413968 |   0.9623542238413968   |            | 3.0365990711305384e-05 |   1.7542145477493003   | 0.0012804097311139564  |      0.99993896       |     0.0033208763      |      1.0      |   0.03734231   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [1438, 7168]  | [7168, 1] | [1438, 56]  |    Float    |  [56, 1]  |   bf16    | [1438, 7168]  |  bfloat16   | [7168, 1] | _input_normal |  [7168]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999971711591683 | 1.0893563739955425e-06 |                   |                    |                        |            |  0.005637790582157759  | 1.968063326989074e-07  |           0            | 0.0067564453671901505 | 0.001945548765948358  |   0.9999542   |   0.3426721    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [1438, 7168]  | [7168, 1] | [1438, 56]  |    Float    |  [56, 1]  |   bf16    | [1438, 7168]  |  bfloat16   | [7168, 1] | _input_normal |  [7168]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998684552623683 |          32.0          |                   | 0.9625439870293563 |   0.9625439870293563   |            | 4.4142254867872045e-05 |   1.752686426367038    |          0.0           |      0.99993896       |     0.0033037402      |      1.0      |  0.037158415   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [1438, 7168]  | [7168, 1] | [1438, 56]  |    Float    |  [56, 1]  |   bf16    | [1438, 7168]  |  bfloat16   | [7168, 1] | _input_normal |  [7168]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999971703022034 | 9.530485840514302e-07  |                   |                    |                        |            |  0.010754023445261275  | 1.9279134144685894e-07 |           0            | 0.006753746665865984  | 0.0019367050561484632 |   0.9999542   |   0.34081033   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [1438, 1536]  | [1536, 1] | [1438, 12]  |    Float    |  [12, 1]  |   bf16    | [1438, 1536]  |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998671317665265 |          32.0          |                   | 0.9623536740843764 |   0.9623536740843764   |            | 4.255766110338433e-05  |   1.752608009440618    |          0.0           |      0.99993896       |      0.003316418      |      1.0      |  0.037334386   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [1438, 1536]  | [1536, 1] | [1438, 12]  |    Float    |  [12, 1]  |   bf16    | [1438, 1536]  |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999971890551494 | 9.385985322296619e-07  |                   |                    |                        |            |  0.009503940658321743  | 1.970308308309952e-07  |           0            | 0.006730540818729318  | 0.0019399811551908926 |  0.99983215   |   0.3417162    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [1438, 1536]  | [1536, 1] | [1438, 12]  |    Float    |  [12, 1]  |   bf16    | [1438, 1536]  |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998682489272691 |          32.0          |                   | 0.9623944207811775 |   0.9623944207811775   |            | 0.0003142023064441354  |   1.7444852993293873   |          0.0           |      0.99993896       |     0.0033197133      |      1.0      |  0.037297487   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [1438, 1536]  | [1536, 1] | [1438, 12]  |    Float    |  [12, 1]  |   bf16    | [1438, 1536]  |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999971980693465 | 9.210198186337948e-07  |                   |                    |                        |            |  0.012517385257301807  | 1.9583131134650058e-07 |           0            | 0.006753642869950145  | 0.0019393668593439565 |  0.99967957   |   0.33999947   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [1438, 1536]  | [1536, 1] | [1438, 12]  |    Float    |  [12, 1]  |   bf16    | [1438, 1536]  |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998676756710301 |          32.0          |                   | 0.9626832695873899 |   0.9626832695873899   |            | 0.00011499623319425127 |   1.7556896636840467   |          0.0           |      0.99993896       |      0.003292112      |      1.0      |  0.037031505   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [1438, 1536]  | [1536, 1] | [1438, 12]  |    Float    |  [12, 1]  |   bf16    | [1438, 1536]  |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999972352071211 | 9.520008461549878e-07  |                   |                    |                        |            |  0.009040333796940195  | 1.9166051961101504e-07 |           0            |  0.00674482029534037  | 0.0019281108410874495 |   0.9996643   |   0.33981884   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [1438, 1536]  | [1536, 1] | [1438, 12]  |    Float    |  [12, 1]  |   bf16    | [1438, 1536]  |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998677266708536 |          32.0          |                   | 0.9625166608715809 |   0.9625166608715809   |            | 0.0004554575220213259  |   1.7409250178146207   |          0.0           |      0.99993896       |      0.003307761      |      1.0      |  0.037184305   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [1438, 1536]  | [1536, 1] | [1438, 12]  |    Float    |  [12, 1]  |   bf16    | [1438, 1536]  |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999972007345509 | 9.461946319788694e-07  |                   |                    |                        |            |  0.008924432081594807  | 1.988494902499783e-07  |           0            | 0.006755303607171893  | 0.001940208459975468  |   0.9999237   |   0.3415948    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [1438, 1536]  | [1536, 1] | [1438, 12]  |    Float    |  [12, 1]  |   bf16    | [1438, 1536]  |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998673422668688 |          32.0          |                   | 0.9623799330667594 |   0.9623799330667594   |            | 2.9880910987482615e-05 |   1.7847790601968294   |          0.0           |      0.99993896       |     0.0033201426      |      1.0      |  0.037312657   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [1438, 1536]  | [1536, 1] | [1438, 12]  |    Float    |  [12, 1]  |   bf16    | [1438, 1536]  |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999971223778873 | 9.477516869083047e-07  |                   |                    |                        |            |  0.01141631896152063   | 1.8741109610130436e-07 |           0            | 0.006723231588414348  | 0.0019560085741626245 |  0.99972534   |   0.34333217   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [1438, 1536]  | [1536, 1] | [1438, 12]  |    Float    |  [12, 1]  |   bf16    | [1438, 1536]  |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998663099387369 |          32.0          |                   | 0.9624084557545202 |   0.9624084557545202   |            | 6.021456305053315e-05  |   1.7861400050948666   |          0.0           |      0.99993896       |     0.0033129319      |      1.0      |   0.03728753   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [1438, 1536]  | [1536, 1] | [1438, 12]  |    Float    |  [12, 1]  |   bf16    | [1438, 1536]  |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.999997151462804  | 9.387294994667172e-07  |                   |                    |                        |            | 0.0005795085767269356  | 1.9109989537019427e-07 |           0            | 0.006736413044577695  | 0.0019351673130034827 |   0.9998627   |   0.34198028   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [1438, 1536]  | [1536, 1] | [1438, 12]  |    Float    |  [12, 1]  |   bf16    | [1438, 1536]  |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 |  0.99986590822292  |          32.0          |                   | 0.9622717279496986 |   0.9622717279496986   |            | 0.0002458384040333797  |   1.765392337831545    |          0.0           |      0.99993896       |      0.003330924      |      1.0      |  0.037441686   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [1438, 1536]  | [1536, 1] | [1438, 12]  |    Float    |  [12, 1]  |   bf16    | [1438, 1536]  |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999971135927141 | 9.464129107072949e-07  |                   |                    |                        |            |  0.003650904033379694  | 1.975733941610044e-07  |           0            | 0.006755937529619996  | 0.0019656089461707227 |  0.99990845   |   0.34578797   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [1438, 1536]  | [1536, 1] | [1438, 12]  |    Float    |  [12, 1]  |   bf16    | [1438, 1536]  |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998674449120628 |          32.0          |                   | 0.9623912515936486 |   0.9623912515936486   |            | 0.0002141465287436254  |   1.7913955220151385   |          0.0           |      0.99993896       |      0.003312261      |      1.0      |  0.037302017   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [1438, 1536]  | [1536, 1] | [1438, 12]  |    Float    |  [12, 1]  |   bf16    | [1438, 1536]  |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999971739421708 | 9.321811376139522e-07  |                   |                    |                        |            |  0.010952712100139083  | 1.9055117480928317e-07 |           0            | 0.0067509441836506295 | 0.0019433805690870706 |   0.9993744   |   0.3420455    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [1438, 1536]  | [1536, 1] | [1438, 12]  |    Float    |  [12, 1]  |   bf16    | [1438, 1536]  |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998682078603608 |          32.0          |                   | 0.9625334122913769 |   0.9625334122913769   |            | 0.0001969423678720445  |   1.741679119892716    |          0.0           |      0.99993896       |     0.0033043628      |      1.0      |  0.037151933   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [1438, 1536]  | [1536, 1] | [1438, 12]  |    Float    |  [12, 1]  |   bf16    | [1438, 1536]  |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999972072480726 | 9.496143320575356e-07  |                   |                    |                        |            |  0.011010662957811775  | 1.9346321629254568e-07 |           0            | 0.006751878342655475  | 0.001926211661872693  |   0.9999695   |   0.33982462   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [1438, 1536]  | [1536, 1] | [1438, 12]  |    Float    |  [12, 1]  |   bf16    | [1438, 1536]  |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998677517124206 |          32.0          |                   | 0.9621431494842374 |   0.9621431494842374   |            | 7.017486671302735e-05  |   1.7605693011770331   |          0.0           |      0.99993896       |     0.0033369407      |      1.0      |  0.037537668   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [1438, 1536]  | [1536, 1] | [1438, 12]  |    Float    |  [12, 1]  |   bf16    | [1438, 1536]  |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.999997123616167  | 9.510404197499156e-07  |                   |                    |                        |            | 0.0003477051460361613  | 1.9435154873163127e-07 |           0            | 0.006737969932281849  | 0.001952980006956339  |   0.9999542   |   0.34271553   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [32, 7168]   | [7168, 1] |  [32, 56]   |    Float    |  [56, 1]  |   bf16    |  [32, 7168]   |  bfloat16   | [7168, 1] | _input_normal |  [7168]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998660371198261 |          32.0          |                   | 0.9626726422991071 |   0.9626726422991071   |            | 0.00020054408482142856 |   1.7693526633788919   |          0.0           |      0.19999756       |      0.00327653       |      1.0      |   0.03695025   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [32, 7168]   | [7168, 1] |  [32, 56]   |    Float    |  [56, 1]  |   bf16    |  [32, 7168]   |  bfloat16   | [7168, 1] | _input_normal |  [7168]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999971582673688 | 9.354844223707914e-07  |                   |                    |                        |            |  0.05133928571428571   | 1.951527531315997e-07  |           0            |  0.00671026348004884  | 0.0019448023793596587 |   0.9942169   |    0.342123    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [32, 7168]   | [7168, 1] |  [32, 56]   |    Float    |  [56, 1]  |   bf16    |  [32, 7168]   |  bfloat16   | [7168, 1] | _input_normal |  [7168]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998674627538423 |          32.0          |                   | 0.9624285016741071 |   0.9624285016741071   |            | 0.00015694754464285715 |   1.7619229722932814   |          0.0           |      0.19999756       |     0.0033205308      |      1.0      |  0.037233625   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [32, 7168]   | [7168, 1] |  [32, 56]   |    Float    |  [56, 1]  |   bf16    |  [32, 7168]   |  bfloat16   | [7168, 1] | _input_normal |  [7168]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999971364194067 |  7.9881283454597e-07   |                   |                    |                        |            | 0.0033482142857142855  | 1.9341486602191158e-07 |           0            | 0.006634164871540458  | 0.0019308485394457498 |  0.99494934   |   0.34167284   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [32, 7168]   | [7168, 1] |  [32, 56]   |    Float    |  [56, 1]  |   bf16    |  [32, 7168]   |  bfloat16   | [7168, 1] | _input_normal |  [7168]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.999864588405282  |          32.0          |                   | 0.9616263253348214 |   0.9616263253348214   |            |    0.00030517578125    |   1.7778787950617905   |          0.0           |      0.33332655       |     0.0033777126      |      1.0      |   0.03805324   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [32, 7168]   | [7168, 1] |  [32, 56]   |    Float    |  [56, 1]  |   bf16    |  [32, 7168]   |  bfloat16   | [7168, 1] | _input_normal |  [7168]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999971588152803 | 8.713395800441504e-07  |                   |                    |                        |            |  0.03794642857142857   | 1.9650006701403327e-07 |           0            | 0.0064372686076561774 | 0.0019546162156006486 |   0.9944916   |   0.34644073   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [32, 7168]   | [7168, 1] |  [32, 56]   |    Float    |  [56, 1]  |   bf16    |  [32, 7168]   |  bfloat16   | [7168, 1] | _input_normal |  [7168]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998683980305835 |          32.0          |                   | 0.9633004324776786 |   0.9633004324776786   |            | 0.00034877232142857144 |   1.7641392934515052   |          0.0           |      0.99993896       |     0.0032472464      |      1.0      |  0.036385674   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [32, 7168]   | [7168, 1] |  [32, 56]   |    Float    |  [56, 1]  |   bf16    |  [32, 7168]   |  bfloat16   | [7168, 1] | _input_normal |  [7168]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999971861761767 | 8.008792065083981e-07  |                   |                    |                        |            |  0.013392857142857142  | 1.9192924921910575e-07 |           0            | 0.0064789700685376145 | 0.0019359916744454268 |   0.9989166   |   0.3405458    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [32, 7168]   | [7168, 1] |  [32, 56]   |    Float    |  [56, 1]  |   bf16    |  [32, 7168]   |  bfloat16   | [7168, 1] | _input_normal |  [7168]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998626881485607 |          32.0          |                   | 0.9626900809151786 |   0.9626900809151786   |            | 0.00027901785714285713 |   1.768351438817431    |          0.0           |      0.19999756       |     0.0032918977      |      1.0      |  0.037067957   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [32, 7168]   | [7168, 1] |  [32, 56]   |    Float    |  [56, 1]  |   bf16    |  [32, 7168]   |  bfloat16   | [7168, 1] | _input_normal |  [7168]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999972024855794 | 8.854840416461229e-07  |                   |                    |                        |            |  0.041294642857142856  | 1.9992942387098192e-07 |           0            | 0.006643178505228359  | 0.0019326572846918627 |  0.99443054   |   0.3406611    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [32, 7168]   | [7168, 1] |  [32, 56]   |    Float    |  [56, 1]  |   bf16    |  [32, 7168]   |  bfloat16   | [7168, 1] | _input_normal |  [7168]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 |  0.99986813710704  |          32.0          |                   | 0.9629560198102679 |   0.9629560198102679   |            | 0.0007367815290178571  |   1.7641290273456152   |          0.0           |      0.19999756       |     0.0032717045      |      1.0      |   0.03680638   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [32, 7168]   | [7168, 1] |  [32, 56]   |    Float    |  [56, 1]  |   bf16    |  [32, 7168]   |  bfloat16   | [7168, 1] | _input_normal |  [7168]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999972937461309 | 8.783099474385381e-07  |                   |                    |                        |            |  0.022321428571428572  | 1.905696534895776e-07  |           0            | 0.006380922218223399  | 0.001910848641926955  |  0.99894714   |    0.337397    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [32, 7168]   | [7168, 1] |  [32, 56]   |    Float    |  [56, 1]  |   bf16    |  [32, 7168]   |  bfloat16   | [7168, 1] | _input_normal |  [7168]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998653452119762 |          32.0          |                   | 0.9629298618861607 |   0.9629298618861607   |            | 4.795619419642857e-05  |   1.7659374438124085   |          0.0           |      0.19999756       |      0.003275532      |      1.0      |   0.03679112   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [32, 7168]   | [7168, 1] |  [32, 56]   |    Float    |  [56, 1]  |   bf16    |  [32, 7168]   |  bfloat16   | [7168, 1] | _input_normal |  [7168]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.999997411988708  | 8.099159458652139e-07  |                   |                    |                        |            |       0.0078125        | 1.8740412267778123e-07 |           0            | 0.006701353478511848  | 0.0018777597824652208 |   0.9984741   |   0.33511272   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [32, 7168]   | [7168, 1] |  [32, 56]   |    Float    |  [56, 1]  |   bf16    |  [32, 7168]   |  bfloat16   | [7168, 1] | _input_normal |  [7168]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998653938011295 |          32.0          |                   | 0.9618268694196429 |   0.9618268694196429   |            | 0.0008719308035714286  |   1.7716982605000338   |          0.0           |      0.19999756       |     0.0033640387      |      1.0      |  0.037902832   |         0.0          |     ulp error is less than 1, consider as pass     |
