Test Case: H20SXM_vllm.ops.NATIVE_C-dynamic_per_token_group_fp8_quant
| output |    _tensor     |  strides   |  _tensor_1   | precision_1 | strides_1 | ulp_dtype |   _tensor_2    | precision_2 | strides_2  | distributions |  dtype   | status | b_device | b_dtype | rtol  | atol  |     cosine_sim     |      max_abs_err       | rel_err_hundredth | rel_err_thousandth | rel_err_ten_thousandth | error_rate |           eb           |         rmse          | small_value_err_ratio |     max_rel_error     |    mean_rel_error     | max_ulp_error | mean_ulp_error | ulp_error_proportion |                      message                       |
| [0, 1] | [30000, 16384] | [16384, 1] | [30000, 128] |    Float    | [128, 1]  |   bf16    | [30000, 16384] |  bfloat16   | [16384, 1] | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988831655909 | 2.0436709746718407e-07 |                   |                    |                        |            |     0.11157734375      | 7.738150645116604e-08 |           0           | 0.0033332312689870257 | 0.0012464128371432713 |  0.42858887   |   0.24550416   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [30000, 16384] | [16384, 1] | [30000, 128] |    Float    | [128, 1]  |   bf16    | [30000, 16384] |  bfloat16   | [16384, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.999865799310353  |          32.0          |                   | 0.9654129028320313 |   0.9654129028320313   |            |   1.25244140625e-05    |   2.644988893636611   |          0.0          |      0.99993896       |      0.003066132      |      1.0      |  0.034353163   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [30000, 16384] | [16384, 1] | [30000, 128] |    Float    | [128, 1]  |   bf16    | [30000, 16384] |  bfloat16   | [16384, 1] | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988842849638 | 2.0436709746718407e-07 |                   |                    |                        |            |     0.11368671875      | 7.735106149508664e-08 |           0           | 0.0033332312689870257 | 0.0012457317689067234 |  0.42858887   |   0.2453786    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [30000, 16384] | [16384, 1] | [30000, 128] |    Float    | [128, 1]  |   bf16    | [30000, 16384] |  bfloat16   | [16384, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.999865987168319  |          32.0          |                   | 0.9654091288248698 |   0.9654091288248698   |            |   6.622314453125e-06   |   2.643394813727788   |          0.0          |      0.99993896       |     0.0030663766      |      1.0      |   0.03435743   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [30000, 16384] | [16384, 1] | [30000, 128] |    Float    | [128, 1]  |   bf16    | [30000, 16384] |  bfloat16   | [16384, 1] | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988852195223 | 2.0436709746718407e-07 |                   |                    |                        |            |  0.11253020833333334   | 7.730670443672631e-08 |           0           | 0.0033332312689870257 | 0.0012447810168674921 |  0.42858887   |   0.2452048    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [30000, 16384] | [16384, 1] | [30000, 128] |    Float    | [128, 1]  |   bf16    | [30000, 16384] |  bfloat16   | [16384, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998658764456556 |          32.0          |                   | 0.9654126993815104 |   0.9654126993815104   |            | 4.850260416666667e-06  |  2.6444178685022868   |          0.0          |      0.99993896       |     0.0030657963      |      1.0      |  0.034354664   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [30000, 16384] | [16384, 1] | [30000, 128] |    Float    | [128, 1]  |   bf16    | [30000, 16384] |  bfloat16   | [16384, 1] | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988844899612 | 2.0436709746718407e-07 |                   |                    |                        |            |  0.11274088541666667   | 7.733059965830704e-08 |           0           | 0.0033332312689870257 | 0.0012455728791082854 |  0.42858887   |   0.24536817   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [30000, 7168]  | [7168, 1]  | [30000, 56]  |    Float    |  [56, 1]  |   bf16    | [30000, 7168]  |  bfloat16   | [7168, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.999865944487563  |          32.0          |                   | 0.9654146391369047 |   0.9654146391369047   |            | 1.0695684523809524e-06 |   2.643383589728972   |          0.0          |      0.99993896       |     0.0030654445      |      1.0      |  0.034350444   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [30000, 7168]  | [7168, 1]  | [30000, 56]  |    Float    |  [56, 1]  |   bf16    | [30000, 7168]  |  bfloat16   | [7168, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988842070128 | 2.0436709746718407e-07 |                   |                    |                        |            |  0.11229642857142857   | 7.73486145966099e-08  |           0           | 0.0033332312689870257 | 0.0012455635231664766 |  0.42858887   |   0.2453461    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [30000, 7168]  | [7168, 1]  | [30000, 56]  |    Float    |  [56, 1]  |   bf16    | [30000, 7168]  |  bfloat16   | [7168, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998659395879905 |          32.0          |                   | 0.9654123930431547 |   0.9654123930431547   |            | 1.6043526785714287e-06 |   2.643206636602937   |          0.0          |      0.99993896       |     0.0030657349      |      1.0      |  0.034353558   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [30000, 7168]  | [7168, 1]  | [30000, 56]  |    Float    |  [56, 1]  |   bf16    | [30000, 7168]  |  bfloat16   | [7168, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988823716913 | 2.0436709746718407e-07 |                   |                    |                        |            |  0.11102559523809524   | 7.74219781729044e-08  |           0           | 0.0033332312689870257 | 0.0012468579441608737 |  0.42858887   |   0.24562268   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [30000, 7168]  | [7168, 1]  | [30000, 56]  |    Float    |  [56, 1]  |   bf16    | [30000, 7168]  |  bfloat16   | [7168, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998660112180727 |          32.0          |                   | 0.965422777157738  |   0.965422777157738    |            | 1.3020833333333334e-07 |   2.643078258287408   |          0.0          |      0.99993896       |      0.003065021      |      1.0      |   0.03434538   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [30000, 7168]  | [7168, 1]  | [30000, 56]  |    Float    |  [56, 1]  |   bf16    | [30000, 7168]  |  bfloat16   | [7168, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988839406286 | 2.0436709746718407e-07 |                   |                    |                        |            |  0.11241904761904761   | 7.735410418750236e-08 |           0           | 0.0033332312689870257 | 0.0012455287705012328 |  0.42858887   |   0.2453868    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [30000, 7168]  | [7168, 1]  | [30000, 56]  |    Float    |  [56, 1]  |   bf16    | [30000, 7168]  |  bfloat16   | [7168, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998658863954231 |          32.0          |                   | 0.9654061337425596 |   0.9654061337425596   |            | 2.0363653273809524e-05 |  2.6443582604406615   |          0.0          |      0.99993896       |     0.0030670345      |      1.0      |  0.034359895   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [30000, 7168]  | [7168, 1]  | [30000, 56]  |    Float    |  [56, 1]  |   bf16    | [30000, 7168]  |  bfloat16   | [7168, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988832531871 | 2.0435982150956988e-07 |                   |                    |                        |            |  0.11284761904761904   | 7.737604683323527e-08 |           0           | 0.0033332312689870257 | 0.0012457458977606565 |  0.42858887   |   0.24534887   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [30000, 7168]  | [7168, 1]  | [30000, 56]  |    Float    |  [56, 1]  |   bf16    | [30000, 7168]  |  bfloat16   | [7168, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998660680538743 |          32.0          |                   | 0.9654194986979167 |   0.9654194986979167   |            | 4.1806175595238095e-06 |  2.6424030080840906   |          0.0          |      0.99993896       |     0.0030650066      |      1.0      |  0.034348086   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [30000, 7168]  | [7168, 1]  | [30000, 56]  |    Float    |  [56, 1]  |   bf16    | [30000, 7168]  |  bfloat16   | [7168, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988848181194 | 2.0435982150956988e-07 |                   |                    |                        |            |  0.11169345238095238   | 7.732749771830057e-08 |           0           | 0.0033332312689870257 | 0.0012450710675903475 |  0.42858887   |   0.24528363   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [30000, 7168]  | [7168, 1]  | [30000, 56]  |    Float    |  [56, 1]  |   bf16    | [30000, 7168]  |  bfloat16   | [7168, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998659242028587 |          32.0          |                   | 0.9654174293154761 |   0.9654174293154761   |            | 1.3216145833333333e-05 |   2.643507307775171   |          0.0          |      0.99993896       |      0.003065676      |      1.0      |  0.034348838   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [30000, 7168]  | [7168, 1]  | [30000, 56]  |    Float    |  [56, 1]  |   bf16    | [30000, 7168]  |  bfloat16   | [7168, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988828785614 | 2.0435982150956988e-07 |                   |                    |                        |            |   0.1111470238095238   | 7.740607876299272e-08 |           0           | 0.0033332312689870257 | 0.0012462921577221448 |  0.42858887   |   0.24552396   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [30000, 7168]  | [7168, 1]  | [30000, 56]  |    Float    |  [56, 1]  |   bf16    | [30000, 7168]  |  bfloat16   | [7168, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998658232307758 |          32.0          |                   | 0.9653891648065476 |   0.9653891648065476   |            | 1.8917410714285714e-05 |   2.644630916402142   |          0.0          |      0.99993896       |     0.0030681668      |      1.0      |  0.034378614   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [30000, 7168]  | [7168, 1]  | [30000, 56]  |    Float    |  [56, 1]  |   bf16    | [30000, 7168]  |  bfloat16   | [7168, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988825958627 | 2.0435982150956988e-07 |                   |                    |                        |            |  0.11318154761904761   | 7.74027711045997e-08  |           0           | 0.0033332312689870257 | 0.0012466584391820036 |  0.42858887   |   0.2455826    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [30000, 7168]  | [7168, 1]  | [30000, 56]  |    Float    |  [56, 1]  |   bf16    | [30000, 7168]  |  bfloat16   | [7168, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998659195278555 |          32.0          |                   | 0.965425744047619  |   0.965425744047619    |            | 1.6183035714285715e-06 |  2.6442388369096523   |          0.0          |      0.99993896       |     0.0030647237      |      1.0      |   0.0343441    |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [30000, 7168]  | [7168, 1]  | [30000, 56]  |    Float    |  [56, 1]  |   bf16    | [30000, 7168]  |  bfloat16   | [7168, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988841729909 | 2.0436709746718407e-07 |                   |                    |                        |            |  0.11179583333333333   | 7.734597751802617e-08 |           0           | 0.0033332312689870257 | 0.001245382248302633  |  0.42858887   |   0.24529333   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [30000, 7168]  | [7168, 1]  | [30000, 56]  |    Float    |  [56, 1]  |   bf16    | [30000, 7168]  |  bfloat16   | [7168, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998658463772487 |          32.0          |                   | 0.9653792224702381 |   0.9653792224702381   |            |       7.8125e-06       |  2.6442693609020242   |          0.0          |      0.99993896       |      0.003068489      |      1.0      |  0.034386694   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [30000, 7168]  | [7168, 1]  | [30000, 56]  |    Float    |  [56, 1]  |   bf16    | [30000, 7168]  |  bfloat16   | [7168, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988814241397 | 2.0435982150956988e-07 |                   |                    |                        |            |  0.11138928571428572   | 7.74605570113377e-08  |           0           | 0.0033332312689870257 | 0.0012469664519089991 |  0.42858887   |   0.24553083   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [30000, 7168]  | [7168, 1]  | [30000, 56]  |    Float    |  [56, 1]  |   bf16    | [30000, 7168]  |  bfloat16   | [7168, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998658631427324 |          32.0          |                   | 0.9654042038690476 |   0.9654042038690476   |            |     1.3671875e-05      |  2.6443577460592516   |          0.0          |      0.99993896       |      0.003066838      |      1.0      |   0.03436211   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [30000, 7168]  | [7168, 1]  | [30000, 56]  |    Float    |  [56, 1]  |   bf16    | [30000, 7168]  |  bfloat16   | [7168, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988851926073 | 2.0435982150956988e-07 |                   |                    |                        |            |  0.11251071428571428   | 7.730705982685838e-08 |           0           | 0.0033332312689870257 | 0.0012452466257466142 |  0.42858887   |   0.24535953   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [1438, 512]   |  [512, 1]  |  [1438, 4]   |    Float    |  [4, 1]   |   bf16    |  [1438, 512]   |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998664844315045 |          32.0          |                   | 0.9655052047114048 |   0.9655052047114048   |            | 0.00038437717315716274 |   2.637098323069171   |          0.0          |         0.125         |      0.003058161      |      1.0      |   0.0342476    |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [1438, 512]   |  [512, 1]  |  [1438, 4]   |    Float    |  [4, 1]   |   bf16    |  [1438, 512]   |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988832106279 | 2.0435982150956988e-07 |                   |                    |                        |            |  0.10587621696801112   | 7.733552980158084e-08 |           0           | 0.0033332312689870257 | 0.0012509866472196686 |  0.42858887   |   0.24652451   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [1438, 512]   |  [512, 1]  |  [1438, 4]   |    Float    |  [4, 1]   |   bf16    |  [1438, 512]   |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998662718259053 |          32.0          |                   | 0.9654155619784422 |   0.9654155619784422   |            | 0.00011001608136300417 |   2.644539823441207   |          0.0          |      0.99993896       |     0.0030724793      |      1.0      |   0.03434675   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [1438, 512]   |  [512, 1]  |  [1438, 4]   |    Float    |  [4, 1]   |   bf16    |  [1438, 512]   |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999989122036608 | 2.0435982150956988e-07 |                   |                    |                        |            |  0.11143949930458971   | 7.612770170012213e-08 |           0           | 0.0033332312689870257 |  0.00122411117414433  |  0.42858887   |   0.24197964   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [1438, 512]   |  [512, 1]  |  [1438, 4]   |    Float    |  [4, 1]   |   bf16    |  [1438, 512]   |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998666683905282 |          32.0          |                   | 0.965563608310153  |   0.965563608310153    |            | 0.00011680719749652294 |   2.640675543684146   |          0.0          |      0.16666497       |     0.0030560635      |      1.0      |  0.034197345   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [1438, 512]   |  [512, 1]  |  [1438, 4]   |    Float    |  [4, 1]   |   bf16    |  [1438, 512]   |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988731524984 | 2.0435982150956988e-07 |                   |                    |                        |            |  0.11491655076495132   | 7.768681333917675e-08 |           0           | 0.0033332312689870257 | 0.0012541999961546335 |  0.42858887   |   0.24662389   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [1438, 512]   |  [512, 1]  |  [1438, 4]   |    Float    |  [4, 1]   |   bf16    |  [1438, 512]   |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998686152723771 |          32.0          |                   | 0.9655391602920723 |   0.9655391602920723   |            | 8.149339360222532e-05  |   2.613748872308716   |          0.0          |      0.19999756       |     0.0030501846      |      1.0      |  0.034199383   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [1438, 512]   |  [512, 1]  |  [1438, 4]   |    Float    |  [4, 1]   |   bf16    |  [1438, 512]   |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999989006747633 | 2.0435982150956988e-07 |                   |                    |                        |            |  0.12517385257301808   | 7.685288531796039e-08 |           0           | 0.0033332312689870257 | 0.0012447352125071066 |  0.42858887   |   0.24625154   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [1438, 512]   |  [512, 1]  |  [1438, 4]   |    Float    |  [4, 1]   |   bf16    |  [1438, 512]   |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998659560221749 |          32.0          |                   | 0.9654196366481224 |   0.9654196366481224   |            | 0.00026892819888734354 |   2.647903897155106   |          0.0          |         0.125         |      0.003066801      |      1.0      |   0.03436169   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [1438, 512]   |  [512, 1]  |  [1438, 4]   |    Float    |  [4, 1]   |   bf16    |  [1438, 512]   |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988758866132 | 2.0435982150956988e-07 |                   |                    |                        |            |  0.10883171070931849   | 7.748530838204221e-08 |           0           | 0.0033332312689870257 | 0.0012518357706836724 |  0.42858887   |   0.24647477   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [1438, 512]   |  [512, 1]  |  [1438, 4]   |    Float    |  [4, 1]   |   bf16    |  [1438, 512]   |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998659638693175 |          32.0          |                   | 0.965490264255911  |   0.965490264255911    |            | 0.00027164464534075103 |  2.6477576521333397   |          0.0          |      0.19999756       |      0.003053607      |      1.0      |  0.034259822   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [1438, 512]   |  [512, 1]  |  [1438, 4]   |    Float    |  [4, 1]   |   bf16    |  [1438, 512]   |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988609150322 | 2.0435982150956988e-07 |                   |                    |                        |            |  0.11230876216968011   | 7.802100068733122e-08 |           0           | 0.0033332312689870257 | 0.0012590822647767176 |  0.42858887   |   0.24794008   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [1438, 512]   |  [512, 1]  |  [1438, 4]   |    Float    |  [4, 1]   |   bf16    |  [1438, 512]   |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998672846424661 |          32.0          |                   | 0.9655011300417247 |   0.9655011300417247   |            | 0.00020373348400556327 |   2.62798955541631    |          0.0          |         0.125         |      0.00306316       |      1.0      |   0.03427069   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [1438, 512]   |  [512, 1]  |  [1438, 4]   |    Float    |  [4, 1]   |   bf16    |  [1438, 512]   |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988856463374 | 2.0435982150956988e-07 |                   |                    |                        |            |  0.10066063977746871   | 7.746324427029011e-08 |           0           | 0.0033332312689870257 | 0.0012547502527258101 |  0.42858887   |   0.24838716   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [1438, 512]   |  [512, 1]  |  [1438, 4]   |    Float    |  [4, 1]   |   bf16    |  [1438, 512]   |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998672260443434 |          32.0          |                   | 0.9657822822496523 |   0.9657822822496523   |            | 0.00012088186717663421 |   2.628948697624949   |          0.0          |      0.19999756       |      0.003030218      |      1.0      |  0.033948112   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [1438, 512]   |  [512, 1]  |  [1438, 4]   |    Float    |  [4, 1]   |   bf16    |  [1438, 512]   |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.999998880936731  | 2.0435982150956988e-07 |                   |                    |                        |            |  0.09666203059805285   | 7.759071048057705e-08 |           0           | 0.0033332312689870257 | 0.0012476508226034607 |  0.42858887   |   0.24548124   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [1438, 512]   |  [512, 1]  |  [1438, 4]   |    Float    |  [4, 1]   |   bf16    |  [1438, 512]   |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998663305989735 |          32.0          |                   | 0.9658610591968011 |   0.9658610591968011   |            | 0.00015891211752433937 |  2.6384368116324777   |          0.0          |         0.125         |      0.003029658      |      1.0      |  0.033944037   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [1438, 512]   |  [512, 1]  |  [1438, 4]   |    Float    |  [4, 1]   |   bf16    |  [1438, 512]   |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.999998916413372  | 2.0435982150956988e-07 |                   |                    |                        |            |  0.11109179415855355   | 7.626272685037607e-08 |           0           | 0.0033332312689870257 | 0.0012293797051707643 |  0.42858887   |   0.24230243   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [1438, 512]   |  [512, 1]  |  [1438, 4]   |    Float    |  [4, 1]   |   bf16    |  [1438, 512]   |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998669789655747 |          32.0          |                   | 0.965316411682893  |   0.965316411682893    |            | 0.00016841968011126565 |  2.6226737625533674   |           0           |       0.1428559       |     0.0030634112      |      1.0      |   0.03442892   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [1438, 512]   |  [512, 1]  |  [1438, 4]   |    Float    |  [4, 1]   |   bf16    |  [1438, 512]   |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988572375074 | 2.0435982150956988e-07 |                   |                    |                        |            |  0.10326842837273992   | 7.854280306133603e-08 |           0           | 0.0033332312689870257 | 0.0012649082804017905 |  0.42858887   |   0.25007597   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [1438, 16384]  | [16384, 1] | [1438, 128]  |    Float    | [128, 1]  |   bf16    | [1438, 16384]  |  bfloat16   | [16384, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998659921554142 |          32.0          |                   | 0.9653726930578495 |   0.9653726930578495   |            | 5.577204124652295e-05  |   2.643576636895853   |          0.0          |      0.99993896       |     0.0030678136      |      1.0      |  0.034395665   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [1438, 16384]  | [16384, 1] | [1438, 128]  |    Float    | [128, 1]  |   bf16    | [1438, 16384]  |  bfloat16   | [16384, 1] | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988866940909 | 2.0435982150956988e-07 |                   |                    |                        |            |  0.10936413421418636   | 7.725634636506266e-08 |           0           | 0.0033332312689870257 | 0.0012441484309729123 |  0.42858887   |   0.2449909    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [1438, 16384]  | [16384, 1] | [1438, 128]  |    Float    | [128, 1]  |   bf16    | [1438, 16384]  |  bfloat16   | [16384, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998656064102749 |          32.0          |                   | 0.965340732367546  |   0.965340732367546    |            | 3.620513788682197e-05  |   2.648360904534511   |          0.0          |      0.33332655       |      0.00307299       |      1.0      |  0.034428306   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [1438, 16384]  | [16384, 1] | [1438, 128]  |    Float    | [128, 1]  |   bf16    | [1438, 16384]  |  bfloat16   | [16384, 1] | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.999998887445137  | 2.0435982150956988e-07 |                   |                    |                        |            |  0.11206428198887343   | 7.719326486260155e-08 |           0           | 0.0033332312689870257 | 0.0012453578395414154 |  0.42858887   |   0.24553885   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [1438, 16384]  | [16384, 1] | [1438, 128]  |    Float    | [128, 1]  |   bf16    | [1438, 16384]  |  bfloat16   | [16384, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998660413530593 |          32.0          |                   | 0.9653858508453581 |   0.9653858508453581   |            | 1.8845347270514604e-05 |   2.642513094004109   |          0.0          |      0.99993896       |     0.0030672378      |      1.0      |   0.03438049   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [1438, 16384]  | [16384, 1] | [1438, 128]  |    Float    | [128, 1]  |   bf16    | [1438, 16384]  |  bfloat16   | [16384, 1] | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988836913879 | 2.0435982150956988e-07 |                   |                    |                        |            |  0.10719640994436717   | 7.737097360149969e-08 |           0           | 0.0033332312689870257 | 0.0012452789038075681 |  0.42858887   |   0.24538049   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [1438, 16384]  | [16384, 1] | [1438, 128]  |    Float    | [128, 1]  |   bf16    | [1438, 16384]  |  bfloat16   | [16384, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998659576968959 |          32.0          |                   | 0.9655245593923852 |   0.9655245593923852   |            | 6.527960383344923e-05  |  2.6439596409516564   |          0.0          |      0.99993896       |      0.003056345      |      1.0      |   0.03424312   |         0.0          |     ulp error is less than 1, consider as pass     |
