Test Case: H100PCIE_aten_fill_
|   M   |   N   |  B  | _val |    input_shape     | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
|  512  | 6144  | N/A |  1   |   [[512, 6144]]    | bf16  |       6.25       |       6.28        |       6.31       |        5.93        | 0.00e+00 | 3.15e+06 |        0%        |    50.33%     |
| 1024  | 6144  | N/A |  1   |   [[1024, 6144]]   | bf16  |      10.18       |       10.21       |      10.24       |        9.86        | 0.00e+00 | 6.29e+06 |        0%        |     61.8%     |
| 2048  | 6144  | N/A |  1   |   [[2048, 6144]]   | bf16  |      18.12       |       18.13       |      18.15       |       17.73        | 0.00e+00 | 1.26e+07 |        0%        |    69.44%     |
| 4096  | 6144  | N/A |  1   |   [[4096, 6144]]   | bf16  |      34.13       |       34.18       |      34.24       |       33.46        | 0.00e+00 | 2.52e+07 |        0%        |    73.74%     |
| 8192  | 6144  | N/A |  1   |   [[8192, 6144]]   | bf16  |      65.69       |       65.72       |      65.75       |       64.91        | 0.00e+00 | 5.03e+07 |        0%        |    76.62%     |
| 16384 | 6144  | N/A |  1   |  [[16384, 6144]]   | bf16  |      128.74      |      128.77       |      128.81      |       127.83       | 0.00e+00 | 1.01e+08 |        0%        |    78.19%     |
| 32768 | 6144  | N/A |  1   |  [[32768, 6144]]   | bf16  |      254.79      |      254.81       |      254.83      |       253.66       | 0.00e+00 | 2.01e+08 |        0%        |    79.02%     |
|   1   | 7168  | N/A |  1   |    [[1, 7168]]     | bf16  |       2.34       |       2.37        |       2.39       |        2.01        | 0.00e+00 | 7.17e+03 |        0%        |     0.31%     |
|   2   | 7168  | N/A |  1   |    [[2, 7168]]     | bf16  |       2.34       |       2.36        |       2.38       |        2.02        | 0.00e+00 | 1.43e+04 |        0%        |     0.61%     |
|   4   | 7168  | N/A |  1   |    [[4, 7168]]     | bf16  |       2.36       |       2.38        |       2.39       |        2.04        | 0.00e+00 | 2.87e+04 |        0%        |     1.21%     |
|   8   | 7168  | N/A |  1   |    [[8, 7168]]     | bf16  |       2.41       |       2.44        |       2.47       |        2.07        | 0.00e+00 | 5.73e+04 |        0%        |     2.38%     |
|  16   | 7168  | N/A |  1   |    [[16, 7168]]    | bf16  |       2.45       |       2.48        |       2.5        |        2.14        | 0.00e+00 | 1.15e+05 |        0%        |     4.68%     |
|  32   | 7168  | N/A |  1   |    [[32, 7168]]    | bf16  |       2.61       |       2.63        |       2.64       |        2.29        | 0.00e+00 | 2.29e+05 |        0%        |     8.79%     |
|  64   | 7168  | N/A |  1   |    [[64, 7168]]    | bf16  |       2.89       |       2.91        |       2.93       |        2.57        | 0.00e+00 | 4.59e+05 |        0%        |    15.87%     |
|  128  | 7168  | N/A |  1   |   [[128, 7168]]    | bf16  |       3.45       |       3.47        |       3.49       |        3.15        | 0.00e+00 | 9.18e+05 |        0%        |    26.59%     |
|  256  | 7168  | N/A |  1   |   [[256, 7168]]    | bf16  |       4.62       |       4.63        |       4.64       |        4.29        | 0.00e+00 | 1.84e+06 |        0%        |    39.72%     |
|  512  | 7168  | N/A |  1   |   [[512, 7168]]    | bf16  |       6.92       |       6.94        |       6.96       |        6.59        | 0.00e+00 | 3.67e+06 |        0%        |    53.03%     |
| 1024  | 7168  | N/A |  1   |   [[1024, 7168]]   | bf16  |      11.51       |       11.54       |      11.57       |       11.18        | 0.00e+00 | 7.34e+06 |        0%        |    63.77%     |
| 2048  | 7168  | N/A |  1   |   [[2048, 7168]]   | bf16  |      20.95       |       20.97       |       21.0       |       20.35        | 0.00e+00 | 1.47e+07 |        0%        |    70.07%     |
| 4096  | 7168  | N/A |  1   |   [[4096, 7168]]   | bf16  |      39.42       |       39.44       |      39.45       |        38.7        | 0.00e+00 | 2.94e+07 |        0%        |    74.48%     |
| 8192  | 7168  | N/A |  1   |   [[8192, 7168]]   | bf16  |      76.21       |       76.22       |      76.24       |        75.4        | 0.00e+00 | 5.87e+07 |        0%        |    77.05%     |
| 16384 | 7168  | N/A |  1   |  [[16384, 7168]]   | bf16  |      149.69      |      149.74       |      149.79      |       148.8        | 0.00e+00 | 1.17e+08 |        0%        |    78.46%     |
| 32768 | 7168  | N/A |  1   |  [[32768, 7168]]   | bf16  |      296.39      |      296.43       |      296.47      |       295.6        | 0.00e+00 | 2.35e+08 |        0%        |    79.25%     |
|   1   | 8192  | N/A |  1   |    [[1, 8192]]     | bf16  |       2.15       |       2.17        |       2.2        |        2.01        | 0.00e+00 | 8.19e+03 |        0%        |     0.38%     |
|   2   | 8192  | N/A |  1   |    [[2, 8192]]     | bf16  |       2.15       |       2.17        |       2.19       |        2.02        | 0.00e+00 | 1.64e+04 |        0%        |     0.76%     |
|   4   | 8192  | N/A |  1   |    [[4, 8192]]     | bf16  |       2.37       |       2.39        |       2.41       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     1.38%     |
|   8   | 8192  | N/A |  1   |    [[8, 8192]]     | bf16  |       2.4        |       2.41        |       2.43       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     2.73%     |
|  16   | 8192  | N/A |  1   |    [[16, 8192]]    | bf16  |       2.47       |       2.49        |       2.5        |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     5.31%     |
|  32   | 8192  | N/A |  1   |    [[32, 8192]]    | bf16  |       2.63       |       2.66        |       2.68       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |     9.97%     |
|  64   | 8192  | N/A |  1   |    [[64, 8192]]    | bf16  |       2.98       |        3.0        |       3.03       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    17.59%     |
|  128  | 8192  | N/A |  1   |   [[128, 8192]]    | bf16  |       3.63       |       3.64        |       3.65       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    28.89%     |
|  256  | 8192  | N/A |  1   |   [[256, 8192]]    | bf16  |       4.94       |       4.96        |       4.98       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    42.45%     |
|  512  | 8192  | N/A |  1   |   [[512, 8192]]    | bf16  |       7.57       |       7.58        |       7.59       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    55.41%     |
| 1024  | 8192  | N/A |  1   |   [[1024, 8192]]   | bf16  |      12.84       |       12.85       |      12.87       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    65.33%     |
| 2048  | 8192  | N/A |  1   |   [[2048, 8192]]   | bf16  |      23.58       |       23.6        |      23.62       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |    71.15%     |
| 4096  | 8192  | N/A |  1   |   [[4096, 8192]]   | bf16  |      44.68       |       44.7        |      44.71       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |     75.1%     |
| 8192  | 8192  | N/A |  1   |   [[8192, 8192]]   | bf16  |      86.69       |       86.74       |       86.8       |       85.89        | 0.00e+00 | 6.71e+07 |        0%        |    77.41%     |
| 16384 | 8192  | N/A |  1   |  [[16384, 8192]]   | bf16  |      170.71      |      170.75       |      170.78      |       169.77       | 0.00e+00 | 1.34e+08 |        0%        |    78.62%     |
| 32768 | 8192  | N/A |  1   |  [[32768, 8192]]   | bf16  |      338.8       |      338.84       |      338.88      |       337.54       | 0.00e+00 | 2.68e+08 |        0%        |    79.23%     |
|   1   | 13824 | N/A |  1   |    [[1, 13824]]    | bf16  |       2.35       |       2.42        |       2.51       |        2.02        | 0.00e+00 | 1.38e+04 |        0%        |     0.59%     |
|   2   | 13824 | N/A |  1   |    [[2, 13824]]    | bf16  |       2.36       |       2.37        |       2.39       |        2.03        | 0.00e+00 | 2.76e+04 |        0%        |     1.17%     |
|   4   | 13824 | N/A |  1   |    [[4, 13824]]    | bf16  |       2.42       |       2.44        |       2.45       |        2.07        | 0.00e+00 | 5.53e+04 |        0%        |     2.28%     |
|   8   | 13824 | N/A |  1   |    [[8, 13824]]    | bf16  |       2.45       |       2.48        |       2.52       |        2.14        | 0.00e+00 | 1.11e+05 |        0%        |     4.51%     |
|  16   | 13824 | N/A |  1   |   [[16, 13824]]    | bf16  |       2.6        |       2.63        |       2.66       |        2.28        | 0.00e+00 | 2.21e+05 |        0%        |     8.51%     |
|  32   | 13824 | N/A |  1   |   [[32, 13824]]    | bf16  |       2.86       |       2.89        |       2.92       |        2.55        | 0.00e+00 | 4.42e+05 |        0%        |    15.47%     |
|  64   | 13824 | N/A |  1   |   [[64, 13824]]    | bf16  |       3.41       |       3.43        |       3.45       |        3.11        | 0.00e+00 | 8.85e+05 |        0%        |    25.95%     |
|  128  | 13824 | N/A |  1   |   [[128, 13824]]   | bf16  |       4.51       |       4.57        |       4.64       |        4.21        | 0.00e+00 | 1.77e+06 |        0%        |    39.23%     |
|  256  | 13824 | N/A |  1   |   [[256, 13824]]   | bf16  |       6.75       |       6.77        |       6.79       |        6.42        | 0.00e+00 | 3.54e+06 |        0%        |    52.43%     |
|  512  | 13824 | N/A |  1   |   [[512, 13824]]   | bf16  |      11.18       |       11.21       |      11.24       |       10.85        | 0.00e+00 | 7.08e+06 |        0%        |    63.31%     |
| 1024  | 13824 | N/A |  1   |  [[1024, 13824]]   | bf16  |      20.12       |       20.16       |      20.19       |       19.69        | 0.00e+00 | 1.42e+07 |        0%        |    70.36%     |
| 2048  | 13824 | N/A |  1   |  [[2048, 13824]]   | bf16  |      38.08       |       38.1        |      38.12       |       37.39        | 0.00e+00 | 2.83e+07 |        0%        |    74.35%     |
| 4096  | 13824 | N/A |  1   |  [[4096, 13824]]   | bf16  |      73.57       |       73.61       |      73.64       |       72.78        | 0.00e+00 | 5.66e+07 |        0%        |    76.96%     |
| 8192  | 13824 | N/A |  1   |  [[8192, 13824]]   | bf16  |      144.43      |      144.49       |      144.55      |       143.56       | 0.00e+00 | 1.13e+08 |        0%        |    78.41%     |
| 16384 | 13824 | N/A |  1   |  [[16384, 13824]]  | bf16  |      286.23      |      286.28       |      286.33      |       285.12       | 0.00e+00 | 2.26e+08 |        0%        |    79.13%     |
| 32768 | 13824 | N/A |  1   |  [[32768, 13824]]  | bf16  |      569.71      |      569.88       |      570.01      |       568.23       | 0.00e+00 | 4.53e+08 |        0%        |    79.51%     |
|   1   | 16384 | N/A |  1   |    [[1, 16384]]    | bf16  |       2.34       |       2.36        |       2.39       |        2.02        | 0.00e+00 | 1.64e+04 |        0%        |     0.7%      |
|   2   | 16384 | N/A |  1   |    [[2, 16384]]    | bf16  |       2.38       |        2.4        |       2.42       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     1.38%     |
|   4   | 16384 | N/A |  1   |    [[4, 16384]]    | bf16  |       2.4        |       2.42        |       2.44       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     2.73%     |
|   8   | 16384 | N/A |  1   |    [[8, 16384]]    | bf16  |       2.47       |       2.48        |       2.5        |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     5.31%     |
|  16   | 16384 | N/A |  1   |   [[16, 16384]]    | bf16  |       2.66       |       2.69        |       2.72       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |     9.86%     |
|  32   | 16384 | N/A |  1   |   [[32, 16384]]    | bf16  |       2.96       |       2.99        |       3.01       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    17.71%     |
|  64   | 16384 | N/A |  1   |   [[64, 16384]]    | bf16  |       3.61       |       3.66        |       3.7        |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    29.05%     |
|  128  | 16384 | N/A |  1   |   [[128, 16384]]   | bf16  |       4.94       |       4.96        |       4.98       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    42.45%     |
|  256  | 16384 | N/A |  1   |   [[256, 16384]]   | bf16  |       7.57       |       7.58        |       7.59       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    55.41%     |
|  512  | 16384 | N/A |  1   |   [[512, 16384]]   | bf16  |      12.83       |       12.87       |       12.9       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    65.38%     |
| 1024  | 16384 | N/A |  1   |  [[1024, 16384]]   | bf16  |      23.59       |       23.62       |      23.66       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |    71.12%     |
| 2048  | 16384 | N/A |  1   |  [[2048, 16384]]   | bf16  |      44.68       |       44.71       |      44.75       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |     75.1%     |
| 4096  | 16384 | N/A |  1   |  [[4096, 16384]]   | bf16  |      86.69       |       86.72       |      86.75       |       85.89        | 0.00e+00 | 6.71e+07 |        0%        |    77.41%     |
| 8192  | 16384 | N/A |  1   |  [[8192, 16384]]   | bf16  |      170.36      |      170.38       |      170.41      |       169.77       | 0.00e+00 | 1.34e+08 |        0%        |    78.78%     |
| 16384 | 16384 | N/A |  1   |  [[16384, 16384]]  | bf16  |      338.43      |      338.47       |      338.5       |       337.54       | 0.00e+00 | 2.68e+08 |        0%        |    79.32%     |
| 32768 | 16384 | N/A |  1   |  [[32768, 16384]]  | bf16  |      674.58      |      674.61       |      674.65      |       673.09       | 0.00e+00 | 5.37e+08 |        0%        |    79.59%     |
|  128  |  768  |  1  |  1   |  [[1, 128, 768]]   | bf16  |       2.08       |       2.19        |       2.26       |        2.12        | 0.00e+00 | 9.83e+04 |        0%        |     4.73%     |
|  128  |  768  |  2  |  1   |  [[2, 128, 768]]   | bf16  |       2.38       |       2.41        |       2.43       |        2.25        | 0.00e+00 | 1.97e+05 |        0%        |     8.26%     |
|  128  |  768  |  4  |  1   |  [[4, 128, 768]]   | bf16  |       2.81       |       2.83        |       2.85       |        2.49        | 0.00e+00 | 3.93e+05 |        0%        |    13.99%     |
|  128  |  768  |  8  |  1   |  [[8, 128, 768]]   | bf16  |       3.29       |       3.31        |       3.32       |        2.98        | 0.00e+00 | 7.86e+05 |        0%        |     23.9%     |
|  128  |  768  | 16  |  1   |  [[16, 128, 768]]  | bf16  |       4.26       |       4.29        |       4.31       |        3.97        | 0.00e+00 | 1.57e+06 |        0%        |    36.92%     |
|  128  |  768  | 32  |  1   |  [[32, 128, 768]]  | bf16  |       6.25       |       6.27        |       6.28       |        5.93        | 0.00e+00 | 3.15e+06 |        0%        |    50.33%     |
| 1024  |  768  |  1  |  1   |  [[1, 1024, 768]]  | bf16  |       3.31       |       3.33        |       3.35       |        2.98        | 0.00e+00 | 7.86e+05 |        0%        |    23.76%     |
| 1024  |  768  |  2  |  1   |  [[2, 1024, 768]]  | bf16  |       4.29       |        4.3        |       4.3        |        3.97        | 0.00e+00 | 1.57e+06 |        0%        |    36.66%     |
| 1024  |  768  |  4  |  1   |  [[4, 1024, 768]]  | bf16  |       6.26       |       6.27        |       6.28       |        5.93        | 0.00e+00 | 3.15e+06 |        0%        |    50.25%     |
| 1024  |  768  |  8  |  1   |  [[8, 1024, 768]]  | bf16  |      10.21       |       10.23       |      10.26       |        9.86        | 0.00e+00 | 6.29e+06 |        0%        |    61.62%     |
| 1024  |  768  | 16  |  1   | [[16, 1024, 768]]  | bf16  |      18.18       |       18.21       |      18.24       |       17.73        | 0.00e+00 | 1.26e+07 |        0%        |    69.21%     |
| 1024  |  768  | 32  |  1   | [[32, 1024, 768]]  | bf16  |      34.12       |       34.17       |      34.22       |       33.46        | 0.00e+00 | 2.52e+07 |        0%        |    73.76%     |
| 4096  |  768  |  1  |  1   |  [[1, 4096, 768]]  | bf16  |       6.26       |       6.28        |       6.31       |        5.93        | 0.00e+00 | 3.15e+06 |        0%        |    50.25%     |
| 4096  |  768  |  2  |  1   |  [[2, 4096, 768]]  | bf16  |      10.22       |       10.24       |      10.26       |        9.86        | 0.00e+00 | 6.29e+06 |        0%        |    61.56%     |
| 4096  |  768  |  4  |  1   |  [[4, 4096, 768]]  | bf16  |      18.19       |       18.23       |      18.29       |       17.73        | 0.00e+00 | 1.26e+07 |        0%        |    69.17%     |
| 4096  |  768  |  8  |  1   |  [[8, 4096, 768]]  | bf16  |      33.76       |       33.8        |      33.84       |       33.46        | 0.00e+00 | 2.52e+07 |        0%        |    74.54%     |
| 4096  |  768  | 16  |  1   | [[16, 4096, 768]]  | bf16  |      65.31       |       65.34       |      65.37       |       64.91        | 0.00e+00 | 5.03e+07 |        0%        |    77.07%     |
| 4096  |  768  | 32  |  1   | [[32, 4096, 768]]  | bf16  |      128.32      |      128.36       |      128.39      |       127.83       | 0.00e+00 | 1.01e+08 |        0%        |    78.45%     |
|  128  | 4096  |  1  |  1   |  [[1, 128, 4096]]  | bf16  |       2.99       |        3.0        |       3.01       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    17.53%     |
|  128  | 4096  |  2  |  1   |  [[2, 128, 4096]]  | bf16  |       3.64       |       3.65        |       3.66       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    28.81%     |
|  128  | 4096  |  4  |  1   |  [[4, 128, 4096]]  | bf16  |       4.94       |       4.96        |       4.97       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    42.45%     |
|  128  | 4096  |  8  |  1   |  [[8, 128, 4096]]  | bf16  |       7.57       |       7.59        |       7.61       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    55.41%     |
|  128  | 4096  | 16  |  1   | [[16, 128, 4096]]  | bf16  |      12.84       |       12.86       |      12.88       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    65.33%     |
|  128  | 4096  | 32  |  1   | [[32, 128, 4096]]  | bf16  |      23.59       |       23.6        |      23.61       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |    71.12%     |
| 1024  | 4096  |  1  |  1   | [[1, 1024, 4096]]  | bf16  |       7.59       |        7.6        |       7.6        |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    55.26%     |
| 1024  | 4096  |  2  |  1   | [[2, 1024, 4096]]  | bf16  |      12.83       |       12.86       |      12.88       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    65.38%     |
| 1024  | 4096  |  4  |  1   | [[4, 1024, 4096]]  | bf16  |      23.59       |       23.61       |      23.63       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |    71.12%     |
| 1024  | 4096  |  8  |  1   | [[8, 1024, 4096]]  | bf16  |      44.67       |       44.7        |      44.72       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |    75.12%     |
| 1024  | 4096  | 16  |  1   | [[16, 1024, 4096]] | bf16  |      86.69       |       86.72       |      86.75       |       85.89        | 0.00e+00 | 6.71e+07 |        0%        |    77.41%     |
| 1024  | 4096  | 32  |  1   | [[32, 1024, 4096]] | bf16  |      170.73      |      170.76       |      170.79      |       169.77       | 0.00e+00 | 1.34e+08 |        0%        |    78.61%     |
| 4096  | 4096  |  1  |  1   | [[1, 4096, 4096]]  | bf16  |      23.59       |       23.62       |      23.64       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |    71.12%     |
| 4096  | 4096  |  2  |  1   | [[2, 4096, 4096]]  | bf16  |      44.66       |       44.69       |      44.73       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |    75.13%     |
| 4096  | 4096  |  4  |  1   | [[4, 4096, 4096]]  | bf16  |      86.65       |       86.7        |      86.74       |       85.89        | 0.00e+00 | 6.71e+07 |        0%        |    77.45%     |
| 4096  | 4096  |  8  |  1   | [[8, 4096, 4096]]  | bf16  |      170.73      |      170.77       |      170.81      |       169.77       | 0.00e+00 | 1.34e+08 |        0%        |    78.61%     |
| 4096  | 4096  | 16  |  1   | [[16, 4096, 4096]] | bf16  |      338.44      |      338.47       |      338.5       |       337.54       | 0.00e+00 | 2.68e+08 |        0%        |    79.32%     |
| 4096  | 4096  | 32  |  1   | [[32, 4096, 4096]] | bf16  |      674.04      |      674.41       |      674.68      |       673.09       | 0.00e+00 | 5.37e+08 |        0%        |    79.65%     |
|  128  | 8192  |  1  |  1   |  [[1, 128, 8192]]  | bf16  |       2.99       |       3.28        |       3.47       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    35.07%     |
|  128  | 8192  |  2  |  1   |  [[2, 128, 8192]]  | bf16  |       4.94       |       4.99        |       5.05       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    42.45%     |
|  128  | 8192  |  4  |  1   |  [[4, 128, 8192]]  | bf16  |       7.57       |       7.59        |       7.62       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    55.41%     |
|  128  | 8192  |  8  |  1   |  [[8, 128, 8192]]  | bf16  |      12.83       |       12.85       |      12.88       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    65.38%     |
|  128  | 8192  | 16  |  1   | [[16, 128, 8192]]  | bf16  |      23.59       |       23.62       |      23.65       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |    71.12%     |
|  128  | 8192  | 32  |  1   | [[32, 128, 8192]]  | bf16  |      44.65       |       44.7        |      44.76       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |    75.15%     |
| 1024  | 8192  |  1  |  1   | [[1, 1024, 8192]]  | bf16  |      12.86       |       12.88       |       12.9       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    65.23%     |
| 1024  | 8192  |  2  |  1   | [[2, 1024, 8192]]  | bf16  |       23.6       |       23.62       |      23.64       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |    71.09%     |
| 1024  | 8192  |  4  |  1   | [[4, 1024, 8192]]  | bf16  |      44.68       |       44.7        |      44.72       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |     75.1%     |
| 1024  | 8192  |  8  |  1   | [[8, 1024, 8192]]  | bf16  |      86.71       |       86.74       |      86.79       |       85.89        | 0.00e+00 | 6.71e+07 |        0%        |    77.39%     |
| 1024  | 8192  | 16  |  1   | [[16, 1024, 8192]] | bf16  |      170.69      |      170.73       |      170.76      |       169.77       | 0.00e+00 | 1.34e+08 |        0%        |    78.63%     |
| 1024  | 8192  | 32  |  1   | [[32, 1024, 8192]] | bf16  |      338.83      |      338.87       |      338.92      |       337.54       | 0.00e+00 | 2.68e+08 |        0%        |    79.22%     |
| 4096  | 8192  |  1  |  1   | [[1, 4096, 8192]]  | bf16  |      44.24       |       44.52       |       44.7       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |    75.85%     |
| 4096  | 8192  |  2  |  1   | [[2, 4096, 8192]]  | bf16  |      86.71       |       86.73       |      86.76       |       85.89        | 0.00e+00 | 6.71e+07 |        0%        |    77.39%     |
| 4096  | 8192  |  4  |  1   | [[4, 4096, 8192]]  | bf16  |      170.74      |      170.79       |      170.84      |       169.77       | 0.00e+00 | 1.34e+08 |        0%        |    78.61%     |
| 4096  | 8192  |  8  |  1   | [[8, 4096, 8192]]  | bf16  |      338.79      |      338.84       |      338.89      |       337.54       | 0.00e+00 | 2.68e+08 |        0%        |    79.23%     |
| 4096  | 8192  | 16  |  1   | [[16, 4096, 8192]] | bf16  |      674.28      |      674.49       |      674.64      |       673.09       | 0.00e+00 | 5.37e+08 |        0%        |    79.62%     |
| 4096  | 8192  | 32  |  1   | [[32, 4096, 8192]] | bf16  |     1346.45      |      1346.77      |     1346.99      |      1344.18       | 0.00e+00 | 1.07e+09 |        0%        |    79.75%     |
