Test Case: H100PCIE_aten_slice
|   M   |  N   |  B  | dim | end | start | step |    input_shape     | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
|  64   | 768  | 16  |  0  | 16  |   1   |  1   |  [[16, 64, 768]]   | bf16  |       1.51       |       1.52        |       1.55       |        2.98        | 0.00e+00 | 7.86e+05 |        0%        |    52.08%     |
|  64   | 768  | 32  |  0  | 16  |   1   |  1   |  [[32, 64, 768]]   | bf16  |       1.5        |       1.51        |       1.53       |        3.97        | 0.00e+00 | 1.57e+06 |        0%        |    104.86%    |
|  128  | 768  |  1  |  0  | 16  |   1   |  1   |  [[1, 128, 768]]   | bf16  |       1.49       |       1.51        |       1.54       |        2.12        | 0.00e+00 | 9.83e+04 |        0%        |     6.6%      |
|  128  | 768  |  2  |  0  | 16  |   1   |  1   |  [[2, 128, 768]]   | bf16  |       1.5        |       1.52        |       1.55       |        2.25        | 0.00e+00 | 1.97e+05 |        0%        |    13.11%     |
|  128  | 768  |  4  |  0  | 16  |   1   |  1   |  [[4, 128, 768]]   | bf16  |       1.5        |       1.51        |       1.53       |        2.49        | 0.00e+00 | 3.93e+05 |        0%        |    26.21%     |
|  128  | 768  |  8  |  0  | 16  |   1   |  1   |  [[8, 128, 768]]   | bf16  |       1.48       |        1.5        |       1.51       |        2.98        | 0.00e+00 | 7.86e+05 |        0%        |    53.14%     |
|  128  | 768  | 16  |  0  | 16  |   1   |  1   |  [[16, 128, 768]]  | bf16  |       1.48       |       1.51        |       1.54       |        3.97        | 0.00e+00 | 1.57e+06 |        0%        |    106.27%    |
|  128  | 768  | 32  |  0  | 16  |   1   |  1   |  [[32, 128, 768]]  | bf16  |       1.5        |       1.52        |       1.54       |        5.93        | 0.00e+00 | 3.15e+06 |        0%        |    209.72%    |
|  256  | 768  |  1  |  0  | 16  |   1   |  1   |  [[1, 256, 768]]   | bf16  |       1.5        |       1.51        |       1.52       |        2.25        | 0.00e+00 | 1.97e+05 |        0%        |    13.11%     |
|  256  | 768  |  2  |  0  | 16  |   1   |  1   |  [[2, 256, 768]]   | bf16  |       1.49       |        1.5        |       1.53       |        2.49        | 0.00e+00 | 3.93e+05 |        0%        |    26.39%     |
|  256  | 768  |  4  |  0  | 16  |   1   |  1   |  [[4, 256, 768]]   | bf16  |       1.47       |        1.5        |       1.52       |        2.98        | 0.00e+00 | 7.86e+05 |        0%        |     53.5%     |
|  256  | 768  |  8  |  0  | 16  |   1   |  1   |  [[8, 256, 768]]   | bf16  |       1.5        |       1.52        |       1.52       |        3.97        | 0.00e+00 | 1.57e+06 |        0%        |    104.86%    |
|  256  | 768  | 16  |  0  | 16  |   1   |  1   |  [[16, 256, 768]]  | bf16  |       1.47       |       1.51        |       1.53       |        5.93        | 0.00e+00 | 3.15e+06 |        0%        |    214.0%     |
|  256  | 768  | 32  |  0  | 16  |   1   |  1   |  [[32, 256, 768]]  | bf16  |       1.5        |        1.5        |       1.51       |        9.86        | 0.00e+00 | 6.29e+06 |        0%        |    419.43%    |
|  512  | 768  |  1  |  0  | 16  |   1   |  1   |  [[1, 512, 768]]   | bf16  |       1.5        |       1.54        |       1.56       |        2.49        | 0.00e+00 | 3.93e+05 |        0%        |    26.21%     |
|  512  | 768  |  2  |  0  | 16  |   1   |  1   |  [[2, 512, 768]]   | bf16  |       1.49       |       1.51        |       1.53       |        2.98        | 0.00e+00 | 7.86e+05 |        0%        |    52.78%     |
|  512  | 768  |  4  |  0  | 16  |   1   |  1   |  [[4, 512, 768]]   | bf16  |       1.52       |       1.52        |       1.53       |        3.97        | 0.00e+00 | 1.57e+06 |        0%        |    103.48%    |
|  512  | 768  |  8  |  0  | 16  |   1   |  1   |  [[8, 512, 768]]   | bf16  |       1.5        |       1.52        |       1.55       |        5.93        | 0.00e+00 | 3.15e+06 |        0%        |    209.72%    |
|  512  | 768  | 16  |  0  | 16  |   1   |  1   |  [[16, 512, 768]]  | bf16  |       1.5        |       1.51        |       1.52       |        9.86        | 0.00e+00 | 6.29e+06 |        0%        |    419.43%    |
|  512  | 768  | 32  |  0  | 16  |   1   |  1   |  [[32, 512, 768]]  | bf16  |       1.48       |        1.5        |       1.51       |       17.73        | 0.00e+00 | 1.26e+07 |        0%        |    850.2%     |
| 1024  | 768  |  1  |  0  | 16  |   1   |  1   |  [[1, 1024, 768]]  | bf16  |       1.5        |       1.51        |       1.53       |        2.98        | 0.00e+00 | 7.86e+05 |        0%        |    52.43%     |
| 1024  | 768  |  2  |  0  | 16  |   1   |  1   |  [[2, 1024, 768]]  | bf16  |       1.48       |       1.49        |       1.51       |        3.97        | 0.00e+00 | 1.57e+06 |        0%        |    106.27%    |
| 1024  | 768  |  4  |  0  | 16  |   1   |  1   |  [[4, 1024, 768]]  | bf16  |       1.5        |       1.51        |       1.52       |        5.93        | 0.00e+00 | 3.15e+06 |        0%        |    209.72%    |
| 1024  | 768  |  8  |  0  | 16  |   1   |  1   |  [[8, 1024, 768]]  | bf16  |       1.5        |       1.51        |       1.52       |        9.86        | 0.00e+00 | 6.29e+06 |        0%        |    419.43%    |
| 1024  | 768  | 16  |  0  | 16  |   1   |  1   | [[16, 1024, 768]]  | bf16  |       1.48       |       1.51        |       1.55       |       17.73        | 0.00e+00 | 1.26e+07 |        0%        |    850.2%     |
| 1024  | 768  | 32  |  0  | 16  |   1   |  1   | [[32, 1024, 768]]  | bf16  |       1.49       |       1.51        |       1.53       |       33.46        | 0.00e+00 | 2.52e+07 |        0%        |   1688.98%    |
| 2048  | 768  |  1  |  0  | 16  |   1   |  1   |  [[1, 2048, 768]]  | bf16  |       1.49       |       1.51        |       1.52       |        3.97        | 0.00e+00 | 1.57e+06 |        0%        |    105.56%    |
| 2048  | 768  |  2  |  0  | 16  |   1   |  1   |  [[2, 2048, 768]]  | bf16  |       1.48       |        1.5        |       1.52       |        5.93        | 0.00e+00 | 3.15e+06 |        0%        |    212.55%    |
| 2048  | 768  |  4  |  0  | 16  |   1   |  1   |  [[4, 2048, 768]]  | bf16  |       1.51       |       1.52        |       1.55       |        9.86        | 0.00e+00 | 6.29e+06 |        0%        |    416.65%    |
| 2048  | 768  |  8  |  0  | 16  |   1   |  1   |  [[8, 2048, 768]]  | bf16  |       1.51       |       1.53        |       1.55       |       17.73        | 0.00e+00 | 1.26e+07 |        0%        |    833.31%    |
| 2048  | 768  | 16  |  0  | 16  |   1   |  1   | [[16, 2048, 768]]  | bf16  |       1.51       |       1.52        |       1.54       |       33.46        | 0.00e+00 | 2.52e+07 |        0%        |   1666.61%    |
| 2048  | 768  | 32  |  0  | 16  |   1   |  1   | [[32, 2048, 768]]  | bf16  |       1.47       |        1.5        |       1.52       |       64.91        | 0.00e+00 | 5.03e+07 |        0%        |   3423.92%    |
| 4096  | 768  |  1  |  0  | 16  |   1   |  1   |  [[1, 4096, 768]]  | bf16  |       1.5        |       1.54        |       1.58       |        5.93        | 0.00e+00 | 3.15e+06 |        0%        |    209.72%    |
| 4096  | 768  |  2  |  0  | 16  |   1   |  1   |  [[2, 4096, 768]]  | bf16  |       1.49       |       1.52        |       1.54       |        9.86        | 0.00e+00 | 6.29e+06 |        0%        |    422.25%    |
| 4096  | 768  |  4  |  0  | 16  |   1   |  1   |  [[4, 4096, 768]]  | bf16  |       1.48       |        1.5        |       1.53       |       17.73        | 0.00e+00 | 1.26e+07 |        0%        |    850.2%     |
| 4096  | 768  |  8  |  0  | 16  |   1   |  1   |  [[8, 4096, 768]]  | bf16  |       1.44       |       1.48        |       1.51       |       33.46        | 0.00e+00 | 2.52e+07 |        0%        |   1747.63%    |
| 4096  | 768  | 16  |  0  | 16  |   1   |  1   | [[16, 4096, 768]]  | bf16  |       1.5        |       1.52        |       1.53       |       64.91        | 0.00e+00 | 5.03e+07 |        0%        |   3355.44%    |
| 4096  | 768  | 32  |  0  | 16  |   1   |  1   | [[32, 4096, 768]]  | bf16  |       1.52       |       1.54        |       1.61       |       127.83       | 0.00e+00 | 1.01e+08 |        0%        |   6622.59%    |
|  32   | 2048 |  1  |  0  | 16  |   1   |  1   |  [[1, 32, 2048]]   | bf16  |       1.49       |       1.52        |       1.55       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.4%      |
|  32   | 2048 |  2  |  0  | 16  |   1   |  1   |  [[2, 32, 2048]]   | bf16  |       1.49       |        1.5        |       1.54       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.8%      |
|  32   | 2048 |  4  |  0  | 16  |   1   |  1   |  [[4, 32, 2048]]   | bf16  |       1.49       |       1.51        |       1.55       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.59%     |
|  32   | 2048 |  8  |  0  | 16  |   1   |  1   |  [[8, 32, 2048]]   | bf16  |       1.48       |        1.5        |       1.54       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    35.42%     |
|  32   | 2048 | 16  |  0  | 16  |   1   |  1   |  [[16, 32, 2048]]  | bf16  |       1.48       |       1.52        |       1.56       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    70.85%     |
|  32   | 2048 | 32  |  0  | 16  |   1   |  1   |  [[32, 32, 2048]]  | bf16  |       1.51       |       1.53        |       1.59       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    138.88%    |
|  64   | 2048 |  1  |  0  | 16  |   1   |  1   |  [[1, 64, 2048]]   | bf16  |       1.49       |       1.52        |       1.54       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.8%      |
|  64   | 2048 |  2  |  0  | 16  |   1   |  1   |  [[2, 64, 2048]]   | bf16  |       0.27       |       0.28        |       0.32       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    97.09%     |
|  64   | 2048 |  4  |  0  | 16  |   1   |  1   |  [[4, 64, 2048]]   | bf16  |       1.49       |       1.52        |       1.55       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    35.19%     |
|  64   | 2048 |  8  |  0  | 16  |   1   |  1   |  [[8, 64, 2048]]   | bf16  |       1.51       |       1.52        |       1.54       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    69.44%     |
|  64   | 2048 | 16  |  0  | 16  |   1   |  1   |  [[16, 64, 2048]]  | bf16  |       1.51       |       1.53        |       1.57       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    138.88%    |
|  64   | 2048 | 32  |  0  | 16  |   1   |  1   |  [[32, 64, 2048]]  | bf16  |       1.48       |        1.5        |       1.55       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    283.4%     |
|  128  | 2048 |  1  |  0  | 16  |   1   |  1   |  [[1, 128, 2048]]  | bf16  |       1.49       |       1.51        |       1.53       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.59%     |
|  128  | 2048 |  2  |  0  | 16  |   1   |  1   |  [[2, 128, 2048]]  | bf16  |       1.51       |       1.53        |       1.54       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    34.72%     |
|  128  | 2048 |  4  |  0  | 16  |   1   |  1   |  [[4, 128, 2048]]  | bf16  |       1.5        |       1.52        |       1.54       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    69.91%     |
|  128  | 2048 |  8  |  0  | 16  |   1   |  1   |  [[8, 128, 2048]]  | bf16  |       1.49       |       1.52        |       1.55       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    140.75%    |
|  128  | 2048 | 16  |  0  | 16  |   1   |  1   | [[16, 128, 2048]]  | bf16  |       1.49       |       1.51        |       1.53       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    281.5%     |
|  128  | 2048 | 32  |  0  | 16  |   1   |  1   | [[32, 128, 2048]]  | bf16  |       1.48       |       1.58        |       1.96       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    566.8%     |
|  256  | 2048 |  1  |  0  | 16  |   1   |  1   |  [[1, 256, 2048]]  | bf16  |       1.5        |       1.51        |       1.52       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    34.95%     |
|  256  | 2048 |  2  |  0  | 16  |   1   |  1   |  [[2, 256, 2048]]  | bf16  |       1.49       |       1.52        |       1.54       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    70.37%     |
|  256  | 2048 |  4  |  0  | 16  |   1   |  1   |  [[4, 256, 2048]]  | bf16  |       1.51       |       1.52        |       1.53       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    138.88%    |
|  256  | 2048 |  8  |  0  | 16  |   1   |  1   |  [[8, 256, 2048]]  | bf16  |       1.5        |       1.52        |       1.54       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    279.62%    |
|  256  | 2048 | 16  |  0  | 16  |   1   |  1   | [[16, 256, 2048]]  | bf16  |       1.51       |       1.53        |       1.54       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    555.54%    |
|  256  | 2048 | 32  |  0  | 16  |   1   |  1   | [[32, 256, 2048]]  | bf16  |       1.48       |       1.51        |       1.53       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |    1133.6%    |
|  512  | 2048 |  1  |  0  | 16  |   1   |  1   |  [[1, 512, 2048]]  | bf16  |       1.49       |       1.52        |       1.55       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    70.37%     |
|  512  | 2048 |  2  |  0  | 16  |   1   |  1   |  [[2, 512, 2048]]  | bf16  |       1.5        |       1.54        |       1.6        |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    139.81%    |
|  512  | 2048 |  4  |  0  | 16  |   1   |  1   |  [[4, 512, 2048]]  | bf16  |       1.5        |       1.52        |       1.53       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    279.62%    |
|  512  | 2048 |  8  |  0  | 16  |   1   |  1   |  [[8, 512, 2048]]  | bf16  |       1.5        |       1.52        |       1.54       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    559.24%    |
|  512  | 2048 | 16  |  0  | 16  |   1   |  1   | [[16, 512, 2048]]  | bf16  |       1.51       |       1.52        |       1.55       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |   1111.07%    |
|  512  | 2048 | 32  |  0  | 16  |   1   |  1   | [[32, 512, 2048]]  | bf16  |       1.5        |       1.52        |       1.53       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |   2236.96%    |
| 1024  | 2048 |  1  |  0  | 16  |   1   |  1   | [[1, 1024, 2048]]  | bf16  |       1.51       |       1.52        |       1.54       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    138.88%    |
| 1024  | 2048 |  2  |  0  | 16  |   1   |  1   | [[2, 1024, 2048]]  | bf16  |       1.49       |        1.5        |       1.52       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    281.5%     |
| 1024  | 2048 |  4  |  0  | 16  |   1   |  1   | [[4, 1024, 2048]]  | bf16  |       1.49       |       1.51        |       1.52       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    562.99%    |
| 1024  | 2048 |  8  |  0  | 16  |   1   |  1   | [[8, 1024, 2048]]  | bf16  |       1.49       |       1.51        |       1.52       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |   1125.99%    |
| 1024  | 2048 | 16  |  0  | 16  |   1   |  1   | [[16, 1024, 2048]] | bf16  |       1.48       |        1.5        |       1.52       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |   2267.19%    |
| 1024  | 2048 | 32  |  0  | 16  |   1   |  1   | [[32, 1024, 2048]] | bf16  |       1.47       |       1.51        |       1.56       |       85.89        | 0.00e+00 | 6.71e+07 |        0%        |   4565.23%    |
| 2048  | 2048 |  1  |  0  | 16  |   1   |  1   | [[1, 2048, 2048]]  | bf16  |       1.51       |       1.54        |       1.57       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    277.77%    |
| 2048  | 2048 |  2  |  0  | 16  |   1   |  1   | [[2, 2048, 2048]]  | bf16  |       1.5        |       1.51        |       1.55       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    559.24%    |
| 2048  | 2048 |  4  |  0  | 16  |   1   |  1   | [[4, 2048, 2048]]  | bf16  |       1.52       |       1.53        |       1.55       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |   1103.76%    |
| 2048  | 2048 |  8  |  0  | 16  |   1   |  1   | [[8, 2048, 2048]]  | bf16  |       1.49       |       1.51        |       1.54       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |   2251.98%    |
| 2048  | 2048 | 16  |  0  | 16  |   1   |  1   | [[16, 2048, 2048]] | bf16  |       1.51       |       1.53        |       1.56       |       85.89        | 0.00e+00 | 6.71e+07 |        0%        |    4444.3%    |
| 2048  | 2048 | 32  |  0  | 16  |   1   |  1   | [[32, 2048, 2048]] | bf16  |       1.5        |       1.54        |       1.56       |       169.77       | 0.00e+00 | 1.34e+08 |        0%        |   8947.85%    |
| 4096  | 2048 |  1  |  0  | 16  |   1   |  1   | [[1, 4096, 2048]]  | bf16  |       1.47       |       1.51        |       1.55       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    570.65%    |
| 4096  | 2048 |  2  |  0  | 16  |   1   |  1   | [[2, 4096, 2048]]  | bf16  |       1.51       |       1.52        |       1.54       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |   1111.07%    |
| 4096  | 2048 |  4  |  0  | 16  |   1   |  1   | [[4, 4096, 2048]]  | bf16  |       1.5        |       1.51        |       1.52       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |   2236.96%    |
| 4096  | 2048 |  8  |  0  | 16  |   1   |  1   | [[8, 4096, 2048]]  | bf16  |       1.48       |        1.5        |       1.53       |       85.89        | 0.00e+00 | 6.71e+07 |        0%        |   4534.38%    |
| 4096  | 2048 | 16  |  0  | 16  |   1   |  1   | [[16, 4096, 2048]] | bf16  |       1.5        |       1.51        |       1.53       |       169.77       | 0.00e+00 | 1.34e+08 |        0%        |   8947.85%    |
| 4096  | 2048 | 32  |  0  | 16  |   1   |  1   | [[32, 4096, 2048]] | bf16  |       1.49       |       1.52        |       1.53       |       337.54       | 0.00e+00 | 2.68e+08 |        0%        |   18015.8%    |
|  32   | 3072 |  1  |  0  | 16  |   1   |  1   |  [[1, 32, 3072]]   | bf16  |       0.66       |       1.39        |       1.51       |        2.12        | 0.00e+00 | 9.83e+04 |        0%        |    14.89%     |
|  32   | 3072 |  2  |  0  | 16  |   1   |  1   |  [[2, 32, 3072]]   | bf16  |       1.49       |       1.52        |       1.55       |        2.25        | 0.00e+00 | 1.97e+05 |        0%        |     13.2%     |
|  32   | 3072 |  4  |  0  | 16  |   1   |  1   |  [[4, 32, 3072]]   | bf16  |       1.5        |       1.51        |       1.52       |        2.49        | 0.00e+00 | 3.93e+05 |        0%        |    26.21%     |
|  32   | 3072 |  8  |  0  | 16  |   1   |  1   |  [[8, 32, 3072]]   | bf16  |       1.48       |       1.51        |       1.52       |        2.98        | 0.00e+00 | 7.86e+05 |        0%        |    53.14%     |
|  32   | 3072 | 16  |  0  | 16  |   1   |  1   |  [[16, 32, 3072]]  | bf16  |       1.5        |       1.51        |       1.52       |        3.97        | 0.00e+00 | 1.57e+06 |        0%        |    104.86%    |
|  32   | 3072 | 32  |  0  | 16  |   1   |  1   |  [[32, 32, 3072]]  | bf16  |       1.48       |        1.5        |       1.52       |        5.93        | 0.00e+00 | 3.15e+06 |        0%        |    212.55%    |
|  64   | 3072 |  1  |  0  | 16  |   1   |  1   |  [[1, 64, 3072]]   | bf16  |       1.47       |       1.51        |       1.53       |        2.25        | 0.00e+00 | 1.97e+05 |        0%        |    13.37%     |
|  64   | 3072 |  2  |  0  | 16  |   1   |  1   |  [[2, 64, 3072]]   | bf16  |       1.48       |       1.51        |       1.54       |        2.49        | 0.00e+00 | 3.93e+05 |        0%        |    26.57%     |
|  64   | 3072 |  4  |  0  | 16  |   1   |  1   |  [[4, 64, 3072]]   | bf16  |       1.5        |       1.52        |       1.53       |        2.98        | 0.00e+00 | 7.86e+05 |        0%        |    52.43%     |
|  64   | 3072 |  8  |  0  | 16  |   1   |  1   |  [[8, 64, 3072]]   | bf16  |       1.48       |        1.5        |       1.53       |        3.97        | 0.00e+00 | 1.57e+06 |        0%        |    106.27%    |
|  64   | 3072 | 16  |  0  | 16  |   1   |  1   |  [[16, 64, 3072]]  | bf16  |       1.5        |       1.55        |       1.61       |        5.93        | 0.00e+00 | 3.15e+06 |        0%        |    209.72%    |
|  64   | 3072 | 32  |  0  | 16  |   1   |  1   |  [[32, 64, 3072]]  | bf16  |       1.48       |        1.5        |       1.54       |        9.86        | 0.00e+00 | 6.29e+06 |        0%        |    425.1%     |
|  128  | 3072 |  1  |  0  | 16  |   1   |  1   |  [[1, 128, 3072]]  | bf16  |       1.5        |       1.52        |       1.55       |        2.49        | 0.00e+00 | 3.93e+05 |        0%        |    26.21%     |
|  128  | 3072 |  2  |  0  | 16  |   1   |  1   |  [[2, 128, 3072]]  | bf16  |       1.5        |       1.52        |       1.53       |        2.98        | 0.00e+00 | 7.86e+05 |        0%        |    52.43%     |
|  128  | 3072 |  4  |  0  | 16  |   1   |  1   |  [[4, 128, 3072]]  | bf16  |       1.52       |       1.54        |       1.56       |        3.97        | 0.00e+00 | 1.57e+06 |        0%        |    103.48%    |
|  128  | 3072 |  8  |  0  | 16  |   1   |  1   |  [[8, 128, 3072]]  | bf16  |       1.49       |        1.5        |       1.52       |        5.93        | 0.00e+00 | 3.15e+06 |        0%        |    211.12%    |
|  128  | 3072 | 16  |  0  | 16  |   1   |  1   | [[16, 128, 3072]]  | bf16  |       1.48       |       1.52        |       1.55       |        9.86        | 0.00e+00 | 6.29e+06 |        0%        |    425.1%     |
|  128  | 3072 | 32  |  0  | 16  |   1   |  1   | [[32, 128, 3072]]  | bf16  |       0.28       |        0.3        |       0.33       |       17.73        | 0.00e+00 | 1.26e+07 |        0%        |    4493.9%    |
|  256  | 3072 |  1  |  0  | 16  |   1   |  1   |  [[1, 256, 3072]]  | bf16  |       0.28       |        1.0        |       1.52       |        2.98        | 0.00e+00 | 7.86e+05 |        0%        |    280.87%    |
|  256  | 3072 |  2  |  0  | 16  |   1   |  1   |  [[2, 256, 3072]]  | bf16  |       3.09       |       3.14        |       3.18       |        3.97        | 0.00e+00 | 1.57e+06 |        0%        |     50.9%     |
|  256  | 3072 |  4  |  0  | 16  |   1   |  1   |  [[4, 256, 3072]]  | bf16  |       1.51       |       1.53        |       1.54       |        5.93        | 0.00e+00 | 3.15e+06 |        0%        |    208.33%    |
|  256  | 3072 |  8  |  0  | 16  |   1   |  1   |  [[8, 256, 3072]]  | bf16  |       1.48       |       1.52        |       1.54       |        9.86        | 0.00e+00 | 6.29e+06 |        0%        |    425.1%     |
|  256  | 3072 | 16  |  0  | 16  |   1   |  1   | [[16, 256, 3072]]  | bf16  |       1.5        |       1.53        |       1.55       |       17.73        | 0.00e+00 | 1.26e+07 |        0%        |    838.86%    |
|  256  | 3072 | 32  |  0  | 16  |   1   |  1   | [[32, 256, 3072]]  | bf16  |       1.51       |       1.52        |       1.55       |       33.46        | 0.00e+00 | 2.52e+07 |        0%        |   1666.61%    |
|  512  | 3072 |  1  |  0  | 16  |   1   |  1   |  [[1, 512, 3072]]  | bf16  |       1.5        |       1.52        |       1.54       |        3.97        | 0.00e+00 | 1.57e+06 |        0%        |    104.86%    |
|  512  | 3072 |  2  |  0  | 16  |   1   |  1   |  [[2, 512, 3072]]  | bf16  |       1.49       |       1.51        |       1.55       |        5.93        | 0.00e+00 | 3.15e+06 |        0%        |    211.12%    |
|  512  | 3072 |  4  |  0  | 16  |   1   |  1   |  [[4, 512, 3072]]  | bf16  |       1.48       |       1.51        |       1.55       |        9.86        | 0.00e+00 | 6.29e+06 |        0%        |    425.1%     |
|  512  | 3072 |  8  |  0  | 16  |   1   |  1   |  [[8, 512, 3072]]  | bf16  |       1.49       |        1.5        |       1.52       |       17.73        | 0.00e+00 | 1.26e+07 |        0%        |    844.49%    |
|  512  | 3072 | 16  |  0  | 16  |   1   |  1   | [[16, 512, 3072]]  | bf16  |       1.51       |       1.53        |       1.55       |       33.46        | 0.00e+00 | 2.52e+07 |        0%        |   1666.61%    |
|  512  | 3072 | 32  |  0  | 16  |   1   |  1   | [[32, 512, 3072]]  | bf16  |       1.5        |       1.52        |       1.54       |       64.91        | 0.00e+00 | 5.03e+07 |        0%        |   3355.44%    |
| 1024  | 3072 |  1  |  0  | 16  |   1   |  1   | [[1, 1024, 3072]]  | bf16  |       1.49       |       1.52        |       1.56       |        5.93        | 0.00e+00 | 3.15e+06 |        0%        |    211.12%    |
| 1024  | 3072 |  2  |  0  | 16  |   1   |  1   | [[2, 1024, 3072]]  | bf16  |       1.49       |       1.52        |       1.55       |        9.86        | 0.00e+00 | 6.29e+06 |        0%        |    422.25%    |
| 1024  | 3072 |  4  |  0  | 16  |   1   |  1   | [[4, 1024, 3072]]  | bf16  |       1.5        |       1.54        |       1.6        |       17.73        | 0.00e+00 | 1.26e+07 |        0%        |    838.86%    |
| 1024  | 3072 |  8  |  0  | 16  |   1   |  1   | [[8, 1024, 3072]]  | bf16  |       1.48       |       1.51        |       1.53       |       33.46        | 0.00e+00 | 2.52e+07 |        0%        |   1700.39%    |
| 1024  | 3072 | 16  |  0  | 16  |   1   |  1   | [[16, 1024, 3072]] | bf16  |       1.49       |       1.51        |       1.53       |       64.91        | 0.00e+00 | 5.03e+07 |        0%        |   3377.96%    |
| 1024  | 3072 | 32  |  0  | 16  |   1   |  1   | [[32, 1024, 3072]] | bf16  |       1.5        |       1.52        |       1.53       |       127.83       | 0.00e+00 | 1.01e+08 |        0%        |   6710.89%    |
| 2048  | 3072 |  1  |  0  | 16  |   1   |  1   | [[1, 2048, 3072]]  | bf16  |       1.49       |       1.52        |       1.56       |        9.86        | 0.00e+00 | 6.29e+06 |        0%        |    422.25%    |
| 2048  | 3072 |  2  |  0  | 16  |   1   |  1   | [[2, 2048, 3072]]  | bf16  |       1.51       |       1.52        |       1.54       |       17.73        | 0.00e+00 | 1.26e+07 |        0%        |    833.31%    |
| 2048  | 3072 |  4  |  0  | 16  |   1   |  1   | [[4, 2048, 3072]]  | bf16  |       1.45       |       1.48        |       1.49       |       33.46        | 0.00e+00 | 2.52e+07 |        0%        |   1735.57%    |
| 2048  | 3072 |  8  |  0  | 16  |   1   |  1   | [[8, 2048, 3072]]  | bf16  |       1.48       |       1.51        |       1.53       |       64.91        | 0.00e+00 | 5.03e+07 |        0%        |   3400.79%    |
| 2048  | 3072 | 16  |  0  | 16  |   1   |  1   | [[16, 2048, 3072]] | bf16  |       1.51       |       1.53        |       1.55       |       127.83       | 0.00e+00 | 1.01e+08 |        0%        |   6666.44%    |
| 2048  | 3072 | 32  |  0  | 16  |   1   |  1   | [[32, 2048, 3072]] | bf16  |       1.5        |       1.51        |       1.54       |       253.66       | 0.00e+00 | 2.01e+08 |        0%        |   13421.77%   |
| 4096  | 3072 |  1  |  0  | 16  |   1   |  1   | [[1, 4096, 3072]]  | bf16  |       0.31       |       1.33        |       1.54       |       17.73        | 0.00e+00 | 1.26e+07 |        0%        |    4059.0%    |
| 4096  | 3072 |  2  |  0  | 16  |   1   |  1   | [[2, 4096, 3072]]  | bf16  |       1.48       |        1.5        |       1.52       |       33.46        | 0.00e+00 | 2.52e+07 |        0%        |   1700.39%    |
| 4096  | 3072 |  4  |  0  | 16  |   1   |  1   | [[4, 4096, 3072]]  | bf16  |       1.48       |        1.5        |       1.54       |       64.91        | 0.00e+00 | 5.03e+07 |        0%        |   3400.79%    |
| 4096  | 3072 |  8  |  0  | 16  |   1   |  1   | [[8, 4096, 3072]]  | bf16  |       1.49       |        1.5        |       1.52       |       127.83       | 0.00e+00 | 1.01e+08 |        0%        |   6755.93%    |
