Test Case: H20SXM_aten_slice
|   M   |  N   |  B  | dim | end | start | step |    input_shape     | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
| 4096  | 512  | N/A |  1  | -1  |   1   |  1   |   [[4096, 512]]    | bf16  |       0.73       |       0.76        |       0.79       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    143.64%    |
| 8192  | 512  | N/A |  1  | -1  |   1   |  1   |   [[8192, 512]]    | bf16  |       0.75       |       0.78        |       0.82       |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    279.62%    |
| 16384 | 512  | N/A |  1  | -1  |   1   |  1   |   [[16384, 512]]   | bf16  |       0.75       |       0.76        |       0.79       |        7.24        | 0.00e+00 | 8.39e+06 |        0%        |    559.24%    |
| 32768 | 512  | N/A |  1  | -1  |   1   |  1   |   [[32768, 512]]   | bf16  |       0.74       |       0.77        |       0.81       |       12.49        | 0.00e+00 | 1.68e+07 |        0%        |    1133.6%    |
|  32   | 768  | N/A |  1  | -1  |   1   |  1   |    [[32, 768]]     | bf16  |       0.74       |       0.77        |       0.81       |        2.02        | 0.00e+00 | 2.46e+04 |        0%        |     1.66%     |
|  64   | 768  | N/A |  1  | -1  |   1   |  1   |    [[64, 768]]     | bf16  |       0.72       |       0.76        |       0.78       |        2.03        | 0.00e+00 | 4.92e+04 |        0%        |     3.41%     |
|  128  | 768  | N/A |  1  | -1  |   1   |  1   |    [[128, 768]]    | bf16  |       0.75       |       0.78        |       0.83       |        2.06        | 0.00e+00 | 9.83e+04 |        0%        |     6.55%     |
|  256  | 768  | N/A |  1  | -1  |   1   |  1   |    [[256, 768]]    | bf16  |       0.76       |       0.77        |       0.8        |        2.12        | 0.00e+00 | 1.97e+05 |        0%        |    12.93%     |
|  512  | 768  | N/A |  1  | -1  |   1   |  1   |    [[512, 768]]    | bf16  |       0.73       |       0.76        |       0.82       |        2.25        | 0.00e+00 | 3.93e+05 |        0%        |    26.93%     |
| 1024  | 768  | N/A |  1  | -1  |   1   |  1   |   [[1024, 768]]    | bf16  |       0.74       |       0.77        |       0.8        |        2.49        | 0.00e+00 | 7.86e+05 |        0%        |    53.14%     |
| 2048  | 768  | N/A |  1  | -1  |   1   |  1   |   [[2048, 768]]    | bf16  |       0.75       |       0.79        |       0.89       |        2.98        | 0.00e+00 | 1.57e+06 |        0%        |    104.86%    |
| 4096  | 768  | N/A |  1  | -1  |   1   |  1   |   [[4096, 768]]    | bf16  |       0.74       |       0.77        |       0.81       |        3.97        | 0.00e+00 | 3.15e+06 |        0%        |    212.55%    |
| 8192  | 768  | N/A |  1  | -1  |   1   |  1   |   [[8192, 768]]    | bf16  |       0.73       |       0.77        |       0.84       |        5.93        | 0.00e+00 | 6.29e+06 |        0%        |    430.92%    |
| 16384 | 768  | N/A |  1  | -1  |   1   |  1   |   [[16384, 768]]   | bf16  |       0.74       |       0.77        |       0.81       |        9.86        | 0.00e+00 | 1.26e+07 |        0%        |    850.2%     |
| 32768 | 768  | N/A |  1  | -1  |   1   |  1   |   [[32768, 768]]   | bf16  |       0.72       |       0.74        |       0.78       |       17.73        | 0.00e+00 | 2.52e+07 |        0%        |   1747.63%    |
|  32   | 2048 | N/A |  1  | -1  |   1   |  1   |    [[32, 2048]]    | bf16  |       0.74       |       0.78        |       0.83       |        2.04        | 0.00e+00 | 6.55e+04 |        0%        |     4.43%     |
|  64   | 2048 | N/A |  1  | -1  |   1   |  1   |    [[64, 2048]]    | bf16  |       0.74       |       0.77        |       0.81       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.86%     |
|  128  | 2048 | N/A |  1  | -1  |   1   |  1   |   [[128, 2048]]    | bf16  |       0.74       |       0.76        |       0.8        |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.71%     |
|  256  | 2048 | N/A |  1  | -1  |   1   |  1   |   [[256, 2048]]    | bf16  |       0.74       |       0.76        |       0.77       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    35.42%     |
|  512  | 2048 | N/A |  1  | -1  |   1   |  1   |   [[512, 2048]]    | bf16  |       0.57       |       0.64        |       0.72       |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    91.98%     |
| 1024  | 2048 | N/A |  1  | -1  |   1   |  1   |   [[1024, 2048]]   | bf16  |       0.74       |       0.77        |       0.82       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    141.7%     |
| 2048  | 2048 | N/A |  1  | -1  |   1   |  1   |   [[2048, 2048]]   | bf16  |       0.36       |       0.37        |       0.38       |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    582.54%    |
| 4096  | 2048 | N/A |  1  | -1  |   1   |  1   |   [[4096, 2048]]   | bf16  |       0.73       |       0.75        |       0.79       |        7.24        | 0.00e+00 | 8.39e+06 |        0%        |    574.56%    |
| 8192  | 2048 | N/A |  1  | -1  |   1   |  1   |   [[8192, 2048]]   | bf16  |       0.74       |       0.76        |       0.85       |       12.49        | 0.00e+00 | 1.68e+07 |        0%        |    1133.6%    |
| 16384 | 2048 | N/A |  1  | -1  |   1   |  1   |  [[16384, 2048]]   | bf16  |       0.73       |       0.77        |       0.78       |       22.97        | 0.00e+00 | 3.36e+07 |        0%        |   2298.25%    |
| 32768 | 2048 | N/A |  1  | -1  |   1   |  1   |  [[32768, 2048]]   | bf16  |       0.74       |       0.76        |       0.78       |       43.94        | 0.00e+00 | 6.71e+07 |        0%        |   4534.38%    |
|  32   | 3072 | N/A |  1  | -1  |   1   |  1   |    [[32, 3072]]    | bf16  |       0.73       |       0.76        |       0.82       |        2.06        | 0.00e+00 | 9.83e+04 |        0%        |     6.73%     |
|  64   | 3072 | N/A |  1  | -1  |   1   |  1   |    [[64, 3072]]    | bf16  |       0.73       |       0.77        |       0.83       |        2.12        | 0.00e+00 | 1.97e+05 |        0%        |    13.47%     |
|  128  | 3072 | N/A |  1  | -1  |   1   |  1   |   [[128, 3072]]    | bf16  |       0.72       |       0.76        |       0.78       |        2.25        | 0.00e+00 | 3.93e+05 |        0%        |    27.31%     |
|  256  | 3072 | N/A |  1  | -1  |   1   |  1   |   [[256, 3072]]    | bf16  |       0.73       |       0.77        |       0.84       |        2.49        | 0.00e+00 | 7.86e+05 |        0%        |    53.87%     |
|  512  | 3072 | N/A |  1  | -1  |   1   |  1   |   [[512, 3072]]    | bf16  |       0.73       |       0.77        |       0.9        |        2.98        | 0.00e+00 | 1.57e+06 |        0%        |    107.73%    |
| 1024  | 3072 | N/A |  1  | -1  |   1   |  1   |   [[1024, 3072]]   | bf16  |       0.75       |       0.78        |       0.83       |        3.97        | 0.00e+00 | 3.15e+06 |        0%        |    209.72%    |
| 2048  | 3072 | N/A |  1  | -1  |   1   |  1   |   [[2048, 3072]]   | bf16  |       0.72       |       0.74        |       0.77       |        5.93        | 0.00e+00 | 6.29e+06 |        0%        |    436.91%    |
| 4096  | 3072 | N/A |  1  | -1  |   1   |  1   |   [[4096, 3072]]   | bf16  |       0.73       |       0.76        |       0.79       |        9.86        | 0.00e+00 | 1.26e+07 |        0%        |    861.84%    |
| 8192  | 3072 | N/A |  1  | -1  |   1   |  1   |   [[8192, 3072]]   | bf16  |       0.73       |       0.76        |       0.82       |       17.73        | 0.00e+00 | 2.52e+07 |        0%        |   1723.69%    |
| 16384 | 3072 | N/A |  1  | -1  |   1   |  1   |  [[16384, 3072]]   | bf16  |       0.73       |       0.76        |       0.8        |       33.46        | 0.00e+00 | 5.03e+07 |        0%        |   3447.37%    |
| 32768 | 3072 | N/A |  1  | -1  |   1   |  1   |  [[32768, 3072]]   | bf16  |       0.73       |       0.75        |       0.78       |       64.91        | 0.00e+00 | 1.01e+08 |        0%        |   6894.75%    |
|  32   | 4096 | N/A |  1  | -1  |   1   |  1   |    [[32, 4096]]    | bf16  |       0.73       |       0.75        |       0.78       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.98%     |
|  64   | 4096 | N/A |  1  | -1  |   1   |  1   |    [[64, 4096]]    | bf16  |       0.73       |       0.76        |       0.79       |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.96%     |
|  128  | 4096 | N/A |  1  | -1  |   1   |  1   |   [[128, 4096]]    | bf16  |       0.73       |       0.76        |       0.79       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    35.91%     |
|  256  | 4096 | N/A |  1  | -1  |   1   |  1   |   [[256, 4096]]    | bf16  |       0.73       |       0.75        |       0.79       |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    71.82%     |
|  512  | 4096 | N/A |  1  | -1  |   1   |  1   |   [[512, 4096]]    | bf16  |       0.73       |       0.76        |       0.82       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    143.64%    |
| 1024  | 4096 | N/A |  1  | -1  |   1   |  1   |   [[1024, 4096]]   | bf16  |       0.73       |       0.76        |       0.8        |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    287.28%    |
| 2048  | 4096 | N/A |  1  | -1  |   1   |  1   |   [[2048, 4096]]   | bf16  |       0.74       |       0.76        |       0.8        |        7.24        | 0.00e+00 | 8.39e+06 |        0%        |    566.8%     |
| 4096  | 4096 | N/A |  1  | -1  |   1   |  1   |   [[4096, 4096]]   | bf16  |       0.74       |       0.76        |       0.8        |       12.49        | 0.00e+00 | 1.68e+07 |        0%        |    1133.6%    |
| 8192  | 4096 | N/A |  1  | -1  |   1   |  1   |   [[8192, 4096]]   | bf16  |       0.74       |       0.76        |       0.81       |       22.97        | 0.00e+00 | 3.36e+07 |        0%        |   2267.19%    |
| 16384 | 4096 | N/A |  1  | -1  |   1   |  1   |  [[16384, 4096]]   | bf16  |       0.74       |       0.77        |       0.81       |       43.94        | 0.00e+00 | 6.71e+07 |        0%        |   4534.38%    |
| 32768 | 4096 | N/A |  1  | -1  |   1   |  1   |  [[32768, 4096]]   | bf16  |       0.73       |       0.76        |       0.81       |       85.89        | 0.00e+00 | 1.34e+08 |        0%        |    9193.0%    |
|  32   | 8192 | N/A |  1  | -1  |   1   |  1   |    [[32, 8192]]    | bf16  |       0.74       |       0.77        |       0.8        |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.71%     |
|  64   | 8192 | N/A |  1  | -1  |   1   |  1   |    [[64, 8192]]    | bf16  |       0.74       |       0.77        |       0.82       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    35.42%     |
|  128  | 8192 | N/A |  1  | -1  |   1   |  1   |   [[128, 8192]]    | bf16  |       0.74       |       0.77        |       0.79       |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    70.85%     |
|  256  | 8192 | N/A |  1  | -1  |   1   |  1   |   [[256, 8192]]    | bf16  |       0.74       |       0.76        |       0.78       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    141.7%     |
|  512  | 8192 | N/A |  1  | -1  |   1   |  1   |   [[512, 8192]]    | bf16  |       0.74       |       0.76        |       0.81       |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    283.4%     |
| 1024  | 8192 | N/A |  1  | -1  |   1   |  1   |   [[1024, 8192]]   | bf16  |       0.73       |       0.77        |       0.86       |        7.24        | 0.00e+00 | 8.39e+06 |        0%        |    574.56%    |
| 2048  | 8192 | N/A |  1  | -1  |   1   |  1   |   [[2048, 8192]]   | bf16  |       0.73       |       0.77        |       0.8        |       12.49        | 0.00e+00 | 1.68e+07 |        0%        |   1149.12%    |
| 4096  | 8192 | N/A |  1  | -1  |   1   |  1   |   [[4096, 8192]]   | bf16  |       0.74       |       0.75        |       0.78       |       22.97        | 0.00e+00 | 3.36e+07 |        0%        |   2267.19%    |
| 8192  | 8192 | N/A |  1  | -1  |   1   |  1   |   [[8192, 8192]]   | bf16  |       0.74       |       0.78        |       0.82       |       43.94        | 0.00e+00 | 6.71e+07 |        0%        |   4534.38%    |
| 16384 | 8192 | N/A |  1  | -1  |   1   |  1   |  [[16384, 8192]]   | bf16  |       0.74       |       0.76        |       0.81       |       85.89        | 0.00e+00 | 1.34e+08 |        0%        |   9068.77%    |
| 32768 | 8192 | N/A |  1  | -1  |   1   |  1   |  [[32768, 8192]]   | bf16  |       0.76       |       0.78        |       0.8        |       169.77       | 0.00e+00 | 2.68e+08 |        0%        |   17660.23%   |
|  32   |  32  | N/A |  1  | -1  |   4   |  1   |     [[32, 32]]     | bf16  |       0.75       |       0.76        |       0.78       |        2.0         | 0.00e+00 | 1.02e+03 |        0%        |     0.07%     |
|  64   |  32  | N/A |  1  | -1  |   4   |  1   |     [[64, 32]]     | bf16  |       0.76       |       0.79        |       0.81       |        2.0         | 0.00e+00 | 2.05e+03 |        0%        |     0.13%     |
|  128  |  32  | N/A |  1  | -1  |   4   |  1   |    [[128, 32]]     | bf16  |       0.74       |       0.78        |       0.81       |        2.0         | 0.00e+00 | 4.10e+03 |        0%        |     0.28%     |
|  256  |  32  | N/A |  1  | -1  |   4   |  1   |    [[256, 32]]     | bf16  |       0.74       |       0.77        |       0.82       |        2.01        | 0.00e+00 | 8.19e+03 |        0%        |     0.55%     |
|  512  |  32  | N/A |  1  | -1  |   4   |  1   |    [[512, 32]]     | bf16  |       0.74       |       0.77        |       0.8        |        2.01        | 0.00e+00 | 1.64e+04 |        0%        |     1.11%     |
| 1024  |  32  | N/A |  1  | -1  |   4   |  1   |    [[1024, 32]]    | bf16  |       0.74       |       0.76        |       0.78       |        2.02        | 0.00e+00 | 3.28e+04 |        0%        |     2.21%     |
| 2048  |  32  | N/A |  1  | -1  |   4   |  1   |    [[2048, 32]]    | bf16  |       0.76       |       0.78        |       0.82       |        2.04        | 0.00e+00 | 6.55e+04 |        0%        |     4.31%     |
| 4096  |  32  | N/A |  1  | -1  |   4   |  1   |    [[4096, 32]]    | bf16  |       0.74       |       0.77        |       0.8        |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.86%     |
| 8192  |  32  | N/A |  1  | -1  |   4   |  1   |    [[8192, 32]]    | bf16  |       0.74       |       0.76        |       0.81       |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.71%     |
| 16384 |  32  | N/A |  1  | -1  |   4   |  1   |   [[16384, 32]]    | bf16  |       0.75       |       0.77        |       0.8        |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    34.95%     |
| 32768 |  32  | N/A |  1  | -1  |   4   |  1   |   [[32768, 32]]    | bf16  |       0.74       |       0.78        |       0.83       |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    70.85%     |
|  32   |  64  | N/A |  1  | -1  |   4   |  1   |     [[32, 64]]     | bf16  |       0.74       |       0.78        |       0.81       |        2.0         | 0.00e+00 | 2.05e+03 |        0%        |     0.14%     |
|  64   |  64  | N/A |  1  | -1  |   4   |  1   |     [[64, 64]]     | bf16  |       0.75       |       0.78        |       0.83       |        2.0         | 0.00e+00 | 4.10e+03 |        0%        |     0.27%     |
|  128  |  64  | N/A |  1  | -1  |   4   |  1   |    [[128, 64]]     | bf16  |       0.75       |       0.77        |       0.82       |        2.01        | 0.00e+00 | 8.19e+03 |        0%        |     0.55%     |
|  256  |  64  | N/A |  1  | -1  |   4   |  1   |    [[256, 64]]     | bf16  |       0.74       |       0.77        |       0.81       |        2.01        | 0.00e+00 | 1.64e+04 |        0%        |     1.11%     |
|  512  |  64  | N/A |  1  | -1  |   4   |  1   |    [[512, 64]]     | bf16  |       0.75       |       0.77        |       0.79       |        2.02        | 0.00e+00 | 3.28e+04 |        0%        |     2.18%     |
| 1024  |  64  | N/A |  1  | -1  |   4   |  1   |    [[1024, 64]]    | bf16  |       0.75       |       0.78        |       0.82       |        2.04        | 0.00e+00 | 6.55e+04 |        0%        |     4.37%     |
| 2048  |  64  | N/A |  1  | -1  |   4   |  1   |    [[2048, 64]]    | bf16  |       0.75       |       0.77        |       0.79       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.74%     |
| 4096  |  64  | N/A |  1  | -1  |   4   |  1   |    [[4096, 64]]    | bf16  |       0.74       |       0.77        |       0.83       |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.71%     |
| 8192  |  64  | N/A |  1  | -1  |   4   |  1   |    [[8192, 64]]    | bf16  |       0.76       |       0.78        |       0.81       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    34.49%     |
| 16384 |  64  | N/A |  1  | -1  |   4   |  1   |   [[16384, 64]]    | bf16  |       0.74       |       0.76        |       0.8        |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    70.85%     |
| 32768 |  64  | N/A |  1  | -1  |   4   |  1   |   [[32768, 64]]    | bf16  |       0.75       |       0.77        |       0.8        |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    139.81%    |
|  32   | 128  | N/A |  1  | -1  |   4   |  1   |    [[32, 128]]     | bf16  |       0.74       |       0.77        |       0.8        |        2.0         | 0.00e+00 | 4.10e+03 |        0%        |     0.28%     |
|  64   | 128  | N/A |  1  | -1  |   4   |  1   |    [[64, 128]]     | bf16  |       0.76       |       0.78        |       0.8        |        2.01        | 0.00e+00 | 8.19e+03 |        0%        |     0.54%     |
|  128  | 128  | N/A |  1  | -1  |   4   |  1   |    [[128, 128]]    | bf16  |       0.74       |       0.76        |       0.78       |        2.01        | 0.00e+00 | 1.64e+04 |        0%        |     1.11%     |
|  256  | 128  | N/A |  1  | -1  |   4   |  1   |    [[256, 128]]    | bf16  |       0.75       |       0.77        |       0.81       |        2.02        | 0.00e+00 | 3.28e+04 |        0%        |     2.18%     |
|  512  | 128  | N/A |  1  | -1  |   4   |  1   |    [[512, 128]]    | bf16  |       0.75       |       0.77        |       0.79       |        2.04        | 0.00e+00 | 6.55e+04 |        0%        |     4.37%     |
| 1024  | 128  | N/A |  1  | -1  |   4   |  1   |   [[1024, 128]]    | bf16  |       0.73       |       0.77        |       0.79       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.98%     |
| 2048  | 128  | N/A |  1  | -1  |   4   |  1   |   [[2048, 128]]    | bf16  |       0.74       |       0.76        |       0.8        |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.71%     |
| 4096  | 128  | N/A |  1  | -1  |   4   |  1   |   [[4096, 128]]    | bf16  |       0.53       |       0.65        |       0.92       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    49.46%     |
| 8192  | 128  | N/A |  1  | -1  |   4   |  1   |   [[8192, 128]]    | bf16  |       0.36       |       0.37        |       0.38       |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    145.64%    |
| 16384 | 128  | N/A |  1  | -1  |   4   |  1   |   [[16384, 128]]   | bf16  |       0.37       |       0.38        |       0.38       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    283.4%     |
| 32768 | 128  | N/A |  1  | -1  |   4   |  1   |   [[32768, 128]]   | bf16  |       0.36       |       0.37        |       0.38       |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    582.54%    |
|  32   | 512  | N/A |  1  | -1  |   4   |  1   |    [[32, 512]]     | bf16  |       0.36       |       0.37        |       0.38       |        2.01        | 0.00e+00 | 1.64e+04 |        0%        |     2.28%     |
|  64   | 512  | N/A |  1  | -1  |   4   |  1   |    [[64, 512]]     | bf16  |       0.36       |       0.37        |       0.38       |        2.02        | 0.00e+00 | 3.28e+04 |        0%        |     4.55%     |
|  128  | 512  | N/A |  1  | -1  |   4   |  1   |    [[128, 512]]    | bf16  |       0.36       |       0.37        |       0.38       |        2.04        | 0.00e+00 | 6.55e+04 |        0%        |     9.1%      |
|  256  | 512  | N/A |  1  | -1  |   4   |  1   |    [[256, 512]]    | bf16  |       0.75       |       0.78        |       0.83       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.74%     |
|  512  | 512  | N/A |  1  | -1  |   4   |  1   |    [[512, 512]]    | bf16  |       0.75       |       0.77        |       0.8        |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.48%     |
| 1024  | 512  | N/A |  1  | -1  |   4   |  1   |   [[1024, 512]]    | bf16  |       0.75       |       0.76        |       0.78       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    34.95%     |
| 2048  | 512  | N/A |  1  | -1  |   4   |  1   |   [[2048, 512]]    | bf16  |       0.75       |       0.77        |       0.8        |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    69.91%     |
| 4096  | 512  | N/A |  1  | -1  |   4   |  1   |   [[4096, 512]]    | bf16  |       0.74       |       0.77        |       0.8        |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    141.7%     |
| 8192  | 512  | N/A |  1  | -1  |   4   |  1   |   [[8192, 512]]    | bf16  |       0.76       |       0.78        |       0.8        |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    275.94%    |
| 16384 | 512  | N/A |  1  | -1  |   4   |  1   |   [[16384, 512]]   | bf16  |       0.73       |       0.77        |       0.8        |        7.24        | 0.00e+00 | 8.39e+06 |        0%        |    574.56%    |
| 32768 | 512  | N/A |  1  | -1  |   4   |  1   |   [[32768, 512]]   | bf16  |       0.75       |       0.77        |       0.81       |       12.49        | 0.00e+00 | 1.68e+07 |        0%        |   1118.48%    |
|  32   | 768  | N/A |  1  | -1  |   4   |  1   |    [[32, 768]]     | bf16  |       0.73       |       0.76        |       0.78       |        2.02        | 0.00e+00 | 2.46e+04 |        0%        |     1.68%     |
|  64   | 768  | N/A |  1  | -1  |   4   |  1   |    [[64, 768]]     | bf16  |       0.74       |       0.77        |       0.79       |        2.03        | 0.00e+00 | 4.92e+04 |        0%        |     3.32%     |
|  128  | 768  | N/A |  1  | -1  |   4   |  1   |    [[128, 768]]    | bf16  |       0.76       |        0.8        |       0.87       |        2.06        | 0.00e+00 | 9.83e+04 |        0%        |     6.47%     |
|  256  | 768  | N/A |  1  | -1  |   4   |  1   |    [[256, 768]]    | bf16  |       0.75       |       0.77        |       0.78       |        2.12        | 0.00e+00 | 1.97e+05 |        0%        |    13.11%     |
|  512  | 768  | N/A |  1  | -1  |   4   |  1   |    [[512, 768]]    | bf16  |       0.74       |       0.77        |       0.81       |        2.25        | 0.00e+00 | 3.93e+05 |        0%        |    26.57%     |
| 1024  | 768  | N/A |  1  | -1  |   4   |  1   |   [[1024, 768]]    | bf16  |       0.73       |       0.75        |       0.79       |        2.49        | 0.00e+00 | 7.86e+05 |        0%        |    53.87%     |
| 2048  | 768  | N/A |  1  | -1  |   4   |  1   |   [[2048, 768]]    | bf16  |       0.75       |       0.77        |       0.83       |        2.98        | 0.00e+00 | 1.57e+06 |        0%        |    104.86%    |
| 4096  | 768  | N/A |  1  | -1  |   4   |  1   |   [[4096, 768]]    | bf16  |       0.75       |       0.77        |       0.82       |        3.97        | 0.00e+00 | 3.15e+06 |        0%        |    209.72%    |
| 8192  | 768  | N/A |  1  | -1  |   4   |  1   |   [[8192, 768]]    | bf16  |       0.36       |       0.37        |       0.38       |        5.93        | 0.00e+00 | 6.29e+06 |        0%        |    873.81%    |
| 16384 | 768  | N/A |  1  | -1  |   4   |  1   |   [[16384, 768]]   | bf16  |       0.74       |       0.76        |       0.78       |        9.86        | 0.00e+00 | 1.26e+07 |        0%        |    850.2%     |
| 32768 | 768  | N/A |  1  | -1  |   4   |  1   |   [[32768, 768]]   | bf16  |       0.75       |       0.78        |       0.82       |       17.73        | 0.00e+00 | 2.52e+07 |        0%        |   1677.72%    |
|  32   | 2048 | N/A |  1  | -1  |   4   |  1   |    [[32, 2048]]    | bf16  |       0.75       |       0.77        |       0.8        |        2.04        | 0.00e+00 | 6.55e+04 |        0%        |     4.37%     |
|  64   | 2048 | N/A |  1  | -1  |   4   |  1   |    [[64, 2048]]    | bf16  |       0.76       |       0.78        |       0.79       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.62%     |
|  128  | 2048 | N/A |  1  | -1  |   4   |  1   |   [[128, 2048]]    | bf16  |       0.74       |       0.76        |       0.79       |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.71%     |
|  256  | 2048 | N/A |  1  | -1  |   4   |  1   |   [[256, 2048]]    | bf16  |       0.74       |       0.76        |       0.79       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    35.42%     |
|  512  | 2048 | N/A |  1  | -1  |   4   |  1   |   [[512, 2048]]    | bf16  |       0.74       |       0.77        |       0.8        |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    70.85%     |
| 1024  | 2048 | N/A |  1  | -1  |   4   |  1   |   [[1024, 2048]]   | bf16  |       0.74       |       0.76        |       0.79       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    141.7%     |
| 2048  | 2048 | N/A |  1  | -1  |   4   |  1   |   [[2048, 2048]]   | bf16  |       0.74       |       0.77        |       0.8        |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    283.4%     |
| 4096  | 2048 | N/A |  1  | -1  |   4   |  1   |   [[4096, 2048]]   | bf16  |       0.74       |       0.77        |       0.82       |        7.24        | 0.00e+00 | 8.39e+06 |        0%        |    566.8%     |
| 8192  | 2048 | N/A |  1  | -1  |   4   |  1   |   [[8192, 2048]]   | bf16  |       0.73       |       0.76        |       0.81       |       12.49        | 0.00e+00 | 1.68e+07 |        0%        |   1149.12%    |
| 16384 | 2048 | N/A |  1  | -1  |   4   |  1   |  [[16384, 2048]]   | bf16  |       0.76       |       0.78        |       0.81       |       22.97        | 0.00e+00 | 3.36e+07 |        0%        |   2207.53%    |
| 32768 | 2048 | N/A |  1  | -1  |   4   |  1   |  [[32768, 2048]]   | bf16  |       0.75       |       0.77        |       0.79       |       43.94        | 0.00e+00 | 6.71e+07 |        0%        |   4473.92%    |
|  32   | 3072 | N/A |  1  | -1  |   4   |  1   |    [[32, 3072]]    | bf16  |       0.74       |       0.77        |       0.81       |        2.06        | 0.00e+00 | 9.83e+04 |        0%        |     6.64%     |
|  64   | 3072 | N/A |  1  | -1  |   4   |  1   |    [[64, 3072]]    | bf16  |       0.74       |       0.76        |       0.78       |        2.12        | 0.00e+00 | 1.97e+05 |        0%        |    13.28%     |
|  128  | 3072 | N/A |  1  | -1  |   4   |  1   |   [[128, 3072]]    | bf16  |       0.76       |       0.78        |       0.8        |        2.25        | 0.00e+00 | 3.93e+05 |        0%        |    25.87%     |
|  256  | 3072 | N/A |  1  | -1  |   4   |  1   |   [[256, 3072]]    | bf16  |       0.74       |       0.76        |       0.79       |        2.49        | 0.00e+00 | 7.86e+05 |        0%        |    53.14%     |
|  512  | 3072 | N/A |  1  | -1  |   4   |  1   |   [[512, 3072]]    | bf16  |       0.7        |       0.75        |       0.77       |        2.98        | 0.00e+00 | 1.57e+06 |        0%        |    112.35%    |
| 1024  | 3072 | N/A |  1  | -1  |   4   |  1   |   [[1024, 3072]]   | bf16  |       0.74       |       0.77        |       0.8        |        3.97        | 0.00e+00 | 3.15e+06 |        0%        |    212.55%    |
| 2048  | 3072 | N/A |  1  | -1  |   4   |  1   |   [[2048, 3072]]   | bf16  |       0.74       |       0.77        |       0.82       |        5.93        | 0.00e+00 | 6.29e+06 |        0%        |    425.1%     |
| 4096  | 3072 | N/A |  1  | -1  |   4   |  1   |   [[4096, 3072]]   | bf16  |       0.51       |       0.68        |       0.82       |        9.86        | 0.00e+00 | 1.26e+07 |        0%        |   1233.62%    |
| 8192  | 3072 | N/A |  1  | -1  |   4   |  1   |   [[8192, 3072]]   | bf16  |       0.77       |       0.79        |       0.8        |       17.73        | 0.00e+00 | 2.52e+07 |        0%        |   1634.14%    |
| 16384 | 3072 | N/A |  1  | -1  |   4   |  1   |  [[16384, 3072]]   | bf16  |       0.74       |       0.78        |       0.88       |       33.46        | 0.00e+00 | 5.03e+07 |        0%        |   3400.79%    |
