Test Case: H20SXM_apex_fused_rotary_positional_embedding.backward
|  M  |  N  |      _tensor       | _val  |      input_shape       | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
| 32  | 256 | [32768, 1, 1, 256] | False | [[32768, 1, 32, 256]]  | bf16  |      952.68      |      953.02       |      953.39      |       337.54       | 4.29e+09 | 5.37e+08 |      10.25%      |    28.18%     |
| 32  | 256 | [65536, 1, 1, 256] | False | [[65536, 1, 32, 256]]  | bf16  |     1892.51      |      1893.17      |     1893.81      |       673.09       | 8.59e+09 | 1.07e+09 |      10.32%      |    28.37%     |
| 64  | 256 |   [1, 1, 1, 256]   | False |   [[1, 1, 64, 256]]    | bf16  |       12.6       |       12.64       |       12.7       |        2.02        | 2.62e+05 | 3.28e+04 |      0.05%       |     0.13%     |
| 64  | 256 |   [2, 1, 1, 256]   | False |   [[2, 1, 64, 256]]    | bf16  |      12.68       |       12.71       |      12.74       |        2.04        | 5.24e+05 | 6.55e+04 |      0.09%       |     0.26%     |
| 64  | 256 |   [4, 1, 1, 256]   | False |   [[4, 1, 64, 256]]    | bf16  |      12.82       |       12.84       |      12.87       |        2.08        | 1.05e+06 | 1.31e+05 |      0.19%       |     0.51%     |
| 64  | 256 |  [256, 1, 1, 256]  | False |  [[256, 1, 64, 256]]   | bf16  |      20.05       |       20.14       |      20.23       |        7.24        | 6.71e+07 | 8.39e+06 |      7.61%       |    20.92%     |
| 64  | 256 |  [512, 1, 1, 256]  | False |  [[512, 1, 64, 256]]   | bf16  |      29.12       |       29.25       |      29.34       |       12.49        | 1.34e+08 | 1.68e+07 |      10.48%      |    28.81%     |
| 64  | 256 | [1024, 1, 1, 256]  | False |  [[1024, 1, 64, 256]]  | bf16  |      65.83       |       66.03       |      66.24       |       22.97        | 2.68e+08 | 3.36e+07 |      9.27%       |    25.49%     |
| 64  | 256 | [2048, 1, 1, 256]  | False |  [[2048, 1, 64, 256]]  | bf16  |      121.75      |      121.87       |      122.0       |       43.94        | 5.37e+08 | 6.71e+07 |      10.02%      |    27.56%     |
| 64  | 256 | [4096, 1, 1, 256]  | False |  [[4096, 1, 64, 256]]  | bf16  |      221.68      |      221.73       |      221.78      |       85.89        | 1.07e+09 | 1.34e+08 |      11.01%      |    30.27%     |
| 64  | 256 | [8192, 1, 1, 256]  | False |  [[8192, 1, 64, 256]]  | bf16  |      430.07      |      430.12       |      430.18      |       169.77       | 2.15e+09 | 2.68e+08 |      11.35%      |    31.21%     |
| 64  | 256 | [16384, 1, 1, 256] | False | [[16384, 1, 64, 256]]  | bf16  |      837.74      |      837.99       |      838.25      |       337.54       | 4.29e+09 | 5.37e+08 |      11.65%      |    32.04%     |
| 64  | 256 | [32768, 1, 1, 256] | False | [[32768, 1, 64, 256]]  | bf16  |     1658.16      |      1658.57      |     1658.95      |       673.09       | 8.59e+09 | 1.07e+09 |      11.77%      |    32.38%     |
| 64  | 256 | [65536, 1, 1, 256] | False | [[65536, 1, 64, 256]]  | bf16  |     3295.09      |      3296.09      |     3297.23      |      1344.18       | 1.72e+10 | 2.15e+09 |      11.85%      |    32.59%     |
| 128 | 256 |   [1, 1, 1, 256]   | False |   [[1, 1, 128, 256]]   | bf16  |      20.55       |       20.6        |      20.65       |        2.04        | 5.24e+05 | 6.55e+04 |      0.06%       |     0.16%     |
| 128 | 256 |   [2, 1, 1, 256]   | False |   [[2, 1, 128, 256]]   | bf16  |       20.9       |       20.95       |       21.0       |        2.08        | 1.05e+06 | 1.31e+05 |      0.11%       |     0.31%     |
| 128 | 256 |   [4, 1, 1, 256]   | False |   [[4, 1, 128, 256]]   | bf16  |      20.91       |       20.98       |      21.06       |        2.16        | 2.10e+06 | 2.62e+05 |      0.23%       |     0.63%     |
| 128 | 256 |  [256, 1, 1, 256]  | False |  [[256, 1, 128, 256]]  | bf16  |      41.37       |       41.67       |      41.97       |       12.49        | 1.34e+08 | 1.68e+07 |      7.37%       |    20.28%     |
| 128 | 256 |  [512, 1, 1, 256]  | False |  [[512, 1, 128, 256]]  | bf16  |      69.55       |       69.65       |      69.73       |       22.97        | 2.68e+08 | 3.36e+07 |      8.77%       |    24.12%     |
| 128 | 256 | [1024, 1, 1, 256]  | False | [[1024, 1, 128, 256]]  | bf16  |      142.53      |      142.73       |      142.92      |       43.94        | 5.37e+08 | 6.71e+07 |      8.56%       |    23.54%     |
| 128 | 256 | [2048, 1, 1, 256]  | False | [[2048, 1, 128, 256]]  | bf16  |      277.46      |      277.83       |      278.15      |       85.89        | 1.07e+09 | 1.34e+08 |       8.8%       |    24.19%     |
| 128 | 256 | [4096, 1, 1, 256]  | False | [[4096, 1, 128, 256]]  | bf16  |      520.57      |      520.72       |      520.85      |       169.77       | 2.15e+09 | 2.68e+08 |      9.38%       |    25.78%     |
| 128 | 256 | [8192, 1, 1, 256]  | False | [[8192, 1, 128, 256]]  | bf16  |     1033.45      |      1034.25      |     1035.15      |       337.54       | 4.29e+09 | 5.37e+08 |      9.45%       |    25.97%     |
| 128 | 256 | [16384, 1, 1, 256] | False | [[16384, 1, 128, 256]] | bf16  |     2035.95      |      2036.75      |     2037.62      |       673.09       | 8.59e+09 | 1.07e+09 |      9.59%       |    26.37%     |
| 128 | 256 | [32768, 1, 1, 256] | False | [[32768, 1, 128, 256]] | bf16  |     4051.84      |      4053.79      |      4055.4      |      1344.18       | 1.72e+10 | 2.15e+09 |      9.64%       |     26.5%     |
| 128 | 256 | [65536, 1, 1, 256] | False | [[65536, 1, 128, 256]] | bf16  |     8089.59      |      8093.21      |     8096.17      |      2686.35       | 3.44e+10 | 4.29e+09 |      9.65%       |    26.55%     |
|  1  | 16  |   [1, 1, 1, 16]    | True  |    [[1, 2, 1, 16]]     | bf16  |       2.32       |       2.35        |       2.39       |        2.0         | 5.12e+02 | 6.40e+01 |       0.0%       |     0.0%      |
|  1  | 16  |   [2, 1, 1, 16]    | True  |    [[2, 2, 1, 16]]     | bf16  |       2.29       |       2.32        |       2.34       |        2.0         | 1.02e+03 | 1.28e+02 |       0.0%       |     0.0%      |
|  1  | 16  |   [4, 1, 1, 16]    | True  |    [[4, 2, 1, 16]]     | bf16  |       2.31       |       2.33        |       2.35       |        2.0         | 2.05e+03 | 2.56e+02 |       0.0%       |     0.01%     |
|  1  | 16  |  [256, 1, 1, 16]   | True  |   [[256, 2, 1, 16]]    | bf16  |       2.69       |       2.73        |       2.77       |        2.01        | 1.31e+05 | 1.64e+04 |      0.11%       |     0.3%      |
|  1  | 16  |  [512, 1, 1, 16]   | True  |   [[512, 2, 1, 16]]    | bf16  |       3.2        |       3.22        |       3.24       |        2.02        | 2.62e+05 | 3.28e+04 |      0.19%       |     0.51%     |
|  1  | 16  |  [1024, 1, 1, 16]  | True  |   [[1024, 2, 1, 16]]   | bf16  |       4.28       |        4.3        |       4.32       |        2.04        | 5.24e+05 | 6.55e+04 |      0.28%       |     0.77%     |
|  1  | 16  |  [2048, 1, 1, 16]  | True  |   [[2048, 2, 1, 16]]   | bf16  |       6.39       |       6.41        |       6.43       |        2.08        | 1.05e+06 | 1.31e+05 |      0.37%       |     1.03%     |
|  1  | 16  |  [4096, 1, 1, 16]  | True  |   [[4096, 2, 1, 16]]   | bf16  |      10.61       |       10.64       |      10.68       |        2.16        | 2.10e+06 | 2.62e+05 |      0.45%       |     1.24%     |
|  1  | 16  |   [1, 1, 1, 16]    | True  |    [[1, 4, 1, 16]]     | bf16  |       2.3        |       2.33        |       2.36       |        2.0         | 1.02e+03 | 1.28e+02 |       0.0%       |     0.0%      |
|  1  | 16  |   [2, 1, 1, 16]    | True  |    [[2, 4, 1, 16]]     | bf16  |       2.34       |       2.36        |       2.39       |        2.0         | 2.05e+03 | 2.56e+02 |       0.0%       |     0.01%     |
|  1  | 16  |   [4, 1, 1, 16]    | True  |    [[4, 4, 1, 16]]     | bf16  |       2.36       |       2.39        |       2.43       |        2.0         | 4.10e+03 | 5.12e+02 |       0.0%       |     0.01%     |
|  1  | 16  |  [256, 1, 1, 16]   | True  |   [[256, 4, 1, 16]]    | bf16  |       3.11       |       3.16        |       3.2        |        2.02        | 2.62e+05 | 3.28e+04 |      0.19%       |     0.53%     |
|  1  | 16  |  [512, 1, 1, 16]   | True  |   [[512, 4, 1, 16]]    | bf16  |       4.29       |       4.33        |       4.38       |        2.04        | 5.24e+05 | 6.55e+04 |      0.28%       |     0.76%     |
|  1  | 16  |  [1024, 1, 1, 16]  | True  |   [[1024, 4, 1, 16]]   | bf16  |       6.41       |       6.43        |       6.45       |        2.08        | 1.05e+06 | 1.31e+05 |      0.37%       |     1.02%     |
|  1  | 16  |  [2048, 1, 1, 16]  | True  |   [[2048, 4, 1, 16]]   | bf16  |      10.61       |       10.63       |      10.65       |        2.16        | 2.10e+06 | 2.62e+05 |      0.45%       |     1.24%     |
|  1  | 16  |  [4096, 1, 1, 16]  | True  |   [[4096, 4, 1, 16]]   | bf16  |      18.99       |       19.02       |      19.06       |        2.33        | 4.19e+06 | 5.24e+05 |       0.5%       |     1.38%     |
|  1  | 16  |   [1, 1, 1, 16]    | True  |    [[1, 8, 1, 16]]     | bf16  |       2.34       |       2.36        |       2.39       |        2.0         | 2.05e+03 | 2.56e+02 |       0.0%       |     0.01%     |
|  1  | 16  |   [2, 1, 1, 16]    | True  |    [[2, 8, 1, 16]]     | bf16  |       2.36       |       2.38        |       2.4        |        2.0         | 4.10e+03 | 5.12e+02 |       0.0%       |     0.01%     |
|  1  | 16  |   [4, 1, 1, 16]    | True  |    [[4, 8, 1, 16]]     | bf16  |       2.39       |       2.41        |       2.44       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.02%     |
|  1  | 16  |  [256, 1, 1, 16]   | True  |   [[256, 8, 1, 16]]    | bf16  |       4.28       |        4.3        |       4.32       |        2.04        | 5.24e+05 | 6.55e+04 |      0.28%       |     0.77%     |
|  1  | 16  |  [512, 1, 1, 16]   | True  |   [[512, 8, 1, 16]]    | bf16  |       6.39       |       6.42        |       6.45       |        2.08        | 1.05e+06 | 1.31e+05 |      0.37%       |     1.03%     |
|  1  | 16  |  [1024, 1, 1, 16]  | True  |   [[1024, 8, 1, 16]]   | bf16  |      10.58       |       10.63       |      10.68       |        2.16        | 2.10e+06 | 2.62e+05 |      0.45%       |     1.24%     |
|  1  | 16  |  [2048, 1, 1, 16]  | True  |   [[2048, 8, 1, 16]]   | bf16  |      18.98       |       19.02       |      19.06       |        2.33        | 4.19e+06 | 5.24e+05 |       0.5%       |     1.38%     |
|  1  | 16  |  [4096, 1, 1, 16]  | True  |   [[4096, 8, 1, 16]]   | bf16  |      35.77       |       35.82       |      35.87       |        2.66        | 8.39e+06 | 1.05e+06 |      0.53%       |     1.47%     |
|  1  | 16  |   [1, 1, 1, 16]    | True  |    [[1, 16, 1, 16]]    | bf16  |       2.38       |       2.39        |       2.41       |        2.0         | 4.10e+03 | 5.12e+02 |       0.0%       |     0.01%     |
|  1  | 16  |   [2, 1, 1, 16]    | True  |    [[2, 16, 1, 16]]    | bf16  |       2.38       |       2.41        |       2.44       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.02%     |
|  1  | 16  |   [4, 1, 1, 16]    | True  |    [[4, 16, 1, 16]]    | bf16  |       2.44       |       2.47        |       2.51       |        2.0         | 1.64e+04 | 2.05e+03 |      0.02%       |     0.04%     |
|  1  | 16  |  [256, 1, 1, 16]   | True  |   [[256, 16, 1, 16]]   | bf16  |       6.4        |       6.43        |       6.46       |        2.08        | 1.05e+06 | 1.31e+05 |      0.37%       |     1.02%     |
|  1  | 16  |  [512, 1, 1, 16]   | True  |   [[512, 16, 1, 16]]   | bf16  |       10.6       |       10.66       |      10.75       |        2.16        | 2.10e+06 | 2.62e+05 |      0.45%       |     1.24%     |
|  1  | 16  |  [1024, 1, 1, 16]  | True  |  [[1024, 16, 1, 16]]   | bf16  |       19.0       |       19.03       |      19.06       |        2.33        | 4.19e+06 | 5.24e+05 |       0.5%       |     1.38%     |
|  1  | 16  |  [2048, 1, 1, 16]  | True  |  [[2048, 16, 1, 16]]   | bf16  |      35.76       |       35.8        |      35.84       |        2.66        | 8.39e+06 | 1.05e+06 |      0.53%       |     1.47%     |
|  1  | 16  |  [4096, 1, 1, 16]  | True  |  [[4096, 16, 1, 16]]   | bf16  |      69.32       |       69.35       |      69.37       |        3.31        | 1.68e+07 | 2.10e+06 |      0.55%       |     1.51%     |
|  1  | 16  |   [1, 1, 1, 16]    | True  |    [[1, 32, 1, 16]]    | bf16  |       2.39       |       2.41        |       2.44       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.02%     |
|  1  | 16  |   [2, 1, 1, 16]    | True  |    [[2, 32, 1, 16]]    | bf16  |       2.45       |       2.49        |       2.53       |        2.0         | 1.64e+04 | 2.05e+03 |      0.02%       |     0.04%     |
|  1  | 16  |   [4, 1, 1, 16]    | True  |    [[4, 32, 1, 16]]    | bf16  |       2.44       |       2.47        |       2.49       |        2.0         | 3.28e+04 | 4.10e+03 |      0.03%       |     0.08%     |
|  1  | 16  |  [256, 1, 1, 16]   | True  |   [[256, 32, 1, 16]]   | bf16  |      10.62       |       10.65       |      10.69       |        2.16        | 2.10e+06 | 2.62e+05 |      0.45%       |     1.23%     |
|  1  | 16  |  [512, 1, 1, 16]   | True  |   [[512, 32, 1, 16]]   | bf16  |      19.01       |       19.04       |      19.08       |        2.33        | 4.19e+06 | 5.24e+05 |       0.5%       |     1.38%     |
|  1  | 16  |  [1024, 1, 1, 16]  | True  |  [[1024, 32, 1, 16]]   | bf16  |      35.77       |       35.82       |      35.88       |        2.66        | 8.39e+06 | 1.05e+06 |      0.53%       |     1.47%     |
|  1  | 16  |  [2048, 1, 1, 16]  | True  |  [[2048, 32, 1, 16]]   | bf16  |      69.28       |       69.39       |      69.51       |        3.31        | 1.68e+07 | 2.10e+06 |      0.55%       |     1.51%     |
|  1  | 16  |  [4096, 1, 1, 16]  | True  |  [[4096, 32, 1, 16]]   | bf16  |      136.32      |      136.39       |      136.46      |        4.62        | 3.36e+07 | 4.19e+06 |      0.56%       |     1.54%     |
|  4  | 16  |   [1, 1, 1, 16]    | True  |    [[1, 2, 4, 16]]     | bf16  |       2.3        |       2.33        |       2.37       |        2.0         | 2.05e+03 | 2.56e+02 |       0.0%       |     0.01%     |
|  4  | 16  |   [2, 1, 1, 16]    | True  |    [[2, 2, 4, 16]]     | bf16  |       2.32       |       2.34        |       2.36       |        2.0         | 4.10e+03 | 5.12e+02 |       0.0%       |     0.01%     |
|  4  | 16  |   [4, 1, 1, 16]    | True  |    [[4, 2, 4, 16]]     | bf16  |       2.34       |       2.37        |       2.41       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.02%     |
|  4  | 16  |  [256, 1, 1, 16]   | True  |   [[256, 2, 4, 16]]    | bf16  |       2.72       |       2.74        |       2.75       |        2.04        | 5.24e+05 | 6.55e+04 |      0.44%       |     1.2%      |
|  4  | 16  |  [512, 1, 1, 16]   | True  |   [[512, 2, 4, 16]]    | bf16  |       3.4        |       3.42        |       3.45       |        2.08        | 1.05e+06 | 1.31e+05 |       0.7%       |     1.93%     |
|  4  | 16  |  [1024, 1, 1, 16]  | True  |   [[1024, 2, 4, 16]]   | bf16  |       4.64       |       4.67        |       4.69       |        2.16        | 2.10e+06 | 2.62e+05 |      1.03%       |     2.82%     |
|  4  | 16  |  [2048, 1, 1, 16]  | True  |   [[2048, 2, 4, 16]]   | bf16  |       7.25       |       7.28        |       7.31       |        2.33        | 4.19e+06 | 5.24e+05 |      1.31%       |     3.62%     |
|  4  | 16  |  [4096, 1, 1, 16]  | True  |   [[4096, 2, 4, 16]]   | bf16  |       12.4       |       12.44       |      12.49       |        2.66        | 8.39e+06 | 1.05e+06 |      1.54%       |     4.23%     |
|  4  | 16  |   [1, 1, 1, 16]    | True  |    [[1, 4, 4, 16]]     | bf16  |       2.32       |       2.34        |       2.36       |        2.0         | 4.10e+03 | 5.12e+02 |       0.0%       |     0.01%     |
|  4  | 16  |   [2, 1, 1, 16]    | True  |    [[2, 4, 4, 16]]     | bf16  |       2.36       |       2.37        |       2.38       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.02%     |
|  4  | 16  |   [4, 1, 1, 16]    | True  |    [[4, 4, 4, 16]]     | bf16  |       2.37       |        2.4        |       2.42       |        2.0         | 1.64e+04 | 2.05e+03 |      0.02%       |     0.04%     |
|  4  | 16  |  [256, 1, 1, 16]   | True  |   [[256, 4, 4, 16]]    | bf16  |       3.37       |        3.4        |       3.44       |        2.08        | 1.05e+06 | 1.31e+05 |      0.71%       |     1.94%     |
|  4  | 16  |  [512, 1, 1, 16]   | True  |   [[512, 4, 4, 16]]    | bf16  |       4.67       |        4.7        |       4.73       |        2.16        | 2.10e+06 | 2.62e+05 |      1.02%       |     2.81%     |
|  4  | 16  |  [1024, 1, 1, 16]  | True  |   [[1024, 4, 4, 16]]   | bf16  |       7.26       |       7.29        |       7.31       |        2.33        | 4.19e+06 | 5.24e+05 |      1.31%       |     3.61%     |
|  4  | 16  |  [2048, 1, 1, 16]  | True  |   [[2048, 4, 4, 16]]   | bf16  |      12.39       |       12.44       |      12.48       |        2.66        | 8.39e+06 | 1.05e+06 |      1.54%       |     4.23%     |
|  4  | 16  |  [4096, 1, 1, 16]  | True  |   [[4096, 4, 4, 16]]   | bf16  |      22.63       |       22.69       |      22.74       |        3.31        | 1.68e+07 | 2.10e+06 |      1.68%       |     4.63%     |
|  4  | 16  |   [1, 1, 1, 16]    | True  |    [[1, 8, 4, 16]]     | bf16  |       2.36       |        2.4        |       2.45       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.02%     |
|  4  | 16  |   [2, 1, 1, 16]    | True  |    [[2, 8, 4, 16]]     | bf16  |       2.35       |       2.37        |       2.39       |        2.0         | 1.64e+04 | 2.05e+03 |      0.02%       |     0.04%     |
|  4  | 16  |   [4, 1, 1, 16]    | True  |    [[4, 8, 4, 16]]     | bf16  |       2.38       |       2.41        |       2.45       |        2.0         | 3.28e+04 | 4.10e+03 |      0.03%       |     0.09%     |
|  4  | 16  |  [256, 1, 1, 16]   | True  |   [[256, 8, 4, 16]]    | bf16  |       4.68       |       4.71        |       4.74       |        2.16        | 2.10e+06 | 2.62e+05 |      1.02%       |     2.8%      |
|  4  | 16  |  [512, 1, 1, 16]   | True  |   [[512, 8, 4, 16]]    | bf16  |       7.25       |       7.28        |       7.32       |        2.33        | 4.19e+06 | 5.24e+05 |      1.31%       |     3.62%     |
|  4  | 16  |  [1024, 1, 1, 16]  | True  |   [[1024, 8, 4, 16]]   | bf16  |       12.4       |       12.44       |      12.48       |        2.66        | 8.39e+06 | 1.05e+06 |      1.54%       |     4.23%     |
|  4  | 16  |  [2048, 1, 1, 16]  | True  |   [[2048, 8, 4, 16]]   | bf16  |      22.68       |       22.71       |      22.74       |        3.31        | 1.68e+07 | 2.10e+06 |      1.68%       |     4.62%     |
|  4  | 16  |  [4096, 1, 1, 16]  | True  |   [[4096, 8, 4, 16]]   | bf16  |      43.22       |       43.24       |      43.27       |        4.62        | 3.36e+07 | 4.19e+06 |      1.76%       |     4.85%     |
|  4  | 16  |   [1, 1, 1, 16]    | True  |    [[1, 16, 4, 16]]    | bf16  |       2.33       |       2.35        |       2.38       |        2.0         | 1.64e+04 | 2.05e+03 |      0.02%       |     0.04%     |
|  4  | 16  |   [2, 1, 1, 16]    | True  |    [[2, 16, 4, 16]]    | bf16  |       2.34       |       2.39        |       2.44       |        2.0         | 3.28e+04 | 4.10e+03 |      0.03%       |     0.09%     |
|  4  | 16  |   [4, 1, 1, 16]    | True  |    [[4, 16, 4, 16]]    | bf16  |       2.47       |       2.49        |       2.52       |        2.01        | 6.55e+04 | 8.19e+03 |      0.06%       |     0.17%     |
|  4  | 16  |  [256, 1, 1, 16]   | True  |   [[256, 16, 4, 16]]   | bf16  |       7.26       |       7.29        |       7.31       |        2.33        | 4.19e+06 | 5.24e+05 |      1.31%       |     3.61%     |
|  4  | 16  |  [512, 1, 1, 16]   | True  |   [[512, 16, 4, 16]]   | bf16  |      12.41       |       12.44       |      12.47       |        2.66        | 8.39e+06 | 1.05e+06 |      1.54%       |     4.22%     |
|  4  | 16  |  [1024, 1, 1, 16]  | True  |  [[1024, 16, 4, 16]]   | bf16  |       22.7       |       22.73       |      22.76       |        3.31        | 1.68e+07 | 2.10e+06 |      1.68%       |     4.62%     |
|  4  | 16  |  [2048, 1, 1, 16]  | True  |  [[2048, 16, 4, 16]]   | bf16  |      43.18       |       43.24       |       43.3       |        4.62        | 3.36e+07 | 4.19e+06 |      1.77%       |     4.86%     |
|  4  | 16  |  [4096, 1, 1, 16]  | True  |  [[4096, 16, 4, 16]]   | bf16  |      84.22       |       84.26       |       84.3       |        7.24        | 6.71e+07 | 8.39e+06 |      1.81%       |     4.98%     |
|  4  | 16  |   [1, 1, 1, 16]    | True  |    [[1, 32, 4, 16]]    | bf16  |       2.38       |       2.41        |       2.45       |        2.0         | 3.28e+04 | 4.10e+03 |      0.03%       |     0.09%     |
|  4  | 16  |   [2, 1, 1, 16]    | True  |    [[2, 32, 4, 16]]    | bf16  |       2.4        |       2.44        |       2.48       |        2.01        | 6.55e+04 | 8.19e+03 |      0.06%       |     0.17%     |
|  4  | 16  |   [4, 1, 1, 16]    | True  |    [[4, 32, 4, 16]]    | bf16  |       2.49       |       2.52        |       2.54       |        2.01        | 1.31e+05 | 1.64e+04 |      0.12%       |     0.33%     |
|  4  | 16  |  [256, 1, 1, 16]   | True  |   [[256, 32, 4, 16]]   | bf16  |      12.43       |       12.45       |      12.49       |        2.66        | 8.39e+06 | 1.05e+06 |      1.53%       |     4.22%     |
|  4  | 16  |  [512, 1, 1, 16]   | True  |   [[512, 32, 4, 16]]   | bf16  |      22.71       |       22.73       |      22.75       |        3.31        | 1.68e+07 | 2.10e+06 |      1.68%       |     4.62%     |
|  4  | 16  |  [1024, 1, 1, 16]  | True  |  [[1024, 32, 4, 16]]   | bf16  |       43.2       |       43.25       |       43.3       |        4.62        | 3.36e+07 | 4.19e+06 |      1.77%       |     4.85%     |
|  4  | 16  |  [2048, 1, 1, 16]  | True  |  [[2048, 32, 4, 16]]   | bf16  |      84.22       |       84.25       |      84.28       |        7.24        | 6.71e+07 | 8.39e+06 |      1.81%       |     4.98%     |
|  4  | 16  |  [4096, 1, 1, 16]  | True  |  [[4096, 32, 4, 16]]   | bf16  |      166.57      |      166.63       |      166.68      |       12.49        | 1.34e+08 | 1.68e+07 |      1.83%       |     5.04%     |
|  8  | 16  |   [1, 1, 1, 16]    | True  |    [[1, 2, 8, 16]]     | bf16  |       2.51       |       2.55        |       2.6        |        2.0         | 4.10e+03 | 5.12e+02 |       0.0%       |     0.01%     |
|  8  | 16  |   [2, 1, 1, 16]    | True  |    [[2, 2, 8, 16]]     | bf16  |       2.49       |       2.51        |       2.54       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.02%     |
|  8  | 16  |   [4, 1, 1, 16]    | True  |    [[4, 2, 8, 16]]     | bf16  |       2.56       |       2.59        |       2.62       |        2.0         | 1.64e+04 | 2.05e+03 |      0.01%       |     0.04%     |
|  8  | 16  |  [256, 1, 1, 16]   | True  |   [[256, 2, 8, 16]]    | bf16  |       2.93       |       2.94        |       2.96       |        2.08        | 1.05e+06 | 1.31e+05 |      0.81%       |     2.24%     |
|  8  | 16  |  [512, 1, 1, 16]   | True  |   [[512, 2, 8, 16]]    | bf16  |       3.74       |       3.76        |       3.79       |        2.16        | 2.10e+06 | 2.62e+05 |      1.27%       |     3.5%      |
|  8  | 16  |  [1024, 1, 1, 16]  | True  |   [[1024, 2, 8, 16]]   | bf16  |       5.23       |       5.27        |       5.32       |        2.33        | 4.19e+06 | 5.24e+05 |      1.82%       |     5.01%     |
|  8  | 16  |  [2048, 1, 1, 16]  | True  |   [[2048, 2, 8, 16]]   | bf16  |       8.28       |       8.31        |       8.34       |        2.66        | 8.39e+06 | 1.05e+06 |       2.3%       |     6.33%     |
|  8  | 16  |  [4096, 1, 1, 16]  | True  |   [[4096, 2, 8, 16]]   | bf16  |      14.31       |       14.35       |      14.38       |        3.31        | 1.68e+07 | 2.10e+06 |      2.66%       |     7.33%     |
|  8  | 16  |   [1, 1, 1, 16]    | True  |    [[1, 4, 8, 16]]     | bf16  |       2.51       |       2.54        |       2.56       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.02%     |
|  8  | 16  |   [2, 1, 1, 16]    | True  |    [[2, 4, 8, 16]]     | bf16  |       2.56       |       2.58        |       2.6        |        2.0         | 1.64e+04 | 2.05e+03 |      0.01%       |     0.04%     |
|  8  | 16  |   [4, 1, 1, 16]    | True  |    [[4, 4, 8, 16]]     | bf16  |       2.57       |       2.59        |       2.62       |        2.0         | 3.28e+04 | 4.10e+03 |      0.03%       |     0.08%     |
|  8  | 16  |  [256, 1, 1, 16]   | True  |   [[256, 4, 8, 16]]    | bf16  |       3.73       |       3.75        |       3.77       |        2.16        | 2.10e+06 | 2.62e+05 |      1.28%       |     3.51%     |
|  8  | 16  |  [512, 1, 1, 16]   | True  |   [[512, 4, 8, 16]]    | bf16  |       5.24       |       5.27        |       5.3        |        2.33        | 4.19e+06 | 5.24e+05 |      1.82%       |     5.0%      |
|  8  | 16  |  [1024, 1, 1, 16]  | True  |   [[1024, 4, 8, 16]]   | bf16  |       8.28       |       8.31        |       8.35       |        2.66        | 8.39e+06 | 1.05e+06 |       2.3%       |     6.33%     |
|  8  | 16  |  [2048, 1, 1, 16]  | True  |   [[2048, 4, 8, 16]]   | bf16  |      14.26       |       14.32       |      14.37       |        3.31        | 1.68e+07 | 2.10e+06 |      2.67%       |     7.35%     |
|  8  | 16  |  [4096, 1, 1, 16]  | True  |   [[4096, 4, 8, 16]]   | bf16  |      26.31       |       26.38       |      26.44       |        4.62        | 3.36e+07 | 4.19e+06 |       2.9%       |     7.97%     |
|  8  | 16  |   [1, 1, 1, 16]    | True  |    [[1, 8, 8, 16]]     | bf16  |       2.54       |       2.56        |       2.59       |        2.0         | 1.64e+04 | 2.05e+03 |      0.01%       |     0.04%     |
|  8  | 16  |   [2, 1, 1, 16]    | True  |    [[2, 8, 8, 16]]     | bf16  |       2.56       |       2.61        |       2.68       |        2.0         | 3.28e+04 | 4.10e+03 |      0.03%       |     0.08%     |
|  8  | 16  |   [4, 1, 1, 16]    | True  |    [[4, 8, 8, 16]]     | bf16  |       2.61       |       2.63        |       2.66       |        2.01        | 6.55e+04 | 8.19e+03 |      0.06%       |     0.16%     |
|  8  | 16  |  [256, 1, 1, 16]   | True  |   [[256, 8, 8, 16]]    | bf16  |       5.26       |       5.29        |       5.33       |        2.33        | 4.19e+06 | 5.24e+05 |      1.81%       |     4.98%     |
|  8  | 16  |  [512, 1, 1, 16]   | True  |   [[512, 8, 8, 16]]    | bf16  |       8.26       |       8.29        |       8.33       |        2.66        | 8.39e+06 | 1.05e+06 |      2.31%       |     6.35%     |
|  8  | 16  |  [1024, 1, 1, 16]  | True  |   [[1024, 8, 8, 16]]   | bf16  |      14.32       |       14.34       |      14.36       |        3.31        | 1.68e+07 | 2.10e+06 |      2.66%       |     7.32%     |
|  8  | 16  |  [2048, 1, 1, 16]  | True  |   [[2048, 8, 8, 16]]   | bf16  |      26.37       |       26.4        |      26.44       |        4.62        | 3.36e+07 | 4.19e+06 |      2.89%       |     7.95%     |
|  8  | 16  |  [4096, 1, 1, 16]  | True  |   [[4096, 8, 8, 16]]   | bf16  |      50.51       |       50.54       |      50.56       |        7.24        | 6.71e+07 | 8.39e+06 |      3.02%       |     8.3%      |
