Test Case: H20SXM_aten_fill_
|   M   |   N   |  B  | _val |    input_shape     | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
|  512  | 6144  | N/A |  1   |   [[512, 6144]]    | bf16  |       5.4        |       5.42        |       5.44       |        3.97        | 0.00e+00 | 3.15e+06 |        0%        |    29.13%     |
| 1024  | 6144  | N/A |  1   |   [[1024, 6144]]   | bf16  |       9.11       |       9.14        |       9.17       |        5.93        | 0.00e+00 | 6.29e+06 |        0%        |    34.53%     |
| 2048  | 6144  | N/A |  1   |   [[2048, 6144]]   | bf16  |       16.5       |       16.56       |      16.61       |        9.86        | 0.00e+00 | 1.26e+07 |        0%        |    38.13%     |
| 4096  | 6144  | N/A |  1   |   [[4096, 6144]]   | bf16  |      31.49       |       31.54       |      31.59       |       17.73        | 0.00e+00 | 2.52e+07 |        0%        |    39.96%     |
| 8192  | 6144  | N/A |  1   |   [[8192, 6144]]   | bf16  |      60.67       |       60.72       |      60.77       |       33.46        | 0.00e+00 | 5.03e+07 |        0%        |    41.48%     |
| 16384 | 6144  | N/A |  1   |  [[16384, 6144]]   | bf16  |      119.86      |       119.9       |      119.94      |       64.91        | 0.00e+00 | 1.01e+08 |        0%        |    41.99%     |
| 32768 | 6144  | N/A |  1   |  [[32768, 6144]]   | bf16  |      238.06      |      238.14       |      238.2       |       127.83       | 0.00e+00 | 2.01e+08 |        0%        |    42.28%     |
|   1   | 7168  | N/A |  1   |    [[1, 7168]]     | bf16  |       1.44       |       1.47        |       1.51       |        2.0         | 0.00e+00 | 7.17e+03 |        0%        |     0.25%     |
|   2   | 7168  | N/A |  1   |    [[2, 7168]]     | bf16  |       1.31       |       1.32        |       1.33       |        2.01        | 0.00e+00 | 1.43e+04 |        0%        |     0.55%     |
|   4   | 7168  | N/A |  1   |    [[4, 7168]]     | bf16  |       1.28       |       1.39        |       1.49       |        2.02        | 0.00e+00 | 2.87e+04 |        0%        |     1.12%     |
|   8   | 7168  | N/A |  1   |    [[8, 7168]]     | bf16  |       1.48       |       1.52        |       1.57       |        2.04        | 0.00e+00 | 5.73e+04 |        0%        |     1.94%     |
|  16   | 7168  | N/A |  1   |    [[16, 7168]]    | bf16  |       1.55       |       1.57        |       1.6        |        2.07        | 0.00e+00 | 1.15e+05 |        0%        |     3.7%      |
|  32   | 7168  | N/A |  1   |    [[32, 7168]]    | bf16  |       1.7        |       1.73        |       1.76       |        2.14        | 0.00e+00 | 2.29e+05 |        0%        |     6.75%     |
|  64   | 7168  | N/A |  1   |    [[64, 7168]]    | bf16  |       1.99       |       2.01        |       2.03       |        2.29        | 0.00e+00 | 4.59e+05 |        0%        |    11.53%     |
|  128  | 7168  | N/A |  1   |   [[128, 7168]]    | bf16  |       2.54       |       2.57        |       2.61       |        2.57        | 0.00e+00 | 9.18e+05 |        0%        |    18.06%     |
|  256  | 7168  | N/A |  1   |   [[256, 7168]]    | bf16  |       3.64       |       3.67        |       3.7        |        3.15        | 0.00e+00 | 1.84e+06 |        0%        |    25.21%     |
|  512  | 7168  | N/A |  1   |   [[512, 7168]]    | bf16  |       5.83       |       5.87        |       5.91       |        4.29        | 0.00e+00 | 3.67e+06 |        0%        |    31.48%     |
| 1024  | 7168  | N/A |  1   |   [[1024, 7168]]   | bf16  |      10.36       |       10.38       |      10.41       |        6.59        | 0.00e+00 | 7.34e+06 |        0%        |    35.42%     |
| 2048  | 7168  | N/A |  1   |   [[2048, 7168]]   | bf16  |      19.04       |       19.09       |      19.14       |       11.18        | 0.00e+00 | 1.47e+07 |        0%        |    38.55%     |
| 4096  | 7168  | N/A |  1   |   [[4096, 7168]]   | bf16  |      36.43       |       36.47       |       36.5       |       20.35        | 0.00e+00 | 2.94e+07 |        0%        |     40.3%     |
| 8192  | 7168  | N/A |  1   |   [[8192, 7168]]   | bf16  |      70.96       |       71.02       |      71.09       |        38.7        | 0.00e+00 | 5.87e+07 |        0%        |    41.38%     |
| 16384 | 7168  | N/A |  1   |  [[16384, 7168]]   | bf16  |      139.54      |      139.56       |      139.58      |        75.4        | 0.00e+00 | 1.17e+08 |        0%        |    42.08%     |
| 32768 | 7168  | N/A |  1   |  [[32768, 7168]]   | bf16  |      277.43      |       277.5       |      277.56      |       148.8        | 0.00e+00 | 2.35e+08 |        0%        |    42.33%     |
|   1   | 8192  | N/A |  1   |    [[1, 8192]]     | bf16  |       1.44       |       1.47        |       1.5        |        2.01        | 0.00e+00 | 8.19e+03 |        0%        |     0.28%     |
|   2   | 8192  | N/A |  1   |    [[2, 8192]]     | bf16  |       1.45       |       1.49        |       1.52       |        2.01        | 0.00e+00 | 1.64e+04 |        0%        |     0.56%     |
|   4   | 8192  | N/A |  1   |    [[4, 8192]]     | bf16  |       1.5        |       1.52        |       1.55       |        2.02        | 0.00e+00 | 3.28e+04 |        0%        |     1.09%     |
|   8   | 8192  | N/A |  1   |    [[8, 8192]]     | bf16  |       1.49       |       1.51        |       1.53       |        2.04        | 0.00e+00 | 6.55e+04 |        0%        |     2.2%      |
|  16   | 8192  | N/A |  1   |    [[16, 8192]]    | bf16  |       1.57       |        1.6        |       1.63       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     4.17%     |
|  32   | 8192  | N/A |  1   |    [[32, 8192]]    | bf16  |       1.76       |       1.78        |       1.81       |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |     7.45%     |
|  64   | 8192  | N/A |  1   |    [[64, 8192]]    | bf16  |       2.23       |       2.26        |       2.3        |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    11.76%     |
|  128  | 8192  | N/A |  1   |   [[128, 8192]]    | bf16  |       2.86       |       2.89        |       2.92       |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    18.33%     |
|  256  | 8192  | N/A |  1   |   [[256, 8192]]    | bf16  |       4.13       |       4.17        |       4.21       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    25.39%     |
|  512  | 8192  | N/A |  1   |   [[512, 8192]]    | bf16  |       6.63       |       6.66        |       6.69       |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    31.63%     |
| 1024  | 8192  | N/A |  1   |   [[1024, 8192]]   | bf16  |      11.58       |       11.62       |      11.67       |        7.24        | 0.00e+00 | 8.39e+06 |        0%        |    36.22%     |
| 2048  | 8192  | N/A |  1   |   [[2048, 8192]]   | bf16  |      21.28       |       21.33       |      21.37       |       12.49        | 0.00e+00 | 1.68e+07 |        0%        |    39.42%     |
| 4096  | 8192  | N/A |  1   |   [[4096, 8192]]   | bf16  |      40.98       |       41.02       |      41.05       |       22.97        | 0.00e+00 | 3.36e+07 |        0%        |    40.94%     |
| 8192  | 8192  | N/A |  1   |   [[8192, 8192]]   | bf16  |      80.42       |       80.45       |      80.48       |       43.94        | 0.00e+00 | 6.71e+07 |        0%        |    41.72%     |
| 16384 | 8192  | N/A |  1   |  [[16384, 8192]]   | bf16  |      159.2       |       159.3       |      159.41      |       85.89        | 0.00e+00 | 1.34e+08 |        0%        |    42.15%     |
| 32768 | 8192  | N/A |  1   |  [[32768, 8192]]   | bf16  |      316.9       |      316.96       |      317.03      |       169.77       | 0.00e+00 | 2.68e+08 |        0%        |    42.35%     |
|   1   | 13824 | N/A |  1   |    [[1, 13824]]    | bf16  |       1.44       |       1.47        |       1.49       |        2.01        | 0.00e+00 | 1.38e+04 |        0%        |     0.48%     |
|   2   | 13824 | N/A |  1   |    [[2, 13824]]    | bf16  |       1.47       |        1.5        |       1.54       |        2.02        | 0.00e+00 | 2.76e+04 |        0%        |     0.94%     |
|   4   | 13824 | N/A |  1   |    [[4, 13824]]    | bf16  |       1.48       |        1.5        |       1.53       |        2.03        | 0.00e+00 | 5.53e+04 |        0%        |     1.87%     |
|   8   | 13824 | N/A |  1   |    [[8, 13824]]    | bf16  |       1.53       |       1.55        |       1.56       |        2.07        | 0.00e+00 | 1.11e+05 |        0%        |     3.61%     |
|  16   | 13824 | N/A |  1   |   [[16, 13824]]    | bf16  |       1.7        |       1.73        |       1.77       |        2.14        | 0.00e+00 | 2.21e+05 |        0%        |     6.51%     |
|  32   | 13824 | N/A |  1   |   [[32, 13824]]    | bf16  |       2.13       |       2.17        |       2.2        |        2.28        | 0.00e+00 | 4.42e+05 |        0%        |    10.38%     |
|  64   | 13824 | N/A |  1   |   [[64, 13824]]    | bf16  |       2.68       |        2.7        |       2.71       |        2.55        | 0.00e+00 | 8.85e+05 |        0%        |    16.51%     |
|  128  | 13824 | N/A |  1   |   [[128, 13824]]   | bf16  |       3.74       |       3.76        |       3.79       |        3.11        | 0.00e+00 | 1.77e+06 |        0%        |    23.66%     |
|  256  | 13824 | N/A |  1   |   [[256, 13824]]   | bf16  |       5.88       |       5.89        |       5.91       |        4.21        | 0.00e+00 | 3.54e+06 |        0%        |    30.09%     |
|  512  | 13824 | N/A |  1   |   [[512, 13824]]   | bf16  |      10.03       |       10.08       |      10.13       |        6.42        | 0.00e+00 | 7.08e+06 |        0%        |    35.28%     |
| 1024  | 13824 | N/A |  1   |  [[1024, 13824]]   | bf16  |      18.29       |       18.39       |      18.48       |       10.85        | 0.00e+00 | 1.42e+07 |        0%        |     38.7%     |
| 2048  | 13824 | N/A |  1   |  [[2048, 13824]]   | bf16  |      35.22       |       35.28       |      35.33       |       19.69        | 0.00e+00 | 2.83e+07 |        0%        |    40.19%     |
| 4096  | 13824 | N/A |  1   |  [[4096, 13824]]   | bf16  |      68.11       |       68.17       |      68.24       |       37.39        | 0.00e+00 | 5.66e+07 |        0%        |    41.57%     |
| 8192  | 13824 | N/A |  1   |  [[8192, 13824]]   | bf16  |      134.6       |      134.66       |      134.73      |       72.78        | 0.00e+00 | 1.13e+08 |        0%        |    42.07%     |
| 16384 | 13824 | N/A |  1   |  [[16384, 13824]]  | bf16  |      267.61      |      267.69       |      267.77      |       143.56       | 0.00e+00 | 2.26e+08 |        0%        |    42.32%     |
| 32768 | 13824 | N/A |  1   |  [[32768, 13824]]  | bf16  |      533.61      |      533.66       |      533.7       |       285.12       | 0.00e+00 | 4.53e+08 |        0%        |    42.45%     |
|   1   | 16384 | N/A |  1   |    [[1, 16384]]    | bf16  |       1.44       |       1.47        |       1.51       |        2.01        | 0.00e+00 | 1.64e+04 |        0%        |     0.57%     |
|   2   | 16384 | N/A |  1   |    [[2, 16384]]    | bf16  |       1.5        |       1.52        |       1.55       |        2.02        | 0.00e+00 | 3.28e+04 |        0%        |     1.09%     |
|   4   | 16384 | N/A |  1   |    [[4, 16384]]    | bf16  |       1.47       |        1.5        |       1.54       |        2.04        | 0.00e+00 | 6.55e+04 |        0%        |     2.23%     |
|   8   | 16384 | N/A |  1   |    [[8, 16384]]    | bf16  |       1.54       |       1.59        |       1.63       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     4.26%     |
|  16   | 16384 | N/A |  1   |   [[16, 16384]]    | bf16  |       1.75       |       1.77        |       1.79       |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |     7.49%     |
|  32   | 16384 | N/A |  1   |   [[32, 16384]]    | bf16  |       2.07       |       2.09        |       2.12       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    12.66%     |
|  64   | 16384 | N/A |  1   |   [[64, 16384]]    | bf16  |       2.86       |       2.89        |       2.92       |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    18.33%     |
|  128  | 16384 | N/A |  1   |   [[128, 16384]]   | bf16  |       4.14       |       4.17        |       4.2        |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    25.33%     |
|  256  | 16384 | N/A |  1   |   [[256, 16384]]   | bf16  |       6.62       |       6.66        |       6.71       |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    31.68%     |
|  512  | 16384 | N/A |  1   |   [[512, 16384]]   | bf16  |       11.6       |       11.62       |      11.64       |        7.24        | 0.00e+00 | 8.39e+06 |        0%        |    36.16%     |
| 1024  | 16384 | N/A |  1   |  [[1024, 16384]]   | bf16  |      21.63       |       21.67       |      21.71       |       12.49        | 0.00e+00 | 1.68e+07 |        0%        |    38.78%     |
| 2048  | 16384 | N/A |  1   |  [[2048, 16384]]   | bf16  |      41.39       |       41.41       |      41.44       |       22.97        | 0.00e+00 | 3.36e+07 |        0%        |    40.53%     |
| 4096  | 16384 | N/A |  1   |  [[4096, 16384]]   | bf16  |      80.42       |       80.47       |      80.52       |       43.94        | 0.00e+00 | 6.71e+07 |        0%        |    41.72%     |
| 8192  | 16384 | N/A |  1   |  [[8192, 16384]]   | bf16  |      159.23      |      159.27       |      159.31      |       85.89        | 0.00e+00 | 1.34e+08 |        0%        |    42.15%     |
| 16384 | 16384 | N/A |  1   |  [[16384, 16384]]  | bf16  |      316.88      |      316.95       |      317.03      |       169.77       | 0.00e+00 | 2.68e+08 |        0%        |    42.36%     |
| 32768 | 16384 | N/A |  1   |  [[32768, 16384]]  | bf16  |      632.12      |      632.16       |      632.2       |       337.54       | 0.00e+00 | 5.37e+08 |        0%        |    42.47%     |
|  128  |  768  |  1  |  1   |  [[1, 128, 768]]   | bf16  |       1.52       |       1.55        |       1.58       |        2.06        | 0.00e+00 | 9.83e+04 |        0%        |     3.23%     |
|  128  |  768  |  2  |  1   |  [[2, 128, 768]]   | bf16  |       1.66       |       1.69        |       1.72       |        2.12        | 0.00e+00 | 1.97e+05 |        0%        |     5.92%     |
|  128  |  768  |  4  |  1   |  [[4, 128, 768]]   | bf16  |       1.89       |       1.91        |       1.93       |        2.25        | 0.00e+00 | 3.93e+05 |        0%        |     10.4%     |
|  128  |  768  |  8  |  1   |  [[8, 128, 768]]   | bf16  |       2.36       |       2.38        |       2.41       |        2.49        | 0.00e+00 | 7.86e+05 |        0%        |    16.66%     |
|  128  |  768  | 16  |  1   |  [[16, 128, 768]]  | bf16  |       3.32       |       3.34        |       3.37       |        2.98        | 0.00e+00 | 1.57e+06 |        0%        |    23.69%     |
|  128  |  768  | 32  |  1   |  [[32, 128, 768]]  | bf16  |       5.2        |       5.22        |       5.25       |        3.97        | 0.00e+00 | 3.15e+06 |        0%        |    30.25%     |
| 1024  |  768  |  1  |  1   |  [[1, 1024, 768]]  | bf16  |       2.37       |        2.4        |       2.44       |        2.49        | 0.00e+00 | 7.86e+05 |        0%        |    16.59%     |
| 1024  |  768  |  2  |  1   |  [[2, 1024, 768]]  | bf16  |       3.32       |       3.36        |       3.4        |        2.98        | 0.00e+00 | 1.57e+06 |        0%        |    23.69%     |
| 1024  |  768  |  4  |  1   |  [[4, 1024, 768]]  | bf16  |       5.22       |       5.25        |       5.28       |        3.97        | 0.00e+00 | 3.15e+06 |        0%        |    30.13%     |
| 1024  |  768  |  8  |  1   |  [[8, 1024, 768]]  | bf16  |       8.91       |       8.95        |       8.99       |        5.93        | 0.00e+00 | 6.29e+06 |        0%        |    35.31%     |
| 1024  |  768  | 16  |  1   | [[16, 1024, 768]]  | bf16  |      16.32       |       16.36       |       16.4       |        9.86        | 0.00e+00 | 1.26e+07 |        0%        |    38.55%     |
| 1024  |  768  | 32  |  1   | [[32, 1024, 768]]  | bf16  |      31.14       |       31.17       |      31.21       |       17.73        | 0.00e+00 | 2.52e+07 |        0%        |    40.41%     |
| 4096  |  768  |  1  |  1   |  [[1, 4096, 768]]  | bf16  |       5.21       |       5.26        |       5.31       |        3.97        | 0.00e+00 | 3.15e+06 |        0%        |    30.19%     |
| 4096  |  768  |  2  |  1   |  [[2, 4096, 768]]  | bf16  |       8.92       |       8.95        |       8.99       |        5.93        | 0.00e+00 | 6.29e+06 |        0%        |    35.27%     |
| 4096  |  768  |  4  |  1   |  [[4, 4096, 768]]  | bf16  |      16.19       |       16.3        |       16.4       |        9.86        | 0.00e+00 | 1.26e+07 |        0%        |    38.86%     |
| 4096  |  768  |  8  |  1   |  [[8, 4096, 768]]  | bf16  |       31.1       |       31.16       |      31.22       |       17.73        | 0.00e+00 | 2.52e+07 |        0%        |    40.46%     |
| 4096  |  768  | 16  |  1   | [[16, 4096, 768]]  | bf16  |      60.73       |       60.75       |      60.76       |       33.46        | 0.00e+00 | 5.03e+07 |        0%        |    41.44%     |
| 4096  |  768  | 32  |  1   | [[32, 4096, 768]]  | bf16  |      119.83      |       119.9       |      119.95      |       64.91        | 0.00e+00 | 1.01e+08 |        0%        |     42.0%     |
|  128  | 4096  |  1  |  1   |  [[1, 128, 4096]]  | bf16  |       2.06       |       2.08        |       2.11       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    12.73%     |
|  128  | 4096  |  2  |  1   |  [[2, 128, 4096]]  | bf16  |       2.68       |       2.71        |       2.74       |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    19.56%     |
|  128  | 4096  |  4  |  1   |  [[4, 128, 4096]]  | bf16  |       3.95       |       3.99        |       4.03       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    26.55%     |
|  128  | 4096  |  8  |  1   |  [[8, 128, 4096]]  | bf16  |       6.45       |       6.48        |       6.51       |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    32.51%     |
|  128  | 4096  | 16  |  1   | [[16, 128, 4096]]  | bf16  |      11.41       |       11.45       |      11.49       |        7.24        | 0.00e+00 | 8.39e+06 |        0%        |    36.76%     |
|  128  | 4096  | 32  |  1   | [[32, 128, 4096]]  | bf16  |      21.26       |       21.29       |      21.32       |       12.49        | 0.00e+00 | 1.68e+07 |        0%        |    39.46%     |
| 1024  | 4096  |  1  |  1   | [[1, 1024, 4096]]  | bf16  |       6.47       |       6.49        |       6.52       |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    32.41%     |
| 1024  | 4096  |  2  |  1   | [[2, 1024, 4096]]  | bf16  |      11.39       |       11.43       |      11.48       |        7.24        | 0.00e+00 | 8.39e+06 |        0%        |    36.82%     |
| 1024  | 4096  |  4  |  1   | [[4, 1024, 4096]]  | bf16  |      21.29       |       21.32       |      21.35       |       12.49        | 0.00e+00 | 1.68e+07 |        0%        |     39.4%     |
| 1024  | 4096  |  8  |  1   | [[8, 1024, 4096]]  | bf16  |       41.0       |       41.04       |      41.08       |       22.97        | 0.00e+00 | 3.36e+07 |        0%        |    40.92%     |
| 1024  | 4096  | 16  |  1   | [[16, 1024, 4096]] | bf16  |      80.41       |       80.46       |      80.51       |       43.94        | 0.00e+00 | 6.71e+07 |        0%        |    41.73%     |
| 1024  | 4096  | 32  |  1   | [[32, 1024, 4096]] | bf16  |      159.26      |       159.3       |      159.34      |       85.89        | 0.00e+00 | 1.34e+08 |        0%        |    42.14%     |
| 4096  | 4096  |  1  |  1   | [[1, 4096, 4096]]  | bf16  |      21.26       |       21.3        |      21.35       |       12.49        | 0.00e+00 | 1.68e+07 |        0%        |    39.46%     |
| 4096  | 4096  |  2  |  1   | [[2, 4096, 4096]]  | bf16  |      41.02       |       41.05       |      41.08       |       22.97        | 0.00e+00 | 3.36e+07 |        0%        |     40.9%     |
| 4096  | 4096  |  4  |  1   | [[4, 4096, 4096]]  | bf16  |      80.41       |       80.47       |      80.53       |       43.94        | 0.00e+00 | 6.71e+07 |        0%        |    41.73%     |
| 4096  | 4096  |  8  |  1   | [[8, 4096, 4096]]  | bf16  |      159.25      |      159.28       |      159.3       |       85.89        | 0.00e+00 | 1.34e+08 |        0%        |    42.14%     |
| 4096  | 4096  | 16  |  1   | [[16, 4096, 4096]] | bf16  |      316.89      |      316.96       |      317.02      |       169.77       | 0.00e+00 | 2.68e+08 |        0%        |    42.35%     |
| 4096  | 4096  | 32  |  1   | [[32, 4096, 4096]] | bf16  |      632.08      |      632.17       |      632.25      |       337.54       | 0.00e+00 | 5.37e+08 |        0%        |    42.47%     |
|  128  | 8192  |  1  |  1   |  [[1, 128, 8192]]  | bf16  |       2.68       |       2.71        |       2.74       |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    19.56%     |
|  128  | 8192  |  2  |  1   |  [[2, 128, 8192]]  | bf16  |       3.96       |       3.99        |       4.02       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    26.48%     |
|  128  | 8192  |  4  |  1   |  [[4, 128, 8192]]  | bf16  |       6.45       |       6.48        |       6.52       |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    32.51%     |
|  128  | 8192  |  8  |  1   |  [[8, 128, 8192]]  | bf16  |       11.4       |       11.43       |      11.46       |        7.24        | 0.00e+00 | 8.39e+06 |        0%        |    36.79%     |
|  128  | 8192  | 16  |  1   | [[16, 128, 8192]]  | bf16  |      21.28       |       21.31       |      21.33       |       12.49        | 0.00e+00 | 1.68e+07 |        0%        |    39.42%     |
|  128  | 8192  | 32  |  1   | [[32, 128, 8192]]  | bf16  |      41.01       |       41.04       |      41.06       |       22.97        | 0.00e+00 | 3.36e+07 |        0%        |    40.91%     |
| 1024  | 8192  |  1  |  1   | [[1, 1024, 8192]]  | bf16  |      11.39       |       11.44       |      11.49       |        7.24        | 0.00e+00 | 8.39e+06 |        0%        |    36.82%     |
| 1024  | 8192  |  2  |  1   | [[2, 1024, 8192]]  | bf16  |      21.29       |       21.33       |      21.38       |       12.49        | 0.00e+00 | 1.68e+07 |        0%        |     39.4%     |
| 1024  | 8192  |  4  |  1   | [[4, 1024, 8192]]  | bf16  |       41.0       |       41.04       |      41.09       |       22.97        | 0.00e+00 | 3.36e+07 |        0%        |    40.92%     |
| 1024  | 8192  |  8  |  1   | [[8, 1024, 8192]]  | bf16  |      80.39       |       80.44       |      80.49       |       43.94        | 0.00e+00 | 6.71e+07 |        0%        |    41.74%     |
| 1024  | 8192  | 16  |  1   | [[16, 1024, 8192]] | bf16  |      159.27      |      159.32       |      159.36      |       85.89        | 0.00e+00 | 1.34e+08 |        0%        |    42.14%     |
| 1024  | 8192  | 32  |  1   | [[32, 1024, 8192]] | bf16  |      316.85      |      316.91       |      316.95      |       169.77       | 0.00e+00 | 2.68e+08 |        0%        |    42.36%     |
| 4096  | 8192  |  1  |  1   | [[1, 4096, 8192]]  | bf16  |      40.97       |       41.01       |      41.05       |       22.97        | 0.00e+00 | 3.36e+07 |        0%        |    40.95%     |
| 4096  | 8192  |  2  |  1   | [[2, 4096, 8192]]  | bf16  |      80.43       |       80.48       |      80.53       |       43.94        | 0.00e+00 | 6.71e+07 |        0%        |    41.72%     |
| 4096  | 8192  |  4  |  1   | [[4, 4096, 8192]]  | bf16  |      159.27      |       159.3       |      159.34      |       85.89        | 0.00e+00 | 1.34e+08 |        0%        |    42.14%     |
| 4096  | 8192  |  8  |  1   | [[8, 4096, 8192]]  | bf16  |      316.88      |      316.94       |      317.0       |       169.77       | 0.00e+00 | 2.68e+08 |        0%        |    42.36%     |
| 4096  | 8192  | 16  |  1   | [[16, 4096, 8192]] | bf16  |      632.14      |      632.21       |      632.26      |       337.54       | 0.00e+00 | 5.37e+08 |        0%        |    42.46%     |
| 4096  | 8192  | 32  |  1   | [[32, 4096, 8192]] | bf16  |      1262.4      |      1262.49      |     1262.58      |       673.09       | 0.00e+00 | 1.07e+09 |        0%        |    42.53%     |
