Test Case: L40S_aten_fill_
|   M   |   N   |  B  | _val |    input_shape     | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
|  512  | 6144  | N/A |  1   |   [[512, 6144]]    | bf16  |       5.24       |       5.26        |       5.28       |        11.1        | 0.00e+00 | 3.15e+06 |        0%        |    138.97%    |
| 1024  | 6144  | N/A |  1   |   [[1024, 6144]]   | bf16  |       8.48       |       8.51        |       8.54       |        20.2        | 0.00e+00 | 6.29e+06 |        0%        |    171.74%    |
| 2048  | 6144  | N/A |  1   |   [[2048, 6144]]   | bf16  |      15.53       |       15.57       |      15.62       |       38.41        | 0.00e+00 | 1.26e+07 |        0%        |    187.55%    |
| 4096  | 6144  | N/A |  1   |   [[4096, 6144]]   | bf16  |       28.0       |       28.05       |      28.13       |       74.82        | 0.00e+00 | 2.52e+07 |        0%        |    208.05%    |
| 8192  | 6144  | N/A |  1   |   [[8192, 6144]]   | bf16  |      138.7       |      139.94       |      140.73      |       147.64       | 0.00e+00 | 5.03e+07 |        0%        |     84.0%     |
| 16384 | 6144  | N/A |  1   |  [[16384, 6144]]   | bf16  |      277.87      |      279.13       |      279.94      |       293.27       | 0.00e+00 | 1.01e+08 |        0%        |    83.86%     |
| 32768 | 6144  | N/A |  1   |  [[32768, 6144]]   | bf16  |      557.3       |      558.19       |      558.81      |       584.54       | 0.00e+00 | 2.01e+08 |        0%        |    83.62%     |
|   1   | 7168  | N/A |  1   |    [[1, 7168]]     | bf16  |       1.73       |       1.76        |       1.79       |        2.02        | 0.00e+00 | 7.17e+03 |        0%        |     0.96%     |
|   2   | 7168  | N/A |  1   |    [[2, 7168]]     | bf16  |       1.73       |       1.76        |       1.8        |        2.04        | 0.00e+00 | 1.43e+04 |        0%        |     1.92%     |
|   4   | 7168  | N/A |  1   |    [[4, 7168]]     | bf16  |       1.76       |        1.8        |       1.84       |        2.08        | 0.00e+00 | 2.87e+04 |        0%        |     3.77%     |
|   8   | 7168  | N/A |  1   |    [[8, 7168]]     | bf16  |       1.87       |        1.9        |       1.94       |        2.17        | 0.00e+00 | 5.73e+04 |        0%        |     7.1%      |
|  16   | 7168  | N/A |  1   |    [[16, 7168]]    | bf16  |       1.96       |        2.0        |       2.04       |        2.33        | 0.00e+00 | 1.15e+05 |        0%        |    13.54%     |
|  32   | 7168  | N/A |  1   |    [[32, 7168]]    | bf16  |       2.18       |       2.22        |       2.26       |        2.66        | 0.00e+00 | 2.29e+05 |        0%        |    24.36%     |
|  64   | 7168  | N/A |  1   |    [[64, 7168]]    | bf16  |       2.45       |       2.47        |       2.5        |        3.33        | 0.00e+00 | 4.59e+05 |        0%        |    43.34%     |
|  128  | 7168  | N/A |  1   |   [[128, 7168]]    | bf16  |       2.92       |       2.94        |       2.97       |        4.65        | 0.00e+00 | 9.18e+05 |        0%        |    72.73%     |
|  256  | 7168  | N/A |  1   |   [[256, 7168]]    | bf16  |       3.84       |       3.88        |       3.92       |        7.31        | 0.00e+00 | 1.84e+06 |        0%        |    110.62%    |
|  512  | 7168  | N/A |  1   |   [[512, 7168]]    | bf16  |       5.75       |       5.81        |       5.86       |       12.62        | 0.00e+00 | 3.67e+06 |        0%        |    147.75%    |
| 1024  | 7168  | N/A |  1   |   [[1024, 7168]]   | bf16  |       9.56       |       9.58        |       9.6        |       23.24        | 0.00e+00 | 7.34e+06 |        0%        |    177.73%    |
| 2048  | 7168  | N/A |  1   |   [[2048, 7168]]   | bf16  |      17.16       |       17.19       |      17.23       |       44.48        | 0.00e+00 | 1.47e+07 |        0%        |    198.03%    |
| 4096  | 7168  | N/A |  1   |   [[4096, 7168]]   | bf16  |      32.35       |       32.37       |       32.4       |       86.95        | 0.00e+00 | 2.94e+07 |        0%        |    210.09%    |
| 8192  | 7168  | N/A |  1   |   [[8192, 7168]]   | bf16  |      161.88      |       163.2       |      164.06      |       171.91       | 0.00e+00 | 5.87e+07 |        0%        |    83.97%     |
| 16384 | 7168  | N/A |  1   |  [[16384, 7168]]   | bf16  |      324.67      |      325.82       |      326.54      |       341.82       | 0.00e+00 | 1.17e+08 |        0%        |    83.73%     |
| 32768 | 7168  | N/A |  1   |  [[32768, 7168]]   | bf16  |      648.13      |      650.11       |      651.71      |       681.63       | 0.00e+00 | 2.35e+08 |        0%        |    83.89%     |
|   1   | 8192  | N/A |  1   |    [[1, 8192]]     | bf16  |       1.71       |       1.77        |       1.84       |        2.02        | 0.00e+00 | 8.19e+03 |        0%        |     1.11%     |
|   2   | 8192  | N/A |  1   |    [[2, 8192]]     | bf16  |       1.71       |       1.76        |       1.81       |        2.05        | 0.00e+00 | 1.64e+04 |        0%        |     2.22%     |
|   4   | 8192  | N/A |  1   |    [[4, 8192]]     | bf16  |       1.78       |       1.81        |       1.84       |        2.09        | 0.00e+00 | 3.28e+04 |        0%        |     4.26%     |
|   8   | 8192  | N/A |  1   |    [[8, 8192]]     | bf16  |       1.93       |       1.96        |       1.98       |        2.19        | 0.00e+00 | 6.55e+04 |        0%        |     7.86%     |
|  16   | 8192  | N/A |  1   |    [[16, 8192]]    | bf16  |       2.0        |       2.04        |       2.08       |        2.38        | 0.00e+00 | 1.31e+05 |        0%        |    15.17%     |
|  32   | 8192  | N/A |  1   |    [[32, 8192]]    | bf16  |       2.23       |       2.25        |       2.28       |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    27.21%     |
|  64   | 8192  | N/A |  1   |    [[64, 8192]]    | bf16  |       2.51       |       2.54        |       2.57       |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    48.35%     |
|  128  | 8192  | N/A |  1   |   [[128, 8192]]    | bf16  |       3.08       |        3.1        |       3.13       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    78.81%     |
|  256  | 8192  | N/A |  1   |   [[256, 8192]]    | bf16  |       4.17       |        4.2        |       4.22       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    116.42%    |
|  512  | 8192  | N/A |  1   |   [[512, 8192]]    | bf16  |       6.35       |       6.36        |       6.37       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    152.9%     |
| 1024  | 8192  | N/A |  1   |   [[1024, 8192]]   | bf16  |      10.68       |       10.71       |      10.75       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |    181.82%    |
| 2048  | 8192  | N/A |  1   |   [[2048, 8192]]   | bf16  |      19.31       |       19.35       |      19.39       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |    201.12%    |
| 4096  | 8192  | N/A |  1   |   [[4096, 8192]]   | bf16  |      36.67       |       36.74       |      36.82       |       99.09        | 0.00e+00 | 3.36e+07 |        0%        |    211.81%    |
| 8192  | 8192  | N/A |  1   |   [[8192, 8192]]   | bf16  |      184.94      |      186.19       |      186.99      |       196.18       | 0.00e+00 | 6.71e+07 |        0%        |     84.0%     |
| 16384 | 8192  | N/A |  1   |  [[16384, 8192]]   | bf16  |      370.83      |      371.95       |      372.9       |       390.36       | 0.00e+00 | 1.34e+08 |        0%        |    83.78%     |
| 32768 | 8192  | N/A |  1   |  [[32768, 8192]]   | bf16  |      741.9       |      743.61       |      744.87      |       778.72       | 0.00e+00 | 2.68e+08 |        0%        |    83.76%     |
|   1   | 13824 | N/A |  1   |    [[1, 13824]]    | bf16  |       1.72       |       1.76        |       1.81       |        2.04        | 0.00e+00 | 1.38e+04 |        0%        |     1.86%     |
|   2   | 13824 | N/A |  1   |    [[2, 13824]]    | bf16  |       1.78       |       1.83        |       1.88       |        2.08        | 0.00e+00 | 2.76e+04 |        0%        |     3.6%      |
|   4   | 13824 | N/A |  1   |    [[4, 13824]]    | bf16  |       1.88       |        1.9        |       1.93       |        2.16        | 0.00e+00 | 5.53e+04 |        0%        |     6.81%     |
|   8   | 13824 | N/A |  1   |    [[8, 13824]]    | bf16  |       1.97       |       1.99        |       2.01       |        2.32        | 0.00e+00 | 1.11e+05 |        0%        |    12.99%     |
|  16   | 13824 | N/A |  1   |   [[16, 13824]]    | bf16  |       2.17       |       2.22        |       2.28       |        2.64        | 0.00e+00 | 2.21e+05 |        0%        |    23.59%     |
|  32   | 13824 | N/A |  1   |   [[32, 13824]]    | bf16  |       2.42       |       2.44        |       2.46       |        3.28        | 0.00e+00 | 4.42e+05 |        0%        |    42.31%     |
|  64   | 13824 | N/A |  1   |   [[64, 13824]]    | bf16  |       2.88       |        2.9        |       2.92       |        4.56        | 0.00e+00 | 8.85e+05 |        0%        |    71.11%     |
|  128  | 13824 | N/A |  1   |   [[128, 13824]]   | bf16  |       4.17       |       4.22        |       4.26       |        7.12        | 0.00e+00 | 1.77e+06 |        0%        |    98.23%     |
|  256  | 13824 | N/A |  1   |   [[256, 13824]]   | bf16  |       5.67       |       5.68        |       5.69       |       12.24        | 0.00e+00 | 3.54e+06 |        0%        |    144.48%    |
|  512  | 13824 | N/A |  1   |   [[512, 13824]]   | bf16  |       9.3        |       9.34        |       9.38       |       22.48        | 0.00e+00 | 7.08e+06 |        0%        |    176.17%    |
| 1024  | 13824 | N/A |  1   |  [[1024, 13824]]   | bf16  |      17.24       |       17.28       |      17.32       |       42.96        | 0.00e+00 | 1.42e+07 |        0%        |    190.07%    |
| 2048  | 13824 | N/A |  1   |  [[2048, 13824]]   | bf16  |      31.26       |       31.29       |      31.33       |       83.92        | 0.00e+00 | 2.83e+07 |        0%        |    209.65%    |
| 4096  | 13824 | N/A |  1   |  [[4096, 13824]]   | bf16  |      155.74      |      157.12       |      158.03      |       165.84       | 0.00e+00 | 5.66e+07 |        0%        |    84.16%     |
| 8192  | 13824 | N/A |  1   |  [[8192, 13824]]   | bf16  |      312.68      |      313.91       |      314.75      |       329.68       | 0.00e+00 | 1.13e+08 |        0%        |    83.84%     |
| 16384 | 13824 | N/A |  1   |  [[16384, 13824]]  | bf16  |      623.85      |      626.83       |      629.02      |       657.36       | 0.00e+00 | 2.26e+08 |        0%        |    84.04%     |
| 32768 | 13824 | N/A |  1   |  [[32768, 13824]]  | bf16  |     1248.61      |      1251.25      |     1253.52      |      1312.72       | 0.00e+00 | 4.53e+08 |        0%        |    83.98%     |
|   1   | 16384 | N/A |  1   |    [[1, 16384]]    | bf16  |       1.71       |        1.8        |       1.9        |        2.05        | 0.00e+00 | 1.64e+04 |        0%        |     2.22%     |
|   2   | 16384 | N/A |  1   |    [[2, 16384]]    | bf16  |       1.76       |       1.79        |       1.81       |        2.09        | 0.00e+00 | 3.28e+04 |        0%        |     4.31%     |
|   4   | 16384 | N/A |  1   |    [[4, 16384]]    | bf16  |       1.91       |       1.96        |       2.02       |        2.19        | 0.00e+00 | 6.55e+04 |        0%        |     7.94%     |
|   8   | 16384 | N/A |  1   |    [[8, 16384]]    | bf16  |       2.0        |       2.04        |       2.08       |        2.38        | 0.00e+00 | 1.31e+05 |        0%        |    15.17%     |
|  16   | 16384 | N/A |  1   |   [[16, 16384]]    | bf16  |       2.26       |       2.29        |       2.32       |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    26.85%     |
|  32   | 16384 | N/A |  1   |   [[32, 16384]]    | bf16  |       2.48       |       2.53        |       2.58       |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    48.94%     |
|  64   | 16384 | N/A |  1   |   [[64, 16384]]    | bf16  |       3.06       |       3.09        |       3.11       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    79.32%     |
|  128  | 16384 | N/A |  1   |   [[128, 16384]]   | bf16  |       4.14       |       4.19        |       4.24       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    117.26%    |
|  256  | 16384 | N/A |  1   |   [[256, 16384]]   | bf16  |       6.34       |       6.38        |       6.43       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    153.14%    |
|  512  | 16384 | N/A |  1   |   [[512, 16384]]   | bf16  |      10.68       |       10.71       |      10.76       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |    181.82%    |
| 1024  | 16384 | N/A |  1   |  [[1024, 16384]]   | bf16  |      19.33       |       19.36       |      19.39       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |    200.91%    |
| 2048  | 16384 | N/A |  1   |  [[2048, 16384]]   | bf16  |      36.68       |       36.72       |      36.76       |       99.09        | 0.00e+00 | 3.36e+07 |        0%        |    211.76%    |
| 4096  | 16384 | N/A |  1   |  [[4096, 16384]]   | bf16  |      184.74      |      186.11       |      187.01      |       196.18       | 0.00e+00 | 6.71e+07 |        0%        |    84.09%     |
| 8192  | 16384 | N/A |  1   |  [[8192, 16384]]   | bf16  |      370.82      |      372.25       |      373.2       |       390.36       | 0.00e+00 | 1.34e+08 |        0%        |    83.78%     |
| 16384 | 16384 | N/A |  1   |  [[16384, 16384]]  | bf16  |      738.98      |      741.76       |      744.31      |       778.72       | 0.00e+00 | 2.68e+08 |        0%        |    84.09%     |
| 32768 | 16384 | N/A |  1   |  [[32768, 16384]]  | bf16  |     1475.27      |      1481.05      |     1485.89      |      1555.45       | 0.00e+00 | 5.37e+08 |        0%        |    84.24%     |
|  128  |  768  |  1  |  1   |  [[1, 128, 768]]   | bf16  |       1.94       |       2.02        |       2.1        |        2.28        | 0.00e+00 | 9.83e+04 |        0%        |    11.73%     |
|  128  |  768  |  2  |  1   |  [[2, 128, 768]]   | bf16  |       2.15       |       2.19        |       2.25       |        2.57        | 0.00e+00 | 1.97e+05 |        0%        |    21.17%     |
|  128  |  768  |  4  |  1   |  [[4, 128, 768]]   | bf16  |       2.36       |       2.39        |       2.41       |        3.14        | 0.00e+00 | 3.93e+05 |        0%        |    38.57%     |
|  128  |  768  |  8  |  1   |  [[8, 128, 768]]   | bf16  |       2.79       |       2.81        |       2.84       |        4.28        | 0.00e+00 | 7.86e+05 |        0%        |    65.25%     |
|  128  |  768  | 16  |  1   |  [[16, 128, 768]]  | bf16  |       3.62       |       3.66        |       3.69       |        6.55        | 0.00e+00 | 1.57e+06 |        0%        |    100.58%    |
|  128  |  768  | 32  |  1   |  [[32, 128, 768]]  | bf16  |       5.24       |       5.28        |       5.32       |        11.1        | 0.00e+00 | 3.15e+06 |        0%        |    138.97%    |
| 1024  |  768  |  1  |  1   |  [[1, 1024, 768]]  | bf16  |       2.77       |       2.81        |       2.84       |        4.28        | 0.00e+00 | 7.86e+05 |        0%        |    65.72%     |
| 1024  |  768  |  2  |  1   |  [[2, 1024, 768]]  | bf16  |       3.63       |       3.66        |       3.7        |        6.55        | 0.00e+00 | 1.57e+06 |        0%        |    100.3%     |
| 1024  |  768  |  4  |  1   |  [[4, 1024, 768]]  | bf16  |       5.25       |       5.29        |       5.33       |        11.1        | 0.00e+00 | 3.15e+06 |        0%        |    138.7%     |
| 1024  |  768  |  8  |  1   |  [[8, 1024, 768]]  | bf16  |       8.49       |       8.54        |       8.6        |        20.2        | 0.00e+00 | 6.29e+06 |        0%        |    171.54%    |
| 1024  |  768  | 16  |  1   | [[16, 1024, 768]]  | bf16  |      14.99       |       15.06       |      15.14       |       38.41        | 0.00e+00 | 1.26e+07 |        0%        |    194.31%    |
| 1024  |  768  | 32  |  1   | [[32, 1024, 768]]  | bf16  |      28.03       |       28.09       |      28.16       |       74.82        | 0.00e+00 | 2.52e+07 |        0%        |    207.83%    |
| 4096  |  768  |  1  |  1   |  [[1, 4096, 768]]  | bf16  |       5.25       |       5.28        |       5.32       |        11.1        | 0.00e+00 | 3.15e+06 |        0%        |    138.7%     |
| 4096  |  768  |  2  |  1   |  [[2, 4096, 768]]  | bf16  |       8.51       |       8.53        |       8.55       |        20.2        | 0.00e+00 | 6.29e+06 |        0%        |    171.13%    |
| 4096  |  768  |  4  |  1   |  [[4, 4096, 768]]  | bf16  |       15.0       |       15.03       |      15.06       |       38.41        | 0.00e+00 | 1.26e+07 |        0%        |    194.18%    |
| 4096  |  768  |  8  |  1   |  [[8, 4096, 768]]  | bf16  |      28.01       |       28.06       |      28.12       |       74.82        | 0.00e+00 | 2.52e+07 |        0%        |    207.98%    |
| 4096  |  768  | 16  |  1   | [[16, 4096, 768]]  | bf16  |      139.14      |       140.3       |      141.03      |       147.64       | 0.00e+00 | 5.03e+07 |        0%        |    83.73%     |
| 4096  |  768  | 32  |  1   | [[32, 4096, 768]]  | bf16  |      277.46      |      279.04       |      280.05      |       293.27       | 0.00e+00 | 1.01e+08 |        0%        |    83.98%     |
|  128  | 4096  |  1  |  1   |  [[1, 128, 4096]]  | bf16  |       2.51       |       2.55        |       2.6        |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    48.35%     |
|  128  | 4096  |  2  |  1   |  [[2, 128, 4096]]  | bf16  |       3.07       |       3.09        |       3.12       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    79.06%     |
|  128  | 4096  |  4  |  1   |  [[4, 128, 4096]]  | bf16  |       4.17       |       4.21        |       4.26       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    116.42%    |
|  128  | 4096  |  8  |  1   |  [[8, 128, 4096]]  | bf16  |       6.32       |       6.35        |       6.39       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    153.62%    |
|  128  | 4096  | 16  |  1   | [[16, 128, 4096]]  | bf16  |      10.68       |       10.72       |      10.75       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |    181.82%    |
|  128  | 4096  | 32  |  1   | [[32, 128, 4096]]  | bf16  |      19.33       |       19.36       |       19.4       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |    200.91%    |
| 1024  | 4096  |  1  |  1   | [[1, 1024, 4096]]  | bf16  |       6.34       |       6.37        |       6.41       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    153.14%    |
| 1024  | 4096  |  2  |  1   | [[2, 1024, 4096]]  | bf16  |      10.64       |       10.68       |      10.72       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |    182.5%     |
| 1024  | 4096  |  4  |  1   | [[4, 1024, 4096]]  | bf16  |      19.32       |       19.36       |      19.39       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |    201.02%    |
| 1024  | 4096  |  8  |  1   | [[8, 1024, 4096]]  | bf16  |      36.67       |       36.7        |      36.72       |       99.09        | 0.00e+00 | 3.36e+07 |        0%        |    211.81%    |
| 1024  | 4096  | 16  |  1   | [[16, 1024, 4096]] | bf16  |      184.98      |      186.22       |      187.02      |       196.18       | 0.00e+00 | 6.71e+07 |        0%        |    83.98%     |
| 1024  | 4096  | 32  |  1   | [[32, 1024, 4096]] | bf16  |      369.4       |      371.78       |      373.32      |       390.36       | 0.00e+00 | 1.34e+08 |        0%        |    84.11%     |
| 4096  | 4096  |  1  |  1   | [[1, 4096, 4096]]  | bf16  |      19.36       |       19.4        |      19.45       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |    200.6%     |
| 4096  | 4096  |  2  |  1   | [[2, 4096, 4096]]  | bf16  |      36.67       |       36.73       |      36.77       |       99.09        | 0.00e+00 | 3.36e+07 |        0%        |    211.81%    |
| 4096  | 4096  |  4  |  1   | [[4, 4096, 4096]]  | bf16  |      184.84      |      186.25       |      187.16      |       196.18       | 0.00e+00 | 6.71e+07 |        0%        |    84.04%     |
| 4096  | 4096  |  8  |  1   | [[8, 4096, 4096]]  | bf16  |      369.6       |       372.1       |      373.8       |       390.36       | 0.00e+00 | 1.34e+08 |        0%        |    84.06%     |
| 4096  | 4096  | 16  |  1   | [[16, 4096, 4096]] | bf16  |      741.26      |       742.5       |      743.31      |       778.72       | 0.00e+00 | 2.68e+08 |        0%        |    83.83%     |
| 4096  | 4096  | 32  |  1   | [[32, 4096, 4096]] | bf16  |     1476.75      |      1482.32      |     1487.43      |      1555.45       | 0.00e+00 | 5.37e+08 |        0%        |    84.15%     |
|  128  | 8192  |  1  |  1   |  [[1, 128, 8192]]  | bf16  |       3.08       |       3.12        |       3.16       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    78.81%     |
|  128  | 8192  |  2  |  1   |  [[2, 128, 8192]]  | bf16  |       4.17       |        4.2        |       4.23       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    116.42%    |
|  128  | 8192  |  4  |  1   |  [[4, 128, 8192]]  | bf16  |       6.32       |       6.36        |       6.41       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    153.62%    |
|  128  | 8192  |  8  |  1   |  [[8, 128, 8192]]  | bf16  |      10.67       |       10.74       |      10.82       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |    181.99%    |
|  128  | 8192  | 16  |  1   | [[16, 128, 8192]]  | bf16  |      19.31       |       19.35       |      19.39       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |    201.12%    |
|  128  | 8192  | 32  |  1   | [[32, 128, 8192]]  | bf16  |      36.69       |       36.74       |       36.8       |       99.09        | 0.00e+00 | 3.36e+07 |        0%        |    211.7%     |
| 1024  | 8192  |  1  |  1   | [[1, 1024, 8192]]  | bf16  |      10.67       |       10.71       |      10.76       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |    181.99%    |
| 1024  | 8192  |  2  |  1   | [[2, 1024, 8192]]  | bf16  |      19.35       |       19.37       |      19.39       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |    200.7%     |
| 1024  | 8192  |  4  |  1   | [[4, 1024, 8192]]  | bf16  |      36.66       |       36.7        |      36.74       |       99.09        | 0.00e+00 | 3.36e+07 |        0%        |    211.87%    |
| 1024  | 8192  |  8  |  1   | [[8, 1024, 8192]]  | bf16  |      184.86      |      186.29       |      187.19      |       196.18       | 0.00e+00 | 6.71e+07 |        0%        |    84.03%     |
| 1024  | 8192  | 16  |  1   | [[16, 1024, 8192]] | bf16  |      370.88      |      372.26       |      373.13      |       390.36       | 0.00e+00 | 1.34e+08 |        0%        |    83.77%     |
| 1024  | 8192  | 32  |  1   | [[32, 1024, 8192]] | bf16  |      741.38      |      742.89       |      744.24      |       778.72       | 0.00e+00 | 2.68e+08 |        0%        |    83.81%     |
| 4096  | 8192  |  1  |  1   | [[1, 4096, 8192]]  | bf16  |      36.68       |       36.73       |      36.77       |       99.09        | 0.00e+00 | 3.36e+07 |        0%        |    211.76%    |
| 4096  | 8192  |  2  |  1   | [[2, 4096, 8192]]  | bf16  |      184.76      |      186.12       |      186.98      |       196.18       | 0.00e+00 | 6.71e+07 |        0%        |    84.08%     |
| 4096  | 8192  |  4  |  1   | [[4, 4096, 8192]]  | bf16  |      369.31      |      371.63       |      373.22      |       390.36       | 0.00e+00 | 1.34e+08 |        0%        |    84.13%     |
| 4096  | 8192  |  8  |  1   | [[8, 4096, 8192]]  | bf16  |      740.48      |      742.41       |      743.83      |       778.72       | 0.00e+00 | 2.68e+08 |        0%        |    83.92%     |
| 4096  | 8192  | 16  |  1   | [[16, 4096, 8192]] | bf16  |     1476.12      |      1480.93      |     1484.95      |      1555.45       | 0.00e+00 | 5.37e+08 |        0%        |    84.19%     |
| 4096  | 8192  | 32  |  1   | [[32, 4096, 8192]] | bf16  |      2949.8      |      2960.53      |     2968.67      |      3108.89       | 0.00e+00 | 1.07e+09 |        0%        |    84.26%     |
